Date,Employee_ID,Department,Role,Shift,Workload_Index,Past_Absence_Count,Absent_Flag,Hours_Lost,Absence_Reason,Seasonal_Factor,Absenteeism_Probability
2023-01-10,EMP_0072,Production,Supervisor,Evening,100,6,False,0,None,0.0,0.25
2023-10-16,EMP_0137,Logistics,Manager,Night,90,10,False,0,None,0.0,0.26666666666666666
2023-12-07,EMP_0131,HR,Helper,Morning,90,0,False,0,None,0.1,0.33666666666666667
2023-04-08,EMP_0252,Production,Supervisor,Morning,60,6,False,0,None,0.0,0.1166666666666667
2023-01-06,EMP_0087,HR,Manager,Morning,80,2,False,0,None,0.0,0.16333333333333333
2023-01-23,EMP_0246,Maintenance,Technician,Night,90,0,False,0,None,0.0,0.31666666666666665
2023-03-26,EMP_0034,Logistics,Technician,Morning,80,0,True,0,Unknown,0.0,0.21333333333333332
2023-10-15,EMP_0058,QC,Technician,Night,60,9,False,0,None,0.0,0.21666666666666667
2023-06-11,EMP_0035,Production,Supervisor,Morning,80,0,False,0,None,0.15,0.33333333333333337
2023-02-23,EMP_0125,Maintenance,Manager,Night,100,6,True,0,Family,0.0,0.30000000000000004
2023-07-26,EMP_0008,Maintenance,Supervisor,Evening,90,6,False,0,None,0.15,0.3666666666666667
2023-07-11,EMP_0156,Sales,Supervisor,Morning,60,10,False,0,None,0.15,0.2666666666666667
2023-11-04,EMP_0241,Maintenance,Supervisor,Evening,80,6,False,0,None,0.1,0.2833333333333333
2023-04-16,EMP_0237,HR,Operator,Evening,90,7,False,0,None,0.0,0.26666666666666666
2023-11-26,EMP_0011,Production,Supervisor,Morning,90,1,True,0,Sick,0.1,0.31666666666666665
2023-07-24,EMP_0002,Sales,Helper,Night,70,8,False,0,None,0.15,0.39
2023-05-31,EMP_0184,QC,Operator,Night,70,7,True,0,Sick,0.0,0.27
2023-07-03,EMP_0116,QC,Supervisor,Night,80,1,False,0,None,0.15,0.4033333333333333
2023-03-02,EMP_0018,Maintenance,Technician,Morning,70,5,True,0,Sick,0.0,0.18
2023-11-22,EMP_0007,QC,Manager,Morning,70,1,False,0,None,0.1,0.23
2023-03-19,EMP_0053,Sales,Operator,Night,70,8,False,0,None,0.0,0.27
2023-08-02,EMP_0214,QC,Operator,Evening,60,0,False,0,None,0.15,0.31666666666666665
2023-01-26,EMP_0124,Sales,Operator,Evening,90,7,True,8,Personal,0.0,0.26666666666666666
2023-08-02,EMP_0277,HR,Supervisor,Night,70,1,False,0,None,0.15,0.37
2023-12-31,EMP_0028,QC,Supervisor,Morning,60,6,True,0,Sick,0.1,0.21666666666666667
2023-08-26,EMP_0055,Production,Manager,Night,90,2,True,0,Family,0.15,0.41666666666666663
2023-01-15,EMP_0059,HR,Manager,Night,70,6,False,0,None,0.0,0.2
2023-09-30,EMP_0003,Sales,Operator,Morning,70,0,False,0,None,0.0,0.2
2023-01-13,EMP_0271,QC,Supervisor,Night,80,1,False,0,None,0.0,0.25333333333333335
2023-04-21,EMP_0065,QC,Manager,Morning,80,7,False,0,None,0.0,0.16333333333333333
2023-08-24,EMP_0134,HR,Supervisor,Night,70,1,True,0,Sick,0.15,0.37
2023-11-11,EMP_0154,Logistics,Helper,Evening,100,5,False,0,None,0.1,0.37
2023-10-04,EMP_0222,HR,Technician,Night,70,7,True,0,Sick,0.0,0.25
2023-11-07,EMP_0116,Sales,Operator,Evening,90,7,True,0,Sick,0.1,0.3666666666666667
2023-08-11,EMP_0055,Logistics,Helper,Evening,90,5,False,0,None,0.15,0.38666666666666666
2023-04-28,EMP_0138,Sales,Manager,Morning,70,8,False,0,None,0.0,0.13
2023-07-13,EMP_0230,Sales,Operator,Evening,80,11,False,0,None,0.15,0.3833333333333333
2023-05-13,EMP_0104,Sales,Technician,Evening,70,0,False,0,None,0.0,0.18
2023-01-20,EMP_0201,Sales,Operator,Night,70,4,True,0,Personal,0.0,0.27
2023-05-19,EMP_0229,Maintenance,Supervisor,Morning,100,5,False,0,None,0.0,0.25
2023-06-27,EMP_0265,Logistics,Operator,Night,80,1,False,0,None,0.15,0.45333333333333337
2023-01-13,EMP_0178,Production,Technician,Night,80,8,True,0,Sick,0.0,0.2833333333333333
2023-02-07,EMP_0259,Sales,Operator,Night,80,11,False,0,None,0.0,0.30333333333333334
2023-08-24,EMP_0251,Production,Helper,Morning,80,1,False,0,None,0.15,0.35333333333333333
2023-03-17,EMP_0199,Maintenance,Operator,Morning,80,11,False,0,None,0.0,0.23333333333333334
2023-11-16,EMP_0105,QC,Technician,Night,90,11,False,0,None,0.1,0.41666666666666663
2023-10-13,EMP_0035,Logistics,Supervisor,Night,90,3,True,0,Sick,0.0,0.2866666666666667
2023-03-30,EMP_0259,HR,Supervisor,Night,90,6,False,0,None,0.0,0.2866666666666667
2023-04-14,EMP_0097,Maintenance,Supervisor,Night,80,6,False,0,None,0.0,0.25333333333333335
2023-03-04,EMP_0091,HR,Operator,Night,80,4,True,0,Family,0.0,0.30333333333333334
2023-04-14,EMP_0265,HR,Supervisor,Morning,70,2,False,0,None,0.0,0.15000000000000002
2023-06-28,EMP_0167,Production,Technician,Evening,70,3,True,0,Family,0.15,0.32999999999999996
2023-08-19,EMP_0031,Production,Supervisor,Morning,80,4,False,0,None,0.15,0.33333333333333337
2023-10-16,EMP_0138,HR,Operator,Night,60,10,False,0,None,0.0,0.2366666666666667
2023-11-26,EMP_0278,HR,Operator,Morning,70,3,False,0,None,0.1,0.30000000000000004
2023-12-31,EMP_0130,Production,Operator,Evening,70,4,False,0,None,0.1,0.30000000000000004
2023-06-06,EMP_0295,QC,Operator,Morning,70,2,False,0,None,0.15,0.35
2023-08-31,EMP_0069,Production,Supervisor,Night,80,3,False,0,None,0.15,0.4033333333333333
2023-01-11,EMP_0212,HR,Supervisor,Night,100,6,False,0,None,0.0,0.32
2023-10-30,EMP_0186,Logistics,Manager,Evening,70,7,False,0,None,0.0,0.13
2023-07-29,EMP_0184,Maintenance,Operator,Night,80,3,True,8,Family,0.15,0.45333333333333337
2023-11-20,EMP_0160,Maintenance,Technician,Evening,90,9,True,4,Emergency,0.1,0.3466666666666667
2023-02-20,EMP_0035,Logistics,Technician,Morning,90,6,False,0,None,0.0,0.24666666666666665
2023-09-14,EMP_0199,HR,Supervisor,Night,70,5,False,0,None,0.0,0.22
2023-11-09,EMP_0163,Logistics,Supervisor,Morning,70,4,False,0,None,0.1,0.25
2023-11-05,EMP_0245,Sales,Operator,Morning,70,8,False,0,None,0.1,0.30000000000000004
2023-10-18,EMP_0125,Maintenance,Operator,Evening,80,1,False,0,None,0.0,0.23333333333333334
2023-07-29,EMP_0025,Maintenance,Manager,Evening,80,10,False,0,None,0.15,0.31333333333333335
2023-12-30,EMP_0023,Logistics,Manager,Evening,100,4,True,0,Personal,0.1,0.33
2023-12-10,EMP_0249,HR,Operator,Morning,70,9,False,0,None,0.1,0.30000000000000004
2023-06-05,EMP_0030,QC,Technician,Morning,70,8,False,0,None,0.15,0.32999999999999996
2023-06-26,EMP_0222,Production,Helper,Night,80,7,False,0,None,0.15,0.42333333333333334
2023-02-18,EMP_0143,Logistics,Operator,Night,70,2,False,0,None,0.0,0.27
2023-07-30,EMP_0027,HR,Operator,Night,70,7,False,0,None,0.15,0.42000000000000004
2023-01-19,EMP_0021,QC,Helper,Night,60,1,False,0,None,0.0,0.20666666666666667
2023-04-23,EMP_0067,HR,Manager,Morning,80,0,False,0,None,0.0,0.16333333333333333
2023-09-21,EMP_0085,Logistics,Technician,Morning,90,9,False,0,None,0.0,0.24666666666666665
2023-06-11,EMP_0039,HR,Manager,Night,80,7,True,4,Sick,0.15,0.3833333333333333
2023-11-17,EMP_0181,Sales,Operator,Morning,80,7,True,0,Sick,0.1,0.33333333333333337
2023-02-23,EMP_0150,Maintenance,Technician,Night,70,11,False,0,None,0.0,0.25
2023-09-21,EMP_0032,QC,Technician,Evening,60,7,False,0,None,0.0,0.14666666666666667
2023-10-29,EMP_0126,HR,Technician,Morning,90,4,False,0,None,0.0,0.24666666666666665
2023-08-11,EMP_0186,Logistics,Manager,Night,70,4,True,4,Personal,0.15,0.35
2023-05-27,EMP_0178,HR,Manager,Morning,70,1,False,0,None,0.0,0.13
2023-01-02,EMP_0106,QC,Operator,Morning,100,1,False,0,None,0.0,0.30000000000000004
2023-07-14,EMP_0142,Logistics,Technician,Morning,80,8,True,0,Personal,0.15,0.3633333333333333
2023-08-14,EMP_0131,Production,Supervisor,Morning,90,0,True,4,Unknown,0.15,0.3666666666666667
2023-07-21,EMP_0126,HR,Technician,Morning,80,0,False,0,None,0.15,0.3633333333333333
2023-04-25,EMP_0171,Sales,Technician,Morning,80,8,False,0,None,0.0,0.21333333333333332
2023-12-25,EMP_0076,QC,Operator,Night,70,9,False,0,None,0.1,0.37
2023-01-29,EMP_0258,Production,Manager,Night,70,1,False,0,None,0.0,0.2
2023-05-08,EMP_0215,Sales,Helper,Evening,70,0,False,0,None,0.0,0.17
2023-06-14,EMP_0099,Maintenance,Technician,Morning,80,9,False,0,None,0.15,0.3633333333333333
2023-12-08,EMP_0238,HR,Supervisor,Morning,70,7,False,0,None,0.1,0.25
2023-04-08,EMP_0044,QC,Supervisor,Morning,80,0,False,0,None,0.0,0.18333333333333335
2023-07-09,EMP_0065,HR,Helper,Night,80,2,True,4,Sick,0.15,0.42333333333333334
2023-06-30,EMP_0131,Logistics,Technician,Night,80,3,True,0,Sick,0.15,0.43333333333333335
2023-04-23,EMP_0202,Maintenance,Manager,Morning,90,6,False,0,None,0.0,0.19666666666666666
2023-04-21,EMP_0101,Sales,Manager,Evening,100,3,True,0,Personal,0.0,0.23
2023-08-15,EMP_0162,HR,Technician,Morning,90,10,False,0,None,0.15,0.3966666666666666
2023-07-20,EMP_0113,Sales,Technician,Evening,90,8,True,4,Sick,0.15,0.3966666666666666
2023-03-02,EMP_0111,Logistics,Technician,Evening,80,2,False,0,None,0.0,0.21333333333333332
2023-08-17,EMP_0057,Production,Helper,Morning,60,11,False,0,None,0.15,0.2866666666666667
2023-10-02,EMP_0017,Maintenance,Supervisor,Evening,70,0,False,0,None,0.0,0.15000000000000002
2023-11-26,EMP_0057,Maintenance,Supervisor,Night,80,7,False,0,None,0.1,0.35333333333333333
2023-12-05,EMP_0168,Logistics,Supervisor,Night,90,5,False,0,None,0.1,0.38666666666666666
2023-07-17,EMP_0139,Production,Technician,Night,100,10,False,0,None,0.15,0.5
2023-12-31,EMP_0023,QC,Manager,Morning,80,9,True,8,Personal,0.1,0.26333333333333336
2023-03-27,EMP_0190,Maintenance,Operator,Morning,100,7,True,0,Emergency,0.0,0.30000000000000004
2023-11-11,EMP_0221,HR,Manager,Morning,100,6,False,0,None,0.1,0.33
2023-04-13,EMP_0082,HR,Technician,Night,60,11,False,0,None,0.0,0.21666666666666667
2023-10-28,EMP_0094,QC,Supervisor,Evening,60,6,False,0,None,0.0,0.1166666666666667
2023-12-30,EMP_0155,QC,Technician,Night,80,5,False,0,None,0.1,0.3833333333333333
2023-07-29,EMP_0148,QC,Operator,Evening,80,1,False,0,None,0.15,0.3833333333333333
2023-11-07,EMP_0266,Maintenance,Supervisor,Evening,80,1,False,0,None,0.1,0.2833333333333333
2023-04-06,EMP_0153,Maintenance,Technician,Evening,90,0,False,0,None,0.0,0.24666666666666665
2023-11-14,EMP_0159,Maintenance,Supervisor,Morning,80,8,False,0,None,0.1,0.2833333333333333
2023-09-23,EMP_0263,HR,Technician,Evening,60,0,False,0,None,0.0,0.14666666666666667
2023-06-26,EMP_0169,HR,Helper,Evening,70,3,False,0,None,0.15,0.32
2023-05-26,EMP_0298,Production,Technician,Morning,70,8,True,8,Sick,0.0,0.18
2023-11-01,EMP_0065,QC,Manager,Morning,80,4,True,4,Unknown,0.1,0.26333333333333336
2023-07-17,EMP_0170,Maintenance,Helper,Evening,100,1,False,0,None,0.15,0.42000000000000004
2023-06-02,EMP_0004,Logistics,Supervisor,Evening,90,5,True,4,Sick,0.15,0.3666666666666667
2023-08-31,EMP_0143,HR,Technician,Morning,80,0,True,0,Sick,0.15,0.3633333333333333
2023-09-16,EMP_0023,QC,Helper,Night,90,6,False,0,None,0.0,0.30666666666666664
2023-06-26,EMP_0037,Logistics,Supervisor,Evening,80,10,False,0,None,0.15,0.33333333333333337
2023-06-27,EMP_0114,QC,Helper,Night,80,2,False,0,None,0.15,0.42333333333333334
2023-09-26,EMP_0035,Maintenance,Helper,Night,70,4,False,0,None,0.0,0.24
2023-04-08,EMP_0300,Production,Helper,Evening,80,8,False,0,None,0.0,0.20333333333333334
2023-07-14,EMP_0204,Logistics,Helper,Evening,100,7,False,0,None,0.15,0.42000000000000004
2023-01-25,EMP_0230,HR,Manager,Night,80,7,True,0,Sick,0.0,0.23333333333333334
2023-09-08,EMP_0119,Sales,Operator,Evening,90,11,False,0,None,0.0,0.26666666666666666
2023-06-25,EMP_0285,Sales,Helper,Night,80,2,True,0,Family,0.15,0.42333333333333334
2023-07-05,EMP_0195,Sales,Helper,Morning,80,0,False,0,None,0.15,0.35333333333333333
2023-09-19,EMP_0124,Logistics,Helper,Night,80,10,False,0,None,0.0,0.2733333333333333
2023-02-28,EMP_0274,Production,Supervisor,Night,70,4,False,0,None,0.0,0.22
2023-06-19,EMP_0128,HR,Manager,Morning,70,4,False,0,None,0.15,0.28
2023-08-23,EMP_0293,QC,Supervisor,Morning,100,9,False,0,None,0.15,0.4
2023-06-09,EMP_0205,QC,Manager,Morning,70,3,False,0,None,0.15,0.28
2023-09-15,EMP_0131,Sales,Technician,Night,90,10,False,0,None,0.0,0.31666666666666665
2023-04-23,EMP_0100,Logistics,Technician,Night,80,2,True,0,Sick,0.0,0.2833333333333333
2023-11-22,EMP_0037,QC,Manager,Morning,70,11,True,4,Sick,0.1,0.23
2023-03-01,EMP_0150,QC,Helper,Morning,70,3,False,0,None,0.0,0.17
2023-12-18,EMP_0154,QC,Operator,Evening,90,11,False,0,None,0.1,0.3666666666666667
2023-07-12,EMP_0102,Sales,Operator,Evening,60,11,True,8,Family,0.15,0.31666666666666665
2023-06-13,EMP_0068,QC,Helper,Evening,80,10,False,0,None,0.15,0.35333333333333333
2023-02-02,EMP_0074,HR,Technician,Evening,70,9,False,0,None,0.0,0.18
2023-01-26,EMP_0277,Sales,Operator,Evening,70,2,False,0,None,0.0,0.2
2023-02-08,EMP_0268,HR,Operator,Morning,80,1,False,0,None,0.0,0.23333333333333334
2023-06-24,EMP_0132,HR,Technician,Morning,80,0,False,0,None,0.15,0.3633333333333333
2023-08-24,EMP_0134,QC,Operator,Morning,60,4,False,0,None,0.15,0.31666666666666665
2023-03-25,EMP_0286,HR,Supervisor,Morning,80,0,False,0,None,0.0,0.18333333333333335
2023-02-27,EMP_0280,QC,Supervisor,Night,90,8,True,0,Sick,0.0,0.2866666666666667
2023-10-07,EMP_0166,Logistics,Supervisor,Morning,80,7,False,0,None,0.0,0.18333333333333335
2023-03-01,EMP_0160,Production,Manager,Night,70,10,False,0,None,0.0,0.2
2023-06-23,EMP_0120,Sales,Supervisor,Night,80,7,True,0,Family,0.15,0.4033333333333333
2023-11-12,EMP_0248,Production,Technician,Evening,100,6,True,0,Personal,0.1,0.38
2023-09-30,EMP_0088,HR,Supervisor,Evening,80,8,False,0,None,0.0,0.18333333333333335
2023-11-15,EMP_0166,QC,Supervisor,Morning,80,7,False,0,None,0.1,0.2833333333333333
2023-03-05,EMP_0055,QC,Supervisor,Night,80,5,True,0,Sick,0.0,0.25333333333333335
2023-02-01,EMP_0039,Maintenance,Supervisor,Evening,80,8,False,0,None,0.0,0.18333333333333335
2023-09-24,EMP_0275,Sales,Manager,Night,80,5,True,8,Sick,0.0,0.23333333333333334
2023-03-27,EMP_0138,Logistics,Helper,Morning,70,1,False,0,None,0.0,0.17
2023-12-19,EMP_0041,QC,Supervisor,Evening,80,3,True,0,Sick,0.1,0.2833333333333333
2023-06-03,EMP_0294,Sales,Operator,Night,80,1,True,0,Personal,0.15,0.45333333333333337
2023-05-23,EMP_0057,Logistics,Operator,Morning,70,2,True,0,Sick,0.0,0.2
2023-05-03,EMP_0187,Sales,Manager,Morning,60,8,False,0,None,0.0,0.09666666666666668
2023-07-23,EMP_0127,Production,Supervisor,Evening,90,10,False,0,None,0.15,0.3666666666666667
2023-01-07,EMP_0295,HR,Manager,Morning,80,5,False,0,None,0.0,0.16333333333333333
2023-01-03,EMP_0084,QC,Manager,Morning,60,1,False,0,None,0.0,0.09666666666666668
2023-01-12,EMP_0278,QC,Technician,Morning,70,6,True,0,Family,0.0,0.18
2023-08-26,EMP_0145,Sales,Operator,Evening,70,2,True,0,Family,0.15,0.35
2023-10-27,EMP_0060,QC,Manager,Night,80,7,False,0,None,0.0,0.23333333333333334
2023-12-27,EMP_0192,Maintenance,Helper,Night,80,5,True,0,Sick,0.1,0.3733333333333333
2023-07-26,EMP_0111,QC,Technician,Evening,70,9,False,0,None,0.15,0.32999999999999996
2023-01-24,EMP_0204,Sales,Technician,Night,80,3,False,0,None,0.0,0.2833333333333333
2023-06-01,EMP_0067,QC,Manager,Morning,80,9,False,0,None,0.15,0.31333333333333335
2023-04-27,EMP_0216,QC,Supervisor,Night,80,3,False,0,None,0.0,0.25333333333333335
2023-09-19,EMP_0004,Sales,Technician,Evening,80,11,False,0,None,0.0,0.21333333333333332
2023-05-11,EMP_0167,Production,Helper,Evening,80,2,False,0,None,0.0,0.20333333333333334
