Property_ID,City,Locality,Country,Region,Property_Type,BHK,Bathroom_Count,Area_sqft,Price,Price_per_sqft,Floor_Number,Total_Floors,Age_Years,Facing,Furnishing,Parking,Amenities,Maintenance_Fees,Registration_Cost,Tax_Percent,Currency,Latitude,Longitude,Zone,Agent_Name,Agent_ID,Listing_Date,Listing_Channel,Lead_Score,Days_On_Market,Status,Views_Count,Inquiries_Count,Site_Visits_Count,Conversion_Probability,Description,Highlights,Nearby_Landmarks,Buyer_Sentiment
5065cf59-420c-4884-98df-abe26a52ee7b,Mumbai,Angela Village,India,North,Apartment,3,2,2694,9407211,3491.912026726058,2,6,19,West,Unfurnished,No,Pool,3077,334939,0.851360012708684,INR,-18.787833,118.406722,Zone 3,Stephanie Nichols,16094,2025-05-05,Offline,98,118,Sold,293,67,41,0.62,Treatment approach future dark media long majority.,Factor than reason popular meeting than.,North Jessicaville,Neutral
5beb54a0-565f-4bcb-8e05-9ce6ce9f9d21,Hyderabad,Weiss Summit,India,North,Villa,4,3,3809,10186446,2674.309792596482,6,5,16,South,Furnished,No,None,4768,425513,2.0213287128258712,INR,-63.656654,-169.097036,Zone 2,Heather Snyder,91109,2024-06-11,Offline,91,101,Pending,409,45,42,0.68,Condition executive address may away top trip receive budget nearly.,Require age near bad.,South Ambershire,Negative
9debd302-1f84-46f5-aa37-6655b25eeead,Chennai,Flowers Unions,India,East,Apartment,2,4,3950,10552048,2671.4045569620253,2,4,9,North,Semi-Furnished,Yes,Garden,5945,469245,1.579730289876141,INR,-17.5609235,-121.143054,Zone 3,Amy Burns,74783,2025-10-26,Online,60,49,Available,225,11,17,0.77,Surface a list if message Republican.,Significant image seven usually.,Lake Christina,Negative
58aea896-96eb-4e19-89d9-829587b52e15,Bangalore,Edwards Island,India,East,Independent House,4,3,549,18416843,33546.1621129326,9,5,12,South,Semi-Furnished,Yes,None,5596,467267,2.1356090126903196,INR,-37.0397645,-158.569876,Zone 2,Christopher Bates,13057,2024-10-13,Offline,100,49,Available,321,60,5,0.7,Many shake include read food team sound central kind past body president around.,Walk you there task just.,Port Nicolestad,Positive
88844c8c-678b-4f5d-ae14-2ac2f17b79c9,Chennai,Jimenez Underpass,India,South,Villa,2,4,3121,10197602,3267.414931111823,3,1,8,South,Unfurnished,Yes,None,9125,183865,0.8118420330153242,INR,22.1236005,-3.083305,Zone 2,Michael Collins,20487,2024-12-06,Online,100,116,Sold,381,17,31,0.64,Culture key we owner food measure trade line.,Design case leg well identify.,Brandonmouth,Negative
737a2660-f8fa-4a03-aee6-85d80107a325,Hyderabad,Brown Neck,India,South,Independent House,2,3,3534,19728594,5582.511035653651,5,5,20,East,Furnished,Yes,Pool,3233,363073,2.0245524592352035,INR,-24.1868595,118.557547,Zone 2,Peggy Hartman,86852,2024-01-18,Offline,56,58,Sold,455,30,17,0.12,Democrat simple study professional attack often week piece ready customer what speak poor.,Staff everybody me commercial sea.,South Alyssa,Neutral
b0d0991a-19e8-4815-a8a3-253e96b816a2,Hyderabad,Christopher Avenue,India,West,Apartment,4,3,929,8020280,8633.24004305705,7,4,11,North,Semi-Furnished,Yes,Gym,2696,287371,1.2917536869828716,INR,-34.816192,-76.464259,Zone 2,Andrea Anderson,71156,2024-03-01,Online,94,26,Pending,310,61,41,0.22,Lot plan teacher we determine change old sometimes health research soldier maintain.,It simply degree situation.,Lake Karenfort,Negative
bf5fe3e1-3026-48cf-bc97-ad370f7e0989,Bangalore,Robert Key,India,North,Apartment,2,3,3395,8703997,2563.7693667157587,2,1,4,South,Semi-Furnished,Yes,Pool,8637,156778,1.6859763479299898,INR,20.056661,-167.870550,Zone 1,Gerald Quinn,33711,2025-10-01,Offline,86,8,Sold,303,21,10,0.79,Event value remain eat boy training paper investment.,Marriage opportunity citizen.,Charlesborough,Positive
efab5229-ac18-401c-9f1e-8e01e5437b28,Chennai,Smith Ferry,India,North,Independent House,3,4,2960,16500225,5574.4003378378375,7,6,19,South,Unfurnished,No,Gym,1796,471444,1.7067283537109106,INR,57.6938035,-82.955618,Zone 2,Casey Sanchez,25996,2024-03-18,Offline,55,37,Sold,474,63,49,0.34,Offer product assume bar decision eye.,Name they probably national different summer.,Port Samantha,Neutral
8c469146-46c8-4415-b70e-54c873c7652a,Hyderabad,Deborah Rue,India,East,Apartment,4,3,3476,4145045,1192.4755466052934,1,6,12,East,Semi-Furnished,No,Pool,4005,275329,1.58089824713051,INR,-5.5737935,-8.705229,Zone 1,Kayla Robertson,89853,2024-10-11,Offline,64,94,Available,105,31,18,0.89,Former skin cost morning stuff military community discuss air book time now life.,Best back hotel rest.,Rebeccabury,Negative
d46abac4-40f8-41d9-bebc-32014373de8b,Hyderabad,Little Green,India,North,Villa,2,3,3185,6571154,2063.156671899529,6,2,15,East,Semi-Furnished,Yes,Garden,5451,294542,1.5726969652183476,INR,-1.607430,-150.427553,Zone 2,Lisa Sanchez,20357,2025-01-17,Offline,92,30,Sold,411,21,32,0.56,Analysis skill whole later long right compare until eat any simply bill prove.,Already quality establish fire community.,Reidchester,Negative
d8285f77-f190-40d8-9a0b-bfc4699b923e,Bangalore,Andre Wall,India,North,Apartment,1,4,2338,10124401,4330.368263473054,8,10,8,West,Furnished,No,Gym,3550,448764,0.9232713266879069,INR,23.499763,-134.271942,Zone 2,Michael Rodriguez,96535,2025-09-11,Offline,54,34,Pending,146,25,38,0.42,Girl like defense someone where American green.,Indeed toward risk north their.,East Penny,Positive
3ba2b480-0ba0-47eb-9ca6-50e45029d7a8,Bangalore,Michael Lock,India,West,Independent House,2,1,3566,7503885,2104.286315199103,2,2,20,East,Semi-Furnished,No,Garden,5115,478501,0.8317746983845982,INR,18.7842565,2.878724,Zone 1,Stephen Haley,8745,2025-07-26,Online,73,73,Available,381,43,6,0.87,Rich middle popular over positive staff mind.,Company tough two Democrat Republican.,Christiemouth,Neutral
4bddcf91-3363-4b1a-84db-fe4769596754,Hyderabad,Boone Stream,India,North,Independent House,4,3,2676,4757586,1777.872197309417,4,5,1,West,Semi-Furnished,Yes,Garden,4302,488366,1.2185527081361602,INR,32.397900,77.338903,Zone 1,Travis Wilson,24389,2024-12-29,Online,55,53,Pending,492,74,40,0.13,Scene state husband account despite bring point.,Him test computer.,West Michelletown,Negative
dd28a6b5-17a7-4ecc-822a-61c70217e8ab,Mumbai,Ronald Ridge,India,East,Independent House,5,3,2879,10148987,3525.1778395276137,8,8,2,West,Semi-Furnished,No,None,1154,110424,0.8434325688980735,INR,-31.959397,41.831018,Zone 3,Jack Wall,36460,2024-12-23,Offline,52,102,Pending,413,29,44,0.86,Court difficult rock walk better drive administration speak weight heavy.,Throughout type lose fund state.,Sellerstown,Positive
23383b9f-1bac-4846-95d8-3aaf46f6ed40,Mumbai,Bennett Junctions,India,West,Apartment,1,1,3361,14066202,4185.124070217197,2,8,16,South,Furnished,Yes,Gym,4277,136345,2.23078509367262,INR,83.5759825,111.124748,Zone 1,Erin Ross,58772,2024-07-05,Offline,84,97,Pending,108,26,36,0.16,Road age contain police because center wife everybody section store generation.,Available like about she establish.,Ramosland,Negative
ea78b86c-d864-4999-9bf3-eb80380c0ad4,Bangalore,Cody Crossing,India,South,Villa,3,2,1189,18531754,15586.0,9,8,3,East,Unfurnished,Yes,Pool,7100,459897,1.145659413500236,INR,-7.093984,-158.790503,Zone 1,Gabriel Russell,45474,2024-08-21,Online,60,59,Sold,382,22,41,0.78,Final throughout between tend just election goal kind international.,Dark adult practice position base.,North Nicole,Positive
4da9f36f-5d31-471e-a60b-84c33d7ea9ff,Chennai,Randall Lakes,India,South,Independent House,1,2,821,9296655,11323.57490864799,10,1,20,East,Furnished,No,Garden,5351,138013,1.5056274782424905,INR,20.1845855,1.897781,Zone 2,Sonya Hunter,17432,2025-08-25,Offline,50,110,Sold,352,28,46,0.54,Hope beat strong line future outside bag sign third finish green total.,Seem although spend get.,Gabrielview,Positive
9185b95b-1b92-4221-94d6-382e3c40c685,Mumbai,Evelyn Plains,India,West,Villa,1,3,3554,18179381,5115.18880135059,2,8,20,East,Unfurnished,No,Gym,3485,364623,1.4315074452024232,INR,-79.9942935,-103.722725,Zone 1,Karen Navarro PhD,19915,2025-10-10,Offline,90,73,Pending,201,50,10,0.68,Happen mouth change table thought sell off cause bad sometimes ok leave however.,Expect despite side.,New Antonioberg,Positive
793c1a26-3a43-4e3e-a210-f6217e855d71,Hyderabad,Fox Green,India,East,Apartment,2,4,3533,4706670,1332.2020945372205,4,7,18,South,Unfurnished,No,None,8828,349508,1.28190174503662,INR,55.988648,-32.707117,Zone 3,Brian Harvey,54170,2024-07-21,Offline,67,114,Pending,69,46,39,0.71,Me section person second option according network amount traditional situation stage.,Skill edge support happy professional.,Matthewland,Neutral
8dce2008-ef1a-45db-92d6-44303dae7739,Bangalore,Bates Pine,India,West,Independent House,3,2,3424,11391122,3326.846378504673,2,5,19,South,Semi-Furnished,Yes,None,5049,267991,1.9523721063627528,INR,88.6751145,-31.817606,Zone 3,Michelle Ward,61315,2025-04-15,Offline,75,9,Sold,285,63,5,0.86,Figure radio board bag admit exist police position early animal significant.,Keep feel total direction.,Zamorachester,Positive
b9c41915-2505-4889-82c3-35b0c4d83127,Delhi,Colleen View,India,North,Independent House,5,2,2951,10961239,3714.4151135208404,9,6,9,North,Unfurnished,No,Gym,2792,299464,0.9389965249544141,INR,-24.682567,-38.672589,Zone 1,David Thomas,18750,2025-06-07,Online,76,6,Available,114,15,23,0.66,Shake blue deep entire under imagine whatever social.,Thank model tough certain citizen choose.,Welchberg,Neutral
fa5ee50b-54a4-4398-a231-7bab19dc295f,Bangalore,Ricky Forge,India,East,Apartment,2,4,3625,4451397,1227.9715862068965,5,9,2,South,Furnished,Yes,Garden,7541,177251,2.306929525874672,INR,-30.1292035,135.175731,Zone 3,Ray Jennings,34543,2024-03-11,Offline,65,62,Pending,238,46,9,0.41,Word as agent growth various bit bad realize true more alone group least.,Area future test establish hand number.,Melissaside,Negative
59a09ca8-6ed2-4cdc-8787-6d34ea8a8cfb,Chennai,Ray Lakes,India,North,Villa,3,3,648,13989563,21588.831790123455,1,3,20,West,Unfurnished,No,Garden,2168,487527,1.2028350078280712,INR,-51.1305935,-74.566843,Zone 2,Jessica Lewis,12280,2024-09-16,Offline,77,21,Available,443,10,13,0.34,You almost worry allow soldier choice.,Other sound by.,Samanthamouth,Positive
3a0f4336-fc5f-4660-9f59-5ee2f7234efa,Mumbai,Vazquez Fork,India,South,Independent House,3,4,1138,16677630,14655.210896309314,6,7,10,East,Unfurnished,No,Gym,1101,244839,0.9381009214998342,INR,60.9624275,29.537492,Zone 3,Dakota Navarro,54266,2024-11-15,Offline,52,61,Pending,336,75,10,0.26,Four they final science card long identify late red fund value about.,Each read down almost.,New Elizabethchester,Neutral
ad0539aa-98e8-4034-ba57-7cae18eadef4,Hyderabad,Steve Club,India,South,Apartment,1,2,1201,9792188,8153.362198168194,1,1,4,North,Semi-Furnished,Yes,None,9330,146592,1.2063507813968093,INR,15.8704875,-37.271478,Zone 2,William Price,2721,2024-06-09,Online,59,101,Pending,98,19,47,0.56,Here tell little task attack line.,Entire thought fire young.,Walkershire,Neutral
0df3b444-6e76-4cff-a658-cb122ce7320c,Hyderabad,Thomas Vista,India,North,Independent House,4,4,3959,6977629,1762.4725940894166,6,8,11,South,Semi-Furnished,Yes,Garden,7436,133903,1.2565089976893993,INR,-81.6547865,125.396134,Zone 2,Dalton Potts,19064,2024-12-20,Online,84,26,Available,443,23,39,0.43,Media where bit create anyone give.,Care water true.,Stevenstad,Negative
ebf83db4-de99-4524-bd1a-8dcbc1231438,Bangalore,Cooley Street,India,South,Villa,4,2,2393,7168755,2995.718763058922,8,5,3,South,Unfurnished,Yes,Garden,1988,497308,0.6406387123135966,INR,-58.279155,-3.623877,Zone 1,David Martinez,33782,2024-10-23,Offline,94,67,Sold,88,66,36,0.29,Beyond seat wear deep leader show attorney late yet table recent grow much.,Among office in.,Sueburgh,Neutral
0d4df21e-8086-475d-afed-d20159c7dd3f,Hyderabad,Robert Crest,India,South,Apartment,3,3,2995,7789199,2600.734223706177,1,5,17,North,Furnished,Yes,Gym,2470,248414,0.7982691430295357,INR,88.3427235,-73.718252,Zone 1,Tanner Bishop,24545,2024-03-26,Online,69,17,Sold,197,43,27,0.74,Whatever mouth various part one institution life.,Young quite wish into for.,East Robertborough,Positive
5047d0ba-34cd-400c-baab-7d674c2452f4,Hyderabad,Flores Island,India,East,Villa,4,2,1565,14773026,9439.63322683706,9,1,12,East,Unfurnished,Yes,Garden,1636,347791,0.671815164755825,INR,-0.9232715,-178.832214,Zone 3,Patricia Banks,247,2025-03-01,Online,84,93,Available,99,62,13,0.94,Benefit pattern present understand trade law inside claim religious skill someone.,Public say case.,North Amandabury,Neutral
ca9f0fb2-d449-4926-ba99-a17076bf4bc7,Mumbai,Richard Locks,India,West,Apartment,5,3,2430,8421320,3465.5637860082306,5,10,8,South,Unfurnished,Yes,Garden,8057,296960,1.3170422726340503,INR,-81.0460835,6.698061,Zone 3,Thomas Randall,75203,2024-05-21,Online,79,11,Pending,65,57,23,0.49,Pay couple main democratic low ten defense building memory suddenly.,Identify attack model onto left.,New Adamfurt,Neutral
0226730c-9cc4-4f92-964b-81e8c98f0718,Hyderabad,Rivera Isle,India,North,Independent House,5,4,3513,11862997,3376.884998576715,4,4,15,West,Unfurnished,No,Gym,6869,206362,1.4231420180331602,INR,-55.6740435,136.346872,Zone 1,Charles Keller,9918,2024-02-22,Offline,52,38,Sold,229,88,2,0.34,Former think perhaps down kid work really white read significant there glass defense.,Produce base bad rate affect sea.,Chandlerbury,Negative
a293a2ea-4d8f-4411-a91d-412c34c32779,Chennai,Alan Creek,India,East,Independent House,3,3,3656,12803786,3502.129649890591,8,10,7,North,Furnished,Yes,Pool,8721,196041,0.8272678363739583,INR,-35.365262,117.435117,Zone 1,Larry Jones,91210,2023-11-25,Online,56,4,Sold,152,29,45,0.64,Financial difficult east figure alone born western on big guess record according policy.,Short enter raise both middle or.,North Jacquelineshire,Neutral
083c9da7-7e3d-41af-8402-724a3de0f8bf,Delhi,Sheryl Brook,India,South,Villa,1,1,2298,17523334,7625.4717145343775,7,6,7,West,Furnished,Yes,Gym,1704,269653,1.4392575208131126,INR,41.071172,86.564139,Zone 3,Miranda Walters,70554,2024-06-24,Offline,81,49,Sold,453,19,5,0.84,Middle say author certainly family writer base name.,Medical gas when represent.,Lake Jason,Negative
178d1d2f-4ce4-4fd9-8b73-140360a8f86c,Hyderabad,Melissa Route,India,North,Apartment,2,4,1888,8711230,4613.998940677966,1,9,3,South,Semi-Furnished,Yes,Pool,5573,133670,2.2824645696890142,INR,-9.169316,-125.093803,Zone 1,Tara Peters,84209,2025-09-25,Online,92,2,Pending,489,100,47,0.38,Blue amount soldier simple everyone administration practice article happy method ask whose wife.,Reach meeting summer.,East Taylortown,Positive
9999c2d4-55ab-4191-a7ef-86b6624679c2,Bangalore,Justin Fields,India,North,Independent House,2,4,2753,6417419,2331.0639302579007,4,3,12,North,Unfurnished,Yes,None,8927,395443,1.1912483383501384,INR,44.3720115,76.884032,Zone 2,Kayla Paul,67834,2024-09-01,Offline,60,108,Sold,182,94,19,0.72,Different similar fish fill night positive strategy note.,Step light determine fall defense.,East Ricky,Negative
c8e7f3b2-9701-4eef-b067-5d904db87b08,Hyderabad,Keith Cliff,India,North,Apartment,4,4,2373,17759097,7483.816687737041,8,6,1,East,Semi-Furnished,Yes,Gym,2957,177714,2.0664651270828562,INR,56.014686,-43.035398,Zone 3,Jennifer Schultz,60205,2025-06-22,Online,92,56,Pending,137,83,16,0.88,In something herself us hospital front certain home husband true.,None cover partner certain behind itself.,East Gavin,Neutral
a6a74eda-5ae9-47c1-88f8-732af2858b25,Delhi,Brooks Bridge,India,East,Villa,5,4,2259,19457536,8613.340416113324,5,1,17,South,Unfurnished,No,Gym,9199,227030,1.096433838449592,INR,31.567519,53.135878,Zone 1,Amanda Scott,83412,2025-03-28,Offline,78,10,Pending,429,32,27,0.12,Enough would manage source car heavy record.,White executive rather.,East Derek,Negative
81555007-bfbe-4b10-b517-cf1c29787952,Mumbai,Carlson Alley,India,North,Villa,3,4,1757,11018830,6271.388730791121,1,8,0,South,Semi-Furnished,Yes,Garden,2448,446892,2.2610913688894434,INR,-24.8054965,126.203390,Zone 3,Deanna Lynch,10706,2024-06-19,Online,100,74,Available,287,100,21,0.82,There teach investment on green city fine do leave.,Rather fish future main item report.,Brandonville,Neutral
de06ffb7-f7b3-4822-8c6d-214610e9a6e7,Hyderabad,Monica Land,India,West,Apartment,1,4,2812,15654604,5567.071123755334,4,1,12,South,Furnished,Yes,None,6636,461215,1.4941698439519413,INR,73.5744195,97.232443,Zone 1,Sue Johnson,4919,2025-10-13,Offline,85,60,Pending,120,57,19,0.13,Poor mother friend teach suggest benefit maybe investment garden note activity site.,Ever control avoid young up.,North Angelafort,Negative
bb0075f7-7d23-463c-8952-3ea74e969971,Delhi,Corey Plain,India,East,Apartment,2,2,2880,6386383,2217.494097222222,1,3,19,East,Semi-Furnished,Yes,Gym,6919,422832,2.141208859776531,INR,-63.9748025,-153.124494,Zone 3,Kayla Brown,38535,2025-07-14,Offline,93,67,Sold,298,76,6,0.16,Though common ahead recently prevent fill successful.,Happen firm pretty finally though want.,Cannonfurt,Positive
604e83c1-9fd4-4f69-a0bb-507b968a85a5,Hyderabad,Cody Knoll,India,South,Independent House,1,1,1547,14309617,9249.914027149322,5,10,14,South,Furnished,Yes,Pool,7778,238768,1.039556130603095,INR,20.2751025,-82.493742,Zone 2,David Miller,29192,2023-11-22,Offline,51,33,Pending,335,17,34,0.5,Tend put material surface girl each decide door.,Impact into seven theory network eye.,East Caitlin,Neutral
0708b13a-70bc-4de6-a0b5-1f1553d45af2,Delhi,Ramirez Plain,India,North,Villa,3,2,2381,3622667,1521.489710205796,3,6,10,North,Unfurnished,No,None,5824,313561,1.0805118775508247,INR,-50.6125945,-72.313417,Zone 2,Taylor Evans,20592,2024-07-15,Online,95,109,Available,283,14,17,0.42,See present the fight instead major best improve.,Over guy play really staff new.,North Amberberg,Negative
827f143f-df72-4049-b625-933e10786f1e,Mumbai,Aaron Brooks,India,East,Villa,1,3,558,10054063,18018.034050179212,6,1,1,East,Unfurnished,Yes,Garden,1882,186758,2.230373417128765,INR,20.063881,99.898946,Zone 2,Shawn Allen,49600,2025-09-26,Online,66,67,Sold,481,22,26,0.14,Else audience performance technology bad Democrat surface television respond system throughout best turn.,Yourself may job.,South Ryanland,Positive
2238474d-8b06-44d1-ba34-36386a220e57,Delhi,Danny Dale,India,North,Apartment,2,2,1787,14640082,8192.547285954113,9,9,20,East,Unfurnished,No,Garden,3296,242370,1.9423111997896187,INR,85.099311,-142.530735,Zone 2,Jillian Goodman,68081,2024-04-01,Online,91,81,Available,293,34,20,0.79,Media concern war dog contain leg third son Congress.,Wife phone dog special which.,South Tylerside,Neutral
94f1ef2e-17f9-4cfa-b0e7-5da49546d66b,Hyderabad,Angela Forges,India,North,Apartment,2,4,2091,16519474,7900.274509803921,1,7,16,East,Unfurnished,Yes,None,8063,441832,1.7912608180516827,INR,-75.4738705,-165.659994,Zone 3,Cathy Thomas,45070,2025-08-27,Online,73,24,Sold,363,24,2,0.16,Two air five next himself painting.,Cut draw development machine enough real.,Robinfort,Neutral
89ef3c69-2abe-42c9-a183-a9d131631629,Hyderabad,Hardin Springs,India,South,Independent House,3,3,2078,12723294,6122.855630413859,3,2,19,East,Unfurnished,No,Gym,9670,365554,2.04664400232948,INR,-13.4497865,78.967966,Zone 2,Kerri Jennings,96290,2024-12-04,Offline,97,99,Sold,257,72,18,0.44,Us concern real prove similar mention forward.,Couple happy share.,Lake Tammy,Neutral
ae934072-f69a-45bc-81e5-7960e2f837f7,Hyderabad,Michelle Highway,India,North,Villa,5,4,1936,17274133,8922.589359504133,10,8,16,South,Semi-Furnished,Yes,Gym,5083,291973,1.4184086474184474,INR,89.5331505,-37.178944,Zone 2,Dr. April Mack,14905,2024-06-19,Online,71,71,Sold,259,21,15,0.92,Figure several on car decade take radio guy.,Dream any within source city local.,East William,Neutral
27d00e90-61be-483b-b269-50d6b6060a1a,Chennai,Ferguson Burg,India,West,Villa,5,2,2785,4992786,1792.7418312387792,7,10,4,North,Semi-Furnished,Yes,None,6849,495307,0.908431135165773,INR,-29.196153,-66.091589,Zone 3,Joshua Young,37479,2024-08-05,Online,93,104,Sold,294,95,19,0.64,Center sometimes kid reduce experience way discuss.,Live goal still carry.,Lake Jeffery,Positive
d6d762fa-3af5-49cd-a001-4ad876070ee8,Hyderabad,Clinton Row,India,South,Villa,5,4,972,10683629,10991.387860082305,1,1,13,North,Unfurnished,Yes,Garden,6750,485148,0.9078527942126464,INR,62.885581,175.120465,Zone 2,Christopher Snow,68351,2024-08-21,Online,85,96,Available,450,49,39,0.31,Site sense again lead begin oil.,Walk similar animal manager human above.,West Anna,Positive
11836126-c7e0-483b-bd57-49d4c8a43f49,Delhi,Jaime Lane,India,West,Independent House,4,4,2754,3516973,1277.0417574437183,4,1,9,East,Furnished,No,Pool,9796,195017,1.928902208551704,INR,37.098613,68.739187,Zone 2,David Russo,91864,2025-11-14,Offline,82,83,Sold,292,40,24,0.41,Know agent from care assume majority.,They win mean.,Keithland,Negative
16e3caaf-df9f-444d-84b8-bf394087ae74,Hyderabad,Sharon Roads,India,South,Apartment,1,3,2325,14383223,6186.332473118279,10,5,20,West,Semi-Furnished,Yes,None,4984,138562,1.8770991888019266,INR,-21.1143145,147.901860,Zone 3,Shawn Woods,88407,2025-05-31,Online,75,22,Sold,450,23,18,0.83,Wind group scientist read blood police former off report.,Source able section concern when.,Charlesburgh,Negative
121c061e-12f3-4afc-b9a9-04f8657df5e9,Hyderabad,Jill Mews,India,South,Apartment,4,1,3889,12592537,3237.9884289020315,5,7,0,East,Unfurnished,Yes,Pool,2527,212364,2.18274037221425,INR,81.5266635,-98.519687,Zone 1,Thomas Miller,2653,2025-11-13,Offline,81,94,Sold,90,99,29,0.28,Level artist network face customer senior beautiful skill late prepare win beautiful.,Talk onto force change.,South Ashleyfurt,Neutral
52de4ce0-395c-472a-a45d-38b97221bca8,Delhi,Erin Square,India,North,Independent House,4,4,965,12463705,12915.756476683939,9,3,10,North,Semi-Furnished,Yes,Gym,1273,345323,1.9932370753057047,INR,-44.9450925,-76.790452,Zone 3,Sara Preston,89249,2025-07-01,Offline,83,37,Pending,157,83,42,0.2,Pattern minute second play population sea treat environmental nature.,Ahead course plant small now.,Tommyshire,Neutral
cc885242-c2f4-48d7-b408-17b772e601e3,Delhi,Waters Alley,India,North,Villa,1,4,3996,3064084,766.7877877877878,7,8,18,West,Unfurnished,Yes,Garden,5170,295190,0.9772194896618134,INR,-29.925835,-158.343900,Zone 2,Jacqueline Watts,73163,2023-11-25,Offline,90,93,Available,114,91,16,0.79,Mouth least evidence hotel professional similar never along.,Rate visit human.,Christinaton,Positive
