Property_ID,City,Locality,Country,Region,Property_Type,BHK,Bathroom_Count,Area_sqft,Price,Price_per_sqft,Floor_Number,Total_Floors,Age_Years,Facing,Furnishing,Parking,Amenities,Maintenance_Fees,Registration_Cost,Tax_Percent,Currency,Latitude,Longitude,Zone,Agent_Name,Agent_ID,Listing_Date,Listing_Channel,Lead_Score,Days_On_Market,Status,Views_Count,Inquiries_Count,Site_Visits_Count,Conversion_Probability,Description,Highlights,Nearby_Landmarks
f2a03459-9060-4f62-9d48-a071ab61a7b1,Ahmedabad,Steven Glens,India,South Asia,Row House,2,4,4644,6793565,1462,22,14,2,North,Fully Furnished,No,"Parking, Play Area, CCTV, Gym, Security, Lift",3586,276398,12,INR,9.024544,-89.91889,South,Gopal Verma,2876,2025-06-05,WhatsApp,14,64,Hold,4727,172,71,0.73,Who blue agent find quality when however resource away.,Drug recent feeling range south someone not American.,Stanley Cliff
033d2bce-575a-4d2c-a5c5-650c8186a576,Jakarta,Short Coves,Indonesia,South East Asia,Independent House,2,2,3759,25449497,6770,26,30,19,North,Fully Furnished,Yes,"CCTV, Parking, Gym, Lift, Security, Play Area",4217,152800,5,IDR,26.373051,14.448221,North,Vikram Rao,8532,2025-04-15,Website,53,238,Sold,3230,293,8,0.57,Computer miss practice pattern try simple let stay or focus early various everything.,During let particular her agreement surface consider.,Michael Green
989d9d4a-e15c-4666-8797-b2c957207246,Singapore,Peters Path,Singapore,South East Asia,Independent House,4,5,2474,850510,343,26,21,6,North,Semi Furnished,Yes,"Pool, Lift, Gym, Clubhouse, Play Area",5051,22368,5,SGD,-38.713681,-134.036892,East,Meera Singh,4954,2025-04-24,Broker,70,191,Hold,593,325,34,0.93,New drive live Republican large admit family identify during professional hard network gas you.,Former reflect even edge building court build.,James Streets
96ef2ad6-b97e-4703-86c8-adfe7bf47042,Jaipur,Hooper Village,India,South Asia,Row House,1,2,6008,14863221,2473,24,17,30,West,Fully Furnished,No,"Parking, CCTV, Gym",4262,297986,12,INR,-37.8919585,-20.953892,Central,Lina Joseph,4727,2024-08-04,Website,86,187,Hold,1460,349,51,0.63,Add move ever window network recently call than make their off.,Long future whole education technology box assume.,Jones Roads
2631d00b-26d7-44d3-8db9-5301afbb411a,Noida,Miller Gateway,India,South Asia,Independent House,3,2,756,10605003,14027,10,9,27,West,Fully Furnished,Yes,"Power Backup, Pool, Parking, Gym, Clubhouse",5150,181381,12,INR,-58.203401,119.613177,East,Ahmed Farooq,7818,2025-01-31,Referral,97,230,Sold,4086,152,28,0.88,Difficult mission late kind team wrong figure perform participant science way debate decision produce church community.,Choose impact ready like.,Jesse Squares
743b65a2-dc0f-4fcf-b3f6-fe0d48603b32,Abu Dhabi,Grace Greens,UAE,Middle East,Independent House,1,4,615,4810214,7821,27,19,6,West,Fully Furnished,No,"Pool, Gym",7650,262742,18,AED,77.7877305,136.640873,West,Meera Singh,4241,2024-09-20,Website,77,203,Sold,2719,374,39,0.88,Different chance enter central arrive society organization station TV keep light fight I evening music.,Ball always it focus economy before.,Yvonne Spring
0a4c9f7f-9384-4c2b-84fe-acaed248a9a7,Jaipur,Thomas Run,India,South Asia,Independent House,1,2,766,56173789,73333,3,13,18,West,Semi Furnished,Yes,"Parking, Gym, Lift, Clubhouse, Play Area",3175,79392,18,INR,28.71005,-30.665825,Central,Gopal Verma,3973,2025-11-12,Website,98,222,Available,4874,419,81,0.54,Play man before girl four prove tax form really explain war spend nearly.,Because education break significant ten stay ability.,Gutierrez Field
c1a6423b-9f64-4eed-9c9d-927d84b871bb,Trichy,Garrett Trace,India,South Asia,Villa,1,1,3986,48065862,12058,12,19,16,South,Semi Furnished,Yes,"Gym, CCTV, Security, Clubhouse, Lift, Play Area",2913,109288,12,INR,-76.1455685,-70.715502,West,Pooja Sharma,5375,2024-12-20,WhatsApp,85,250,Hold,4709,398,10,0.9,Just recognize building win participant dream citizen nearly need behavior yeah.,Left brother strategy marriage.,Hicks Groves
faf14ff0-7b85-479a-95b0-77e06a5d932b,Surabaya,Sanchez Plaza,Indonesia,South East Asia,Row House,5,4,3249,6521952,2007,6,7,15,North,Fully Furnished,No,"Security, Gym, Power Backup, Play Area, Parking, CCTV",1772,222462,5,IDR,-51.172968,25.936175,North,Kiran Nair,4122,2025-09-18,WhatsApp,36,241,Available,3537,264,31,0.71,Second carry attorney significant take future skin environment able rise study oil process tend land.,Generation necessary myself lay focus country recently.,Hall Trail
bea4ff31-5174-40f8-8b2c-782a69288e92,Surabaya,Thornton Valleys,Indonesia,South East Asia,Independent House,1,5,2969,6867990,2313,15,16,8,North,Unfurnished,Yes,"Security, Gym, Pool, CCTV",2507,214548,18,IDR,12.335957,27.27445,Central,Ahmed Farooq,3492,2024-11-11,Website,67,260,Hold,4735,142,54,0.05,Call whole forward beyond suddenly between treat.,Reveal improve pressure.,Charles Tunnel
9f8ded97-56ab-42f1-83d8-8870f81dbaa1,Nagpur,Santos Walk,India,South Asia,Villa,1,1,3140,50073622,15947,5,6,4,South,Unfurnished,No,"Lift, Pool, Security, Power Backup, Parking, CCTV",6514,197072,5,INR,-1.8013475,106.486298,Central,Rahul Mehta,7226,2025-10-12,WhatsApp,40,21,Available,3857,23,43,0.4,Responsibility service their along attention piece TV young section its better plant their kitchen really tough.,Food argue grow.,Thomas Pines
cae28e66-ae8a-4813-90e0-a95b697c3923,Dubai,George Common,UAE,Middle East,Independent House,5,1,2713,3371659,1242,18,12,1,West,Unfurnished,No,"Power Backup, Play Area",3853,95642,12,AED,73.609205,25.376907,Central,Rachel Tan,4945,2024-11-12,WhatsApp,11,161,Available,1276,237,20,0.79,Central leave effect effort act source top quality citizen kid generation onto police interesting economic suddenly.,Yourself table blood high grow.,Haney Hill
a881bfd3-d47d-477b-ba5a-91ca059dd55d,Singapore,Hill Port,Singapore,South East Asia,Studio,4,5,1168,2307602,1975,10,11,30,West,Fully Furnished,Yes,"Gym, Power Backup, Play Area, Pool, Parking, Security",3859,35395,12,SGD,-76.834786,145.562007,West,Rachel Tan,9138,2025-07-15,Referral,3,260,Hold,2097,144,100,0.54,Simply discover soon despite couple economy sense should race carry best.,Position final kid often run bed far section.,James Turnpike
5da8d6d2-f8b3-4a8b-a05f-b8bc8a16a06c,Penang,Rivas Glens,Malaysia,South East Asia,Row House,5,1,623,438887,704,30,7,22,North,Fully Furnished,Yes,"Pool, Power Backup, CCTV, Security, Clubhouse",745,171252,5,MYR,39.3450415,-21.547142,South,Rachel Tan,6549,2025-06-24,Referral,77,61,Sold,2779,315,64,0.63,While cell whom team right woman whose source hand so add Mr lawyer pull.,Once state wait board doctor.,Christine Points
38ab854c-9c2e-48de-aa4e-361753f8382b,Surabaya,Cynthia Mountain,Indonesia,South East Asia,Apartment,1,1,4522,3266379,722,14,12,13,West,Unfurnished,Yes,"Lift, Pool, Power Backup, Clubhouse, Security",7555,95366,12,IDR,-8.881444,168.557775,East,Rachel Tan,7689,2024-02-08,WhatsApp,18,125,Sold,2879,213,61,0.68,Watch fight manage best thought career law.,Industry score choice increase between majority impact.,Johnson Land
f3579560-71d7-4665-b181-8dcf379efc6e,Jakarta,Melissa Courts,Indonesia,South East Asia,Villa,5,2,5398,24418162,4523,1,28,27,South,Semi Furnished,Yes,"Play Area, Parking, CCTV, Security, Power Backup",1249,22612,12,IDR,8.6057265,112.30788,West,Rahul Mehta,6876,2023-12-29,Referral,56,282,Available,1395,338,47,0.51,Couple business summer lawyer production politics others again skill during call.,Day stop never only spend do similar.,Joshua Drive
402adf9c-8a4b-4f7c-a147-2a15fcce96f6,Sharjah,Daniel Way,UAE,Middle East,Apartment,5,5,2268,857404,378,3,9,17,East,Semi Furnished,Yes,"CCTV, Parking, Gym",748,61868,18,AED,-83.079693,-109.23868,West,Arun Kumar,1243,2024-08-02,Website,1,92,Sold,2352,201,30,0.85,Open administration enter camera inside box as large gun order.,Mean war analysis situation term miss leader.,Bruce Neck
afa415e5-6d20-4496-a6d0-6371d8e88ebb,Surabaya,Tracy Mills,Indonesia,South East Asia,Row House,4,5,892,17658411,19796,5,18,6,South,Semi Furnished,No,"Gym, Lift, Pool, CCTV",3088,239477,5,IDR,-70.2724875,-136.625941,East,Rahul Mehta,6277,2025-02-01,Referral,38,132,Available,1009,106,5,0.46,Call person one Republican herself our far measure.,Between reduce table prepare shoulder result.,Russell Forks
74188109-d3d1-4f0f-96c4-38e469efafb1,Penang,Perry Court,Malaysia,South East Asia,Independent House,5,4,2868,335356,116,9,12,29,South,Unfurnished,No,"Power Backup, Security, CCTV, Play Area, Parking, Pool",1153,152002,12,MYR,-6.100941,49.117182,East,Rachel Tan,6120,2025-03-15,Broker,61,10,Available,4153,336,25,0.28,Well rather listen before be it season head candidate art what no.,Improve them wait institution.,Tanya Rapid
93f277cc-1a85-410d-9a05-7c114ffca6b1,Phuket,Eric Orchard,Thailand,South East Asia,Independent House,4,5,6037,39883963,6606,1,24,16,North,Fully Furnished,No,"CCTV, Clubhouse, Gym",4156,46985,12,THB,-29.804728,-121.900698,South,Kiran Nair,6736,2025-07-24,WhatsApp,85,45,Available,4682,31,26,0.32,Boy everything difficult investment night should perform push news participant price really.,Congress reflect finally.,Bell Falls
a847bce7-90fa-4b57-a4ac-2130deaf528d,Sharjah,Jones Streets,UAE,Middle East,Villa,2,2,5468,3355405,613,19,26,24,West,Fully Furnished,No,"Clubhouse, Security, Gym, Lift, Power Backup",6631,93422,5,AED,79.965816,-163.541095,North,Santosh Gupta,2503,2025-05-13,Broker,17,80,Sold,4651,161,18,0.95,Heavy law church find food walk other third choose senior.,Purpose evening product.,Lawson Mall
832920b7-c143-4426-b72f-871a45ee432d,Ahmedabad,Michael Creek,India,South Asia,Independent House,1,4,2156,59626275,27655,24,5,18,West,Unfurnished,Yes,"Clubhouse, Power Backup",1720,159350,5,INR,-13.9666045,138.436524,West,Vikram Rao,8972,2024-12-04,Broker,9,150,Hold,3871,497,62,0.64,Animal house out account feeling deep case eight foreign account section.,Can mouth discover next.,Jones Wall
04cc3ede-6fac-4673-8ad4-5230bdf66ba5,Surabaya,Morse Wall,Indonesia,South East Asia,Apartment,2,1,739,25362293,34319,27,22,12,East,Semi Furnished,No,"Lift, Play Area",3640,101056,18,IDR,-5.963428,129.108346,Central,Rachel Tan,8033,2025-01-07,Website,21,282,Hold,4570,147,89,0.45,Face if whom commercial way least ready gun join black job hundred bad.,Second develop single baby plan.,Rebecca Keys
d1a69d87-f54e-4019-ba35-844e59e1ac09,Johor Bahru,Joel Drive,Malaysia,South East Asia,Row House,4,3,748,906887,1212,26,27,27,East,Semi Furnished,No,"Pool, CCTV, Security",7414,21686,5,MYR,-21.2890535,-74.090508,North,Rahul Mehta,3842,2025-01-28,Broker,37,102,Sold,1364,496,30,0.12,Concern significant management senior service large under north.,Follow wife firm key light place someone option.,Romero Inlet
0e9058b6-09a0-40f6-b3b0-a0917634c169,Singapore,Decker Club,Singapore,South East Asia,Apartment,1,3,3547,1723671,485,4,13,25,South,Unfurnished,No,"Security, Clubhouse, Gym, CCTV, Power Backup",3594,131737,12,SGD,83.051337,-131.522433,Central,Rachel Tan,9307,2024-08-22,Broker,19,58,Hold,1478,17,12,0.71,Never social time last special prepare focus little character artist billion tonight gas research mean common.,Remain yard model particular hair.,Hughes Trail
0d67d38e-990f-4c5b-adcc-3daf569f3ab3,Chiang Mai,Jones Court,Thailand,South East Asia,Studio,4,4,3607,17078426,4734,9,6,19,West,Fully Furnished,Yes,"Gym, Power Backup, Parking",4927,138935,12,THB,59.7771095,27.535077,South,Arun Kumar,5655,2024-05-17,Broker,55,188,Available,1382,363,0,0.83,Their four old center glass whose recognize hot organization visit finally heavy social spend prove stock.,Behavior provide meet adult final week game.,Lee Dam
d82c7565-4bb9-47ec-93c1-175427aa7cbc,Singapore,William Plains,Singapore,South East Asia,Villa,1,5,1304,575835,441,27,17,5,West,Semi Furnished,No,"Security, Clubhouse, Gym, Parking",5950,241327,18,SGD,51.339759,-159.734472,West,Vikram Rao,6517,2025-08-16,Broker,97,88,Available,1008,236,10,0.8,Capital heavy class story side speak close join improve put down know expect security large move.,Whole six tough create question.,Murray Haven
87079ad4-80be-4e35-a1c2-645ac7332304,Surabaya,Burch Viaduct,Indonesia,South East Asia,Apartment,5,1,6001,20547962,3424,12,11,21,East,Fully Furnished,Yes,"Power Backup, Play Area, Clubhouse, Gym, Pool",7131,75627,5,IDR,-36.3940485,144.626217,North,Arun Kumar,3267,2025-08-14,Referral,85,151,Sold,4924,8,97,0.67,Political them never bill suffer surface expect.,Evening town challenge join.,Lisa Keys
0da23e5c-6a36-4f18-86d3-db93ee33688d,Singapore,Shaw Freeway,Singapore,South East Asia,Studio,1,3,5491,1623557,295,21,28,28,South,Semi Furnished,No,"Parking, Clubhouse, Pool, Power Backup, Play Area, CCTV",3803,135660,18,SGD,13.660677,-136.188415,East,Rachel Tan,7142,2024-04-27,WhatsApp,73,47,Hold,1531,250,2,0.16,Us stuff practice social case expert stop receive catch relationship large accept.,Affect democratic change vote.,Rodriguez Heights
0c394ec7-1f31-4405-8d18-3eba3cd5fd7f,Singapore,Robert Underpass,Singapore,South East Asia,Villa,5,3,5300,3277414,618,25,18,26,South,Unfurnished,Yes,"Pool, Gym",6491,130264,12,SGD,77.1844385,65.411006,Central,Ahmed Farooq,2029,2024-02-04,WhatsApp,20,9,Sold,499,461,80,0.49,Others administration middle drop century investment pass drive indicate professor beat window attack moment.,Skill medical after them analysis hit health.,Michael Cliff
a837fe68-bba2-45ca-bdba-6da85844f9fc,Bali,Kelsey Street,Indonesia,South East Asia,Row House,4,3,6337,17479325,2758,3,18,28,South,Unfurnished,No,"Pool, Gym, Parking",2701,34471,12,IDR,-0.740216,-108.376269,South,Kiran Nair,1726,2024-07-29,WhatsApp,33,181,Available,1911,187,38,0.86,Spend compare single let receive place specific as simply leader fall analysis.,Though firm financial huge spring.,King Terrace
5b62a8df-493e-404d-b0ec-2796a59b457f,Penang,Michelle Isle,Malaysia,South East Asia,Studio,4,2,383,840935,2195,30,29,21,West,Fully Furnished,No,"Security, Clubhouse, Lift, Power Backup, Play Area, CCTV",6262,296145,12,MYR,-16.6589745,-113.172991,North,Meera Singh,7029,2024-09-29,Broker,73,174,Hold,3645,222,21,0.63,Sea thus hit wind many marriage under mind song risk bad own state.,Family bill foreign fast knowledge response coach.,Bell Canyon
5a4153b3-e95f-476c-9eba-c186ba108217,Abu Dhabi,Hill Turnpike,UAE,Middle East,Independent House,5,5,5876,3123797,531,9,19,25,North,Fully Furnished,Yes,"Security, Clubhouse, Play Area",5920,67644,18,AED,-74.603061,-139.712581,West,Ahmed Farooq,7655,2024-08-06,Broker,99,116,Sold,1340,283,81,0.55,Well central parent sit alone attack sing hand him.,Allow check last he know baby case.,Sanders Run
1d0af7f7-f5e4-4471-bfe6-8c9c4758367b,Jakarta,Jill Parks,Indonesia,South East Asia,Independent House,4,1,4712,11067144,2348,29,6,4,East,Unfurnished,No,"Clubhouse, Parking, Lift",7701,224443,18,IDR,48.981188,27.762265,Central,Santosh Gupta,2929,2024-05-24,Website,37,191,Hold,1348,296,52,0.92,Region Democrat partner really your customer career available common require young.,Property remember nearly face feel church.,Laura Pass
3373730e-fc31-4597-9f11-9c0f3967e60a,Surabaya,Joel Park,Indonesia,South East Asia,Row House,2,3,4752,5566676,1171,5,9,0,East,Unfurnished,Yes,"Play Area, Lift, Clubhouse, Security, Gym",2516,57852,5,IDR,-82.944435,13.754846,West,Kiran Nair,7044,2024-10-21,WhatsApp,84,282,Available,2751,491,67,0.16,Candidate this assume huge response long improve important offer by first avoid letter military campaign.,Policy consider whom item treat area buy.,Kevin Estates
39b86bb2-b596-4a7c-af4a-fa885299e505,Sharjah,Meza Path,UAE,Middle East,Row House,4,1,2761,1339427,485,10,27,24,West,Fully Furnished,Yes,"Security, CCTV, Gym, Power Backup",6391,230903,12,AED,-13.751363,-137.662411,East,Arun Kumar,5105,2024-04-06,Website,43,241,Sold,1670,478,47,0.38,Ever person pass behavior political option oil commercial person top front under American tell ball.,Enough decision occur peace air threat nation.,Webb Valley
4c24a053-67f5-4e02-af5b-8f47ceae71cf,Kochi,Jones Circle,India,South Asia,Independent House,2,3,5766,11678010,2025,18,22,1,East,Fully Furnished,Yes,"Pool, Play Area, Clubhouse, Gym, Parking",4502,261072,12,INR,-47.5656025,56.011405,North,Lina Joseph,7809,2024-11-02,WhatsApp,42,61,Available,3414,293,1,0.71,Future century technology floor write generation human set middle blood.,Letter environment easy best face.,Lin Manor
e6fdd7af-dd84-4acc-b672-94643f8ea40a,Dubai,Lisa Ports,UAE,Middle East,Villa,4,2,1188,3611802,3040,7,8,6,North,Semi Furnished,Yes,"Power Backup, Gym",3846,226665,12,AED,-6.056228,-78.083594,South,Gopal Verma,3610,2024-11-13,WhatsApp,97,223,Hold,4572,187,28,0.16,Level these market bed hotel lead drive on any example our successful pull experience account.,Issue think road shake.,Williams Center
5cce5ba9-31d4-4e09-8fd3-3afc91fdfa4f,Johor Bahru,Jones Parkways,Malaysia,South East Asia,Row House,2,5,4692,332736,70,18,28,7,East,Semi Furnished,No,"CCTV, Clubhouse",6867,227412,12,MYR,30.891082,115.202279,West,Gopal Verma,5582,2025-07-10,Referral,98,96,Hold,1483,199,94,0.6,Quite budget window hour some fund voice sense current meeting matter and case four listen lead.,Throw cause use five hotel pattern successful order.,Erickson Hills
5e4cb287-0442-41db-90d4-ea6779928faa,Phuket,Nunez Mall,Thailand,South East Asia,Row House,3,1,4435,32846006,7406,6,18,4,West,Semi Furnished,Yes,"CCTV, Clubhouse, Gym, Security, Lift, Pool",7285,127052,12,THB,66.68635,-14.816722,West,Pooja Sharma,1436,2025-01-24,Website,34,22,Available,4161,277,73,0.83,Whose situation simply officer return on color pick people subject challenge.,All way body affect finish.,Robert Ford
9c89d374-c664-45a7-8077-3e33690e7e62,Bangkok,Salas Street,Thailand,South East Asia,Villa,4,4,4509,48108015,10669,21,11,16,East,Fully Furnished,Yes,"Power Backup, Lift, Pool, Security, Gym, Clubhouse",2581,254642,5,THB,-73.2814945,-105.867532,East,Ahmed Farooq,9498,2024-04-14,Broker,60,55,Sold,3973,479,88,0.37,Your long heavy what least mouth national put test race sound enough.,Court east newspaper different win father eye.,Hannah Overpass
8f7c1d59-594b-4a3a-bad4-65a15129950d,Hyderabad,Roberts Ports,India,South Asia,Apartment,5,4,5889,38471180,6532,18,18,2,West,Unfurnished,Yes,"Lift, Play Area, CCTV",2539,216754,18,INR,55.811691,23.846761,East,Rachel Tan,7464,2025-07-05,Referral,33,105,Available,2421,415,21,0.79,Fact explain research get kind either look dark Mrs.,Receive case past only drug prove most.,Brian Loop
19bd4f93-78ef-4666-b7a4-c719548e1f6b,Bali,Adam Plaza,Indonesia,South East Asia,Independent House,5,3,6361,8749513,1375,20,26,21,East,Semi Furnished,No,"Power Backup, Play Area",3481,243990,18,IDR,-47.603015,38.456775,East,Rahul Mehta,8793,2024-10-29,Broker,62,154,Hold,4032,30,61,0.11,Sense expert experience arrive shoulder present discussion school sure also.,Individual study value already.,French Ferry
