charger_id,timestamp,voltage,current,temperature,power_kw,session_active,fault_flag,fault_type
CH_31,2024-01-01 19:15:00,397.65586376193323,40.09475808901044,46.17682821174735,15.943915660211207,1,0,Normal
CH_48,2024-01-01 19:30:00,359.5385541579931,37.68790471914189,37.57605000265201,13.550254771964479,1,0,Normal
CH_15,2024-01-01 19:45:00,438.65010369000316,31.18934439685497,51.09172611987549,13.681209153703652,1,0,Normal
CH_8,2024-01-01 20:00:00,380.8261690279392,33.52554967844598,50.63723269599474,12.76740664859844,1,0,Normal
CH_14,2024-01-01 20:15:00,380.99626819355194,29.76747055128227,47.81139819953588,11.341295193599999,1,0,Normal
CH_23,2024-01-01 20:30:00,396.23950363845415,14.939088247689348,44.84396377167308,5.919456912075491,1,0,Normal
CH_40,2024-01-01 20:45:00,424.88871463405695,32.12295807755615,50.278546287559855,13.64868236781653,1,0,Normal
CH_21,2024-01-01 21:00:00,385.21741962269925,33.833686167507295,51.33108404862387,13.033325281771372,1,0,Normal
CH_16,2024-01-01 21:15:00,351.1953694649139,22.324029451758634,48.63934189393345,7.840095771255992,1,0,Normal
CH_45,2024-01-01 21:30:00,377.82504848176166,34.99646641516762,34.5050078145581,13.222541620001047,1,0,Normal
CH_18,2024-01-01 21:45:00,410.60351047697475,30.316539932331146,38.692911089047946,12.448077721730554,1,0,Normal
CH_47,2024-01-01 22:00:00,454.74375719522965,34.027602323807976,42.8555126280631,15.473839729073566,1,0,Normal
CH_24,2024-01-01 22:15:00,368.5020008406711,30.497608115779485,33.19367281720242,11.238429611519429,1,0,Normal
CH_26,2024-01-01 22:30:00,367.5874558129793,39.505726845361096,46.79202506665224,14.521809621128801,1,0,Normal
CH_25,2024-01-01 22:45:00,362.1851124790296,33.35737292350452,56.28804165858894,12.081543864304422,1,0,Normal
CH_45,2024-01-01 23:00:00,359.0818752175165,38.01449875203204,55.01352293407674,13.650317497333605,1,0,Normal
CH_41,2024-01-01 23:15:00,430.14228650203574,38.50835685304967,50.917009152039,16.56407266620712,1,0,Normal
CH_29,2024-01-01 23:30:00,437.3672143841095,25.282665643469535,50.821695470972436,11.0578090446891,1,0,Normal
CH_15,2024-01-01 23:45:00,404.44389733951004,27.565898779873113,62.72236424770705,11.148859536198326,1,0,Normal
CH_45,2024-01-02 00:00:00,388.30718069647855,34.709664096357535,51.7509106574269,13.47801180817838,1,0,Normal
CH_1,2024-01-02 00:15:00,444.77859467156566,29.806776297450966,52.405085494306775,13.257416073269974,1,0,Normal
CH_25,2024-01-02 00:30:00,404.3477010414126,30.568359384462227,33.488682445310765,12.360245841714992,1,0,Normal
CH_7,2024-01-02 00:45:00,427.23591773401085,39.71938893302366,55.66255035485014,16.969549582634478,1,0,Normal
CH_9,2024-01-02 01:00:00,387.08877645695463,30.137801730847578,48.1879788024445,11.666004797096079,1,0,Normal
CH_24,2024-01-02 01:15:00,401.10609635559433,26.186423910508505,44.36172523653858,10.503534272256864,1,0,Normal
CH_1,2024-01-02 01:30:00,369.06645886382387,26.99719999018643,42.37889500745409,9.963760999616566,1,0,Normal
CH_44,2024-01-02 01:45:00,415.7312242973396,45.09413900715621,40.61123650664604,18.74704161807947,1,1,Overcurrent
CH_8,2024-01-02 02:00:00,404.7734437693329,30.930683117688577,55.054215026887164,12.519919123684772,1,0,Normal
CH_24,2024-01-02 02:15:00,377.6359191896554,23.81451346869254,44.77312856594101,8.993215683804136,1,0,Normal
CH_11,2024-01-02 02:30:00,377.9723212618385,21.383248428100433,40.90657152903802,8.08227604448768,1,0,Normal
CH_17,2024-01-02 02:45:00,440.3989625834686,28.252180143955318,38.827625562159085,12.442230826119191,0,0,Normal
CH_8,2024-01-02 03:00:00,449.29171876154544,30.8208672834357,46.36479035570285,13.847560435496309,1,0,Normal
CH_35,2024-01-02 03:15:00,394.67161658331696,37.69504223856603,42.12312236625774,14.87716325747127,1,0,Normal
CH_35,2024-01-02 03:30:00,401.69383931905406,37.1140709987706,40.297955580002764,14.908493672256121,1,0,Normal
CH_33,2024-01-02 03:45:00,410.0028618662054,31.961921473562988,33.94275224579624,13.10447927490375,1,0,Normal
CH_5,2024-01-02 04:00:00,403.70079395399216,29.274988483042467,52.67485887603598,11.81833609359822,1,0,Normal
CH_42,2024-01-02 04:15:00,358.14255698653426,34.03761112053014,43.89581379640187,12.190317080419955,1,0,Normal
CH_39,2024-01-02 04:30:00,410.69676692975963,21.507523543181673,36.318090743807836,8.833070383850401,1,0,Normal
CH_41,2024-01-02 04:45:00,347.80277413498476,43.886485363575304,42.830110869336934,15.263841356485896,0,0,Normal
CH_28,2024-01-02 05:00:00,381.6828952185595,35.924633575139666,49.39305644772494,13.711818152625177,1,0,Normal
CH_7,2024-01-02 05:15:00,412.63567866562045,37.201941318369634,45.230726972826496,15.35084830358404,1,0,Normal
CH_9,2024-01-02 05:30:00,414.99985519812094,25.555079708740337,46.52794998216488,10.605354378703678,1,0,Normal
CH_8,2024-01-02 05:45:00,379.7481728947628,39.69589184777958,45.34038606392247,15.074442400622404,1,0,Normal
CH_12,2024-01-02 06:00:00,388.53907649532704,29.23989703384223,34.78515378847135,11.360842590347513,1,0,Normal
CH_34,2024-01-02 06:15:00,385.15408727503865,26.28465126308862,52.588068346108244,10.123640866577588,1,0,Normal
CH_33,2024-01-02 06:30:00,397.42889592159827,31.764965776362683,31.33403071694454,12.624315277487176,0,0,Normal
CH_48,2024-01-02 06:45:00,399.3301413341084,31.624669484069756,48.692292596891534,12.628683734718042,1,0,Normal
CH_23,2024-01-02 07:00:00,416.71170323822776,25.52877756492802,49.92456737196356,10.638140380671011,1,0,Normal
CH_24,2024-01-02 07:15:00,387.0775784277554,26.630375878751806,43.24125036976654,10.308021407768157,0,0,Normal
CH_37,2024-01-02 07:30:00,409.3349047978389,26.1606093480317,47.82738019044446,10.708450536930009,1,0,Normal
CH_35,2024-01-02 07:45:00,412.6753941121798,26.217709592859052,42.78291624607824,10.819403638951785,1,0,Normal
CH_44,2024-01-02 08:00:00,404.95723443429665,29.671412557402398,47.92396162472892,12.015653171004736,1,0,Normal
CH_40,2024-01-02 08:15:00,393.5098544387631,23.66608918296525,52.94338034815124,9.312839309523442,1,0,Normal
CH_22,2024-01-02 08:30:00,404.516136606886,27.851753015516387,38.66298858891731,11.266483527565875,1,0,Normal
CH_27,2024-01-02 08:45:00,418.7935068348394,38.27080729030561,50.39171887161842,16.027565594507422,1,0,Normal
CH_35,2024-01-02 09:00:00,420.9796216929078,36.9398567126251,58.539184019104894,15.550926904271137,1,0,Normal
CH_1,2024-01-02 09:15:00,445.3843171206727,25.70072455464347,47.116522100274885,11.446699655276387,1,0,Normal
CH_35,2024-01-02 09:30:00,375.24934409234345,37.7492295037654,40.97516620462871,14.165373611279305,1,0,Normal
CH_37,2024-01-02 09:45:00,388.99981522511496,20.201364385183705,63.105862712684285,7.85832701313168,1,0,Normal
CH_47,2024-01-02 10:00:00,359.66328349328995,46.574865932072925,45.70964991235806,16.751269209389115,0,1,Overcurrent
CH_14,2024-01-02 10:15:00,423.2752366081964,39.801879152813555,46.85223923042302,16.847149815857996,1,0,Normal
CH_3,2024-01-02 10:30:00,391.6373123410813,28.64160852715936,47.018993676268856,11.21712258470209,1,0,Normal
CH_1,2024-01-02 10:45:00,405.1547745507332,34.29455937041066,48.58290662079425,13.894604470035466,1,0,Normal
CH_5,2024-01-02 11:00:00,384.891535763834,23.594484031345225,42.28900043640812,9.08131719437972,1,0,Normal
CH_26,2024-01-02 11:15:00,391.8324001255544,32.36265673955488,46.51992688563337,12.680737464699238,1,0,Normal
CH_14,2024-01-02 11:30:00,430.57975263566647,30.8980218049852,52.61746994749416,13.304062585721955,1,0,Normal
CH_39,2024-01-02 11:45:00,417.3558352621496,26.991419663645626,42.012791830121955,11.265026498632029,1,0,Normal
CH_27,2024-01-02 12:00:00,397.21194855852633,29.188655082044846,41.64004818298643,11.594082560941766,1,0,Normal
CH_9,2024-01-02 12:15:00,419.19534798690995,28.598075145143437,42.663324196250784,11.988180062224203,1,0,Normal
CH_15,2024-01-02 12:30:00,419.74750200094684,25.209579684094187,36.21781745612654,10.581658098892355,1,0,Normal
CH_15,2024-01-02 12:45:00,390.2143620828316,26.85111652462002,39.537284305187455,10.47769130586638,1,0,Normal
CH_26,2024-01-02 13:00:00,363.2730109840948,23.348933444001723,39.21136061087924,8.482037355469735,1,0,Normal
CH_42,2024-01-02 13:15:00,377.52095932494905,37.143984593363705,44.995819810655775,14.022632696837793,1,0,Normal
CH_13,2024-01-02 13:30:00,366.48678491543706,26.407323521262384,51.68916524564614,9.677935095529248,1,0,Normal
CH_32,2024-01-02 13:45:00,429.1108661498227,24.667874770579076,56.62971277503578,10.585253108878545,0,0,Normal
CH_39,2024-01-02 14:00:00,433.45288041119204,37.04902807889598,45.45750893753492,16.059007937232593,1,0,Normal
CH_49,2024-01-02 14:15:00,439.6593470039754,34.21772212603598,48.65175801142966,15.044141365896461,1,0,Normal
CH_32,2024-01-02 14:30:00,349.5111112755708,36.82700633569375,46.94715044726156,12.87144790934081,1,0,Normal
CH_4,2024-01-02 14:45:00,426.78502275934306,37.49649934517993,28.25248835834673,16.002944326428306,1,0,Normal
CH_30,2024-01-02 15:00:00,455.3047827346171,43.624729381630544,35.81687270511781,19.86254793295976,1,0,Normal
CH_37,2024-01-02 15:15:00,427.7996928452661,31.063761399840892,51.09011432931791,13.289067585470567,1,0,Normal
CH_23,2024-01-02 15:30:00,346.21925955323326,23.254353926026955,51.86788137535663,8.051105197657874,1,0,Normal
CH_39,2024-01-02 15:45:00,444.2074577099193,33.62622680457275,51.684864200959765,14.937020721236406,1,0,Normal
CH_45,2024-01-02 16:00:00,401.04222592829854,27.985972262721095,43.577504124292886,11.22355661100929,0,0,Normal
CH_15,2024-01-02 16:15:00,394.1900223374882,26.254968300106754,29.041324315192202,10.349446540689126,0,0,Normal
CH_43,2024-01-02 16:30:00,411.27738241457445,32.59955103330344,36.771800114566624,13.407458016867375,1,0,Normal
CH_29,2024-01-02 16:45:00,373.77482693573785,37.19451639805754,37.995937234822705,13.902373929642419,1,0,Normal
CH_36,2024-01-02 17:00:00,400.0695592730395,26.9840309504223,50.0301486327257,10.795489369745507,1,0,Normal
CH_13,2024-01-02 17:15:00,440.5107411276018,39.64632852399031,42.14103122866723,17.46463356109135,0,0,Normal
CH_32,2024-01-02 17:30:00,415.55992176308223,26.062316245983105,58.523204065043345,10.830454100145445,1,0,Normal
CH_7,2024-01-02 17:45:00,401.4600368025667,30.536580672047222,56.741106702886064,12.259216800424625,1,0,Normal
CH_22,2024-01-02 18:00:00,402.2402039981902,34.31784729068521,58.3895875697669,13.804017894983957,0,0,Normal
CH_28,2024-01-02 18:15:00,370.46515041752997,29.67260474789565,37.667896050854225,10.992665981209077,1,0,Normal
CH_2,2024-01-02 18:30:00,396.25030271500685,21.343985966368777,48.92712969713257,8.457560900318486,1,0,Normal
CH_42,2024-01-02 18:45:00,359.1426166092558,37.564444950732835,41.179807288497045,13.490993051080537,1,0,Normal
CH_45,2024-01-02 19:00:00,425.56102380984527,28.259213957863835,47.62297454586632,12.026020023970002,0,0,Normal
CH_6,2024-01-02 19:15:00,345.35723793811644,36.469390696362154,38.55509005804832,12.594968040181675,1,0,Normal
CH_28,2024-01-02 19:30:00,421.37250949051776,24.415135189834025,54.809250940411644,10.287866784490612,1,0,Normal
CH_28,2024-01-02 19:45:00,424.48527252085154,25.43938050742153,38.70454759836891,10.798642367454466,1,0,Normal
CH_44,2024-01-02 20:00:00,432.96911539317983,37.17460045733214,29.422087802631218,16.095453875105996,1,0,Normal
CH_44,2024-01-02 20:15:00,402.17147907904507,34.04304855645214,61.270246525945296,13.69114319030811,1,0,Normal
CH_20,2024-01-02 20:30:00,422.9157116539382,29.36848573589194,48.53997343654344,12.420394045193275,1,0,Normal
CH_30,2024-01-02 20:45:00,396.0063339908696,34.13018958902502,36.44698588465498,13.515771257563145,0,0,Normal
CH_11,2024-01-02 21:00:00,370.33257205780166,26.27576518673385,43.701831079446904,9.73077170438999,1,0,Normal
CH_28,2024-01-02 21:15:00,438.2683098134499,32.66155470493346,40.385143242264924,14.314524376410718,0,0,Normal
CH_25,2024-01-02 21:30:00,397.5778542596231,32.77132354034039,45.04593157443552,13.029152494416408,1,0,Normal
CH_39,2024-01-02 21:45:00,364.76221706317017,29.757310368853826,51.42224668731856,10.854342503979984,1,0,Normal
CH_33,2024-01-02 22:00:00,388.32962635525547,26.988285766455448,50.166232743229045,10.480350927656504,1,0,Normal
CH_1,2024-01-02 22:15:00,389.3168829357957,32.42149146928876,47.02983216406811,12.622233998952991,1,0,Normal
CH_27,2024-01-02 22:30:00,411.5424229531053,31.670113140194612,45.04202490647607,13.033595096914668,1,0,Normal
CH_13,2024-01-02 22:45:00,458.67618708431826,29.205067526482345,53.629366060224086,13.395669016586965,1,0,Normal
CH_41,2024-01-02 23:00:00,413.0604653320641,25.7971131789155,29.596334253304853,10.65576757390676,1,0,Normal
CH_3,2024-01-02 23:15:00,405.17109629991313,32.0748622960128,39.00853845391649,12.995807120144256,1,0,Normal
CH_39,2024-01-02 23:30:00,461.3944049890639,29.220065810980365,37.170697333950656,13.481974878598574,0,0,Normal
CH_6,2024-01-02 23:45:00,424.47233849781816,25.792054277378398,53.05006218402313,10.94801359378146,1,0,Normal
CH_8,2024-01-03 00:00:00,406.3562301033732,32.26117886454867,39.08725907457223,13.10953102208862,1,0,Normal
CH_27,2024-01-03 00:15:00,388.0147035295476,41.649832832332315,34.71235686167641,16.160747538492643,1,0,Normal
CH_9,2024-01-03 00:30:00,407.90500190511403,29.799034004557534,49.39462036893546,12.155175022399598,1,0,Normal
CH_37,2024-01-03 00:45:00,398.3402398976716,40.98665924745214,37.730019352722195,16.326635677234204,1,0,Normal
CH_33,2024-01-03 01:00:00,402.2858531889749,44.68599028838057,42.19418813993314,17.976541728755425,1,0,Normal
CH_42,2024-01-03 01:15:00,432.86006061923683,26.27948658573395,64.04915120705358,11.375340156543217,1,0,Normal
CH_44,2024-01-03 01:30:00,386.4919454215628,32.05426524919378,51.297108432027784,12.3887153352197,0,0,Normal
CH_24,2024-01-03 01:45:00,412.83851770408785,44.622391506897856,43.3116751406826,18.421841966119192,1,0,Normal
CH_15,2024-01-03 02:00:00,423.7234997459399,31.273520231545735,44.03097499244653,13.251325441886014,1,0,Normal
CH_32,2024-01-03 02:15:00,383.4471870793898,32.2208728745924,52.259900689771776,12.355003069005068,1,0,Normal
CH_32,2024-01-03 02:30:00,379.4344646127725,21.97996715375065,50.30296344083705,8.339957069189703,1,0,Normal
CH_24,2024-01-03 02:45:00,396.2414519354774,28.810028598081992,45.6047959156075,11.415727562006635,1,0,Normal
CH_41,2024-01-03 03:00:00,388.45926024358846,35.33353210801362,45.82847953791539,13.725637744472053,1,0,Normal
CH_49,2024-01-03 03:15:00,428.8083152185376,46.5756958577075,33.16121215649623,19.97204567087457,0,1,Overcurrent
CH_49,2024-01-03 03:30:00,374.95579303588363,30.823958999169857,31.479915599448507,11.557621991039296,1,0,Normal
CH_12,2024-01-03 03:45:00,401.71178421321673,22.024242066491873,43.58542179381196,8.847397576474233,1,0,Normal
CH_39,2024-01-03 04:00:00,463.65120833511185,23.568504855360146,39.933718517230844,10.927565754839684,0,0,Normal
CH_2,2024-01-03 04:15:00,410.32641334465455,31.785261884370218,49.688632274722906,13.042332506234189,1,0,Normal
CH_3,2024-01-03 04:30:00,414.4822536076221,39.06324078831349,46.57743795044501,16.19102007515736,1,0,Normal
CH_49,2024-01-03 04:45:00,429.0170623924281,35.82412209725237,38.817804852044965,15.369159624950882,1,0,Normal
CH_37,2024-01-03 05:00:00,388.426273364366,34.76153518106076,46.30558767597086,13.502293566803731,1,0,Normal
CH_49,2024-01-03 05:15:00,372.9645092813649,39.854866321505575,41.654137715560616,14.864450660074723,1,0,Normal
CH_17,2024-01-03 05:30:00,404.4127819040686,27.678625474886292,61.532811024112235,11.193589927579588,1,0,Normal
CH_49,2024-01-03 05:45:00,406.63509570871344,32.114568319745395,48.089938391703654,13.058910562343684,1,0,Normal
CH_2,2024-01-03 06:00:00,359.54473013217097,28.87770727878563,32.515144103736574,10.382827470386808,1,0,Normal
CH_2,2024-01-03 06:15:00,409.37679786706946,30.37126558728756,59.56412080175665,12.433291453294101,0,0,Normal
CH_28,2024-01-03 06:30:00,426.746262467526,25.96238387404709,39.934807968342,11.079350282996764,1,0,Normal
CH_23,2024-01-03 06:45:00,377.1762981743998,29.936143571397224,37.20210407375865,11.29120381387696,1,0,Normal
CH_37,2024-01-03 07:00:00,410.88889620937033,31.833706602527606,62.14949322034816,13.080116568165513,1,0,Normal
CH_32,2024-01-03 07:15:00,422.30659150925334,29.771171000830698,47.76669326236451,12.572561750599938,1,0,Normal
CH_33,2024-01-03 07:30:00,414.66695521325204,31.033630981917188,50.60612805764388,12.868621268483246,1,0,Normal
CH_1,2024-01-03 07:45:00,417.0251559685389,34.430243260623115,50.86448092697721,14.35827756579609,1,0,Normal
CH_19,2024-01-03 08:00:00,393.87999395484246,39.4321746143864,43.35208227009757,15.531544698740806,1,0,Normal
CH_2,2024-01-03 08:15:00,371.8123915564851,39.866935208675585,40.42075783850944,14.82302052396511,1,0,Normal
CH_44,2024-01-03 08:30:00,388.8213384404022,36.568530604381955,41.72594036049808,14.218625014394602,1,0,Normal
CH_26,2024-01-03 08:45:00,385.3485724532344,24.440111129370106,57.870930233952265,9.417961934301177,1,0,Normal
CH_32,2024-01-03 09:00:00,397.99352384481136,29.83754008658088,46.63030042565447,11.875147721919141,1,0,Normal
CH_6,2024-01-03 09:15:00,427.3317726364983,30.354289815724393,55.50332031772909,12.97135247407551,1,0,Normal
CH_32,2024-01-03 09:30:00,367.20399679589576,28.057101015268614,44.38843898217201,10.30267963131282,1,0,Normal
CH_4,2024-01-03 09:45:00,403.6062505704348,34.05410707417764,38.956931381250044,13.744450472732956,1,0,Normal
CH_11,2024-01-03 10:00:00,373.4149588620537,22.434029040311252,33.462268209055566,8.377202031197944,1,0,Normal
CH_17,2024-01-03 10:15:00,381.4988270544307,42.16139881716975,50.18402548123232,16.08452419572432,1,0,Normal
CH_38,2024-01-03 10:30:00,413.968518815296,39.17132402913029,58.55278462729579,16.21569498837308,0,0,Normal
CH_24,2024-01-03 10:45:00,370.2513736658575,34.86921357141055,37.912215934028,12.910374223462915,0,0,Normal
CH_5,2024-01-03 11:00:00,418.35610724257447,31.62734402047889,49.106980549104165,13.231492526829262,0,0,Normal
CH_34,2024-01-03 11:15:00,366.1958888343819,39.37303577043532,33.99507427455399,14.418243830062474,1,0,Normal
CH_6,2024-01-03 11:30:00,416.674510085954,36.136429620681604,40.55442658350487,15.057129108453063,1,0,Normal
CH_22,2024-01-03 11:45:00,361.2617182605372,38.63982670530856,47.14349428299638,13.95909018884916,1,0,Normal
