vehicle_id,trip_distance_km,avg_speed_kmph,elevation_gain_m,traffic_level,hvac_usage,base_energy_kwh,energy_consumed_kwh,efficiency_km_per_kwh,efficiency_label
EV_30,117.83745863722355,46.80970277295138,602.9339234301048,Low,0,15.77179136593866,18.94157404853414,6.221101706504841,Good
EV_25,116.23827276257236,25.51456116777544,294.731166901308,Low,0,24.96187015612897,27.414217195847247,4.2400726576347525,Average
EV_37,35.756847805233335,50.32538395551407,616.2055709865896,Low,0,4.589896384555063,5.532669625359741,6.462856130309494,Good
EV_20,90.55247205027806,64.16549422100289,528.6283674050223,Medium,0,19.790940386108332,26.071686167909597,3.4732111865374784,Poor
EV_36,40.447407698067906,74.26477161375061,107.79092374570675,High,1,6.569777598471125,10.27952824577561,3.934753301027198,Poor
EV_31,79.76890484889192,83.55345547326672,512.7392238676484,Medium,0,12.064230962421327,15.821305661465155,5.041866111162965,Average
EV_11,146.4413238446893,46.90967848489219,63.082815226621506,Low,0,31.55458668710846,32.218104074286884,4.545311651704652,Average
EV_40,150.84871884475618,82.04674784523309,611.7105655476994,Medium,0,23.600592794822337,31.8223771974262,4.740334699349766,Average
EV_21,74.12668085158964,40.03411382001659,248.75870504698636,High,0,15.80544347855164,21.90851075757771,3.383465068521407,Poor
EV_28,107.20446096229522,94.80543840453362,691.4032172094711,High,1,19.04856343991216,35.40172606765498,3.0282269502176415,Poor
EV_9,45.28746482726784,31.754368645031548,715.7824738304432,Low,0,7.363830346886961,9.120797247741109,4.96529673855911,Average
EV_23,169.52733046977718,22.336077479605994,227.14361296241427,High,0,33.559447939515174,46.208494110955115,3.668748218946733,Poor
EV_27,80.01879746000918,77.32475885627858,98.16624821324697,Medium,0,13.312810864326922,15.398245814449604,5.196617746218866,Average
EV_24,143.08194940050402,86.2867718169274,229.4240279686555,High,0,28.834915982387695,39.73127275433823,3.601242534695318,Poor
EV_38,57.245036851188836,99.59834532659879,18.806196627270864,Medium,0,12.585406810701379,14.184017518428941,4.035883118221744,Average
EV_23,151.4368786059476,58.65605726041362,272.35568716481885,Low,0,25.205437521970016,27.493718940832032,5.508053636972428,Average
EV_10,135.39667518481073,36.37122198085825,226.2482142631551,Low,0,22.18922606234448,23.862650319840114,5.673999885596862,Average
EV_3,175.20704244484287,67.85632482255073,350.54734894434284,High,1,30.422844127521135,51.31995822583434,3.41401373855063,Poor
EV_19,159.1883136602613,95.50022835710435,278.63644738418384,Medium,0,19.236550788122848,23.546005106734704,6.760735544677587,Good
EV_29,83.870210959341,33.43793920897863,127.38745734411638,Low,0,10.79504602490949,11.253430513251466,7.45285722967585,Good
EV_12,115.34068392485668,78.78574042626028,110.99043035147017,Low,1,23.147857509869787,28.325020190562096,4.072042425702779,Average
EV_11,63.151135198945894,22.630066689052786,280.666468362485,Medium,0,10.046122326287074,12.304311283755954,5.132439658147911,Average
EV_31,139.26676129056213,81.19764846502167,359.79866135314575,Low,1,25.228525185826754,33.34002095792024,4.177164779420392,Average
EV_36,21.93591447662885,68.55319507447737,693.2959211602049,Medium,0,3.4353063995047153,4.736705162271158,4.631049162897655,Average
EV_29,120.69848092160726,70.25991701894279,251.3050185074892,Low,1,23.569398178403965,30.141645681720792,4.004375945365322,Average
EV_4,32.786753222778415,35.10520372008824,14.698083055546807,Low,0,4.04691455181255,4.066741847212964,8.06216732081186,Good
EV_20,82.04889258696224,59.7246112750787,794.9919811706438,Medium,0,14.784253162627214,20.94628562124635,3.917109413601138,Poor
EV_21,33.400884358219244,71.1667351317201,202.59265037872896,High,0,4.535056125752238,6.196879964752704,5.389951806102501,Average
EV_15,173.65635132066382,77.63728340926639,624.3955945166034,Low,0,25.187647065837933,30.42999902055402,5.706748501811228,Average
EV_6,84.97990754222096,43.071705732513436,733.9785981294913,High,0,15.200508656047544,24.216906241008473,3.5091149421191346,Poor
EV_6,148.03415469600031,20.780146210123682,309.7644750803808,Low,0,20.616273499738547,22.74500321265857,6.50842531486709,Good
EV_7,72.42263488593828,85.27959539926258,9.696337505359931,High,0,12.979329939186526,16.667239159997166,4.345208836971569,Average
EV_25,113.12152285542598,86.77286190697012,156.0574394818274,High,1,13.737248453435146,21.828071813025957,5.182387332440442,Average
EV_40,6.342126606250568,53.728375626380966,501.3089728308378,Medium,0,0.7639668059529788,0.9986232975144834,6.350869864578326,Good
EV_38,25.823280320897293,82.72180195014653,417.1179331091598,Low,1,3.133622500050885,4.211796671937173,6.131179240668362,Good
EV_8,165.98828530196104,94.59866865972606,192.20697991740542,High,1,29.0565391741699,46.69879247084964,3.554444912158583,Poor
EV_38,116.21173091435374,27.086113774202314,98.72736419953783,Low,0,22.22587062583597,22.957304500478877,5.062080825383033,Average
EV_5,166.40178333300003,89.10793216205218,354.13549004201684,High,0,22.159331671240764,31.71217100549151,5.247252964932129,Average
EV_24,58.27273945168527,42.74327249751093,574.6623384644147,High,0,9.3882607697652,14.318874537541372,4.0696452293722665,Average
EV_36,100.93546215865898,50.45557488808253,752.5853532437303,Medium,1,16.952868564763765,28.02544707218156,3.6015647457359883,Poor
EV_16,141.61686944126794,45.42121177764699,880.551843385429,High,0,19.30291062569131,31.959870042125054,4.431084020510981,Average
EV_35,86.25029790727304,40.05559054525044,225.23786676693578,High,1,14.21313825411662,23.079290457288245,3.7371295303420355,Poor
EV_4,80.79055280040225,40.97345520820251,196.56584095507424,Low,0,11.753537546264685,12.523652210257538,6.45103771998958,Good
EV_19,23.79449026069112,35.51179814547321,313.89646312914675,Low,0,4.18420689958197,4.622009481841754,5.148083394067295,Average
EV_14,32.531190245824526,21.614174006454707,22.29577847973315,Low,1,6.001637449595645,7.134564587632323,4.559660207185864,Average
EV_4,47.358158612427815,87.4178799158005,746.6633429543715,Medium,1,6.665982836047958,11.00240525931643,4.304345958564531,Average
EV_38,133.52703757654402,29.898651689835944,789.2157595570608,Low,0,16.074632020942204,20.30341632761159,6.5765797943548145,Good
EV_30,58.53789585844151,37.11689989494681,859.8448878119793,Low,0,8.095248919331238,10.415468385615377,5.6202845317342796,Average
EV_23,60.38077278540954,40.92464813782925,584.989335964465,Medium,1,9.388875394246226,14.827919468986332,4.07210012919886,Average
EV_22,104.70551150025601,74.26548755761283,672.4504372985879,Medium,0,19.791639381263955,27.135290821549404,3.8586471097300516,Poor
EV_22,146.18570341537156,51.07486900309111,69.01454209768703,High,0,30.741597089805353,40.25446763345945,3.6315398515881063,Poor
EV_18,60.91994961691584,22.28924308766503,357.22366191959816,Low,1,10.799180711374177,14.260404238671303,4.271965127868772,Average
EV_24,148.56526075057897,74.14737162373137,782.0580339577499,Low,1,19.513401183541063,29.02832084831384,5.117941941144303,Average
EV_31,152.2508001650917,67.0812843019473,398.2713373001074,Low,0,31.208853440686973,35.35205070582879,4.306703490329313,Average
EV_37,125.33266047063607,77.08672351493705,384.687151677421,Low,1,17.18844498231585,22.883153496323754,5.477071177745285,Average
EV_8,18.808665004591965,23.483541122891836,50.33700703688871,High,1,2.7021994073201845,4.149883838293098,4.532335298408791,Average
EV_21,146.15485963176843,78.09893463514518,448.0344923714783,Medium,0,22.534558550305384,29.007975790011898,5.038437038481425,Average
EV_28,81.83015612738579,75.93093010917787,244.25522248391823,High,0,15.277600627929978,21.147492532985776,3.869496868233784,Poor
EV_12,83.75288362862376,32.784970508364175,417.94523814441465,Low,0,17.00790315586429,19.377360534135903,4.322202886253856,Average
EV_6,158.2035118243709,31.759659840541666,178.79825661129888,Low,0,27.272988139470332,28.898442383442976,5.474465015284414,Average
EV_23,88.74393470741141,86.1557212505579,701.4556362187498,Low,1,18.611096471208963,27.096004852296467,3.2751667705687653,Poor
EV_26,165.02107245205676,23.66285299386126,329.59154502631884,Low,0,21.639654727710944,24.01707047289172,6.870990891179567,Good
EV_19,40.80444089520293,49.53560950739536,81.71393964547897,High,0,7.539712825086833,9.91370159530406,4.115964203979193,Average
EV_14,52.8858345487536,68.41356146159256,102.40761483873735,Low,0,9.655105359560515,9.984690796523617,5.296692268844913,Average
EV_39,157.4227604465081,86.79964499037266,335.6156848241806,High,1,30.857001507814626,51.82036304853744,3.0378552211040746,Poor
EV_4,113.68859308887268,20.659066704900752,712.7583443595431,Low,1,17.02165233585776,24.85759748626558,4.5735953827270865,Average
EV_15,76.40729811368324,60.98646649752691,561.3226145047676,High,0,16.784734290287982,25.50436429075466,2.9958518958804596,Poor
EV_24,27.57618028245139,65.78076654783989,462.01208111666796,High,1,4.922788121332362,8.58045751450441,3.213835653382888,Poor
EV_14,145.63346743080146,86.5040770211127,374.6214305050334,Low,1,24.247360472944155,32.18476049883668,4.524920029653953,Average
EV_25,8.874169084930426,70.53648507932391,140.82138230747657,Medium,0,1.6396221336452022,1.9225771623361179,4.615767449430976,Average
EV_21,96.18292063836714,39.58306238582032,841.3074636269379,Low,1,20.884200782675354,31.554236959760583,3.048177674555212,Poor
EV_1,11.761216161196815,78.17458014724026,242.69228596190786,Medium,0,1.435716811131867,1.738086122559037,6.7667625951011106,Good
EV_30,144.98623483624723,30.099752495224923,457.946330969506,Medium,1,28.96006952739031,44.11605037537454,3.286473598669616,Poor
EV_12,14.990047318986386,94.98630327131653,117.16556687221555,High,0,2.3032651509363293,3.063321096480197,4.893397344538965,Average
EV_28,13.036603652022661,25.987054349237493,149.9019271467406,High,0,1.6911123124211136,2.272784184284521,5.735961972177583,Average
EV_34,58.612947977676676,67.28868355104431,405.72276927814687,High,0,7.4009078011149105,10.754321156943067,5.450176456729278,Average
EV_25,140.73268906915916,98.3578351763971,26.245122637589656,Medium,0,22.841814407855242,25.806640325746915,5.453351823125623,Average
EV_37,162.77203603538229,28.835498991807633,299.8051382656087,Medium,0,35.018855123688056,43.14068194737459,3.7730519937988163,Poor
EV_39,11.282878628874482,65.48460729731305,109.40055474578818,High,0,1.8544255955552262,2.460224842903129,4.586116858961717,Average
EV_10,123.88998125419867,45.17383479241485,372.2135667492861,Low,0,16.981285689015845,19.088173993781577,6.490405069366968,Good
EV_4,57.603687527906885,73.14938320336019,604.3889987700206,High,0,12.02637329584341,18.49503044379287,3.114549484142066,Poor
EV_2,179.55280698587106,73.1762319785305,280.62094320231023,Low,0,33.112897157872396,36.21028796874015,4.958613064355538,Average
EV_16,84.17672306705832,63.27752044393534,741.8436620594291,Medium,0,17.128903644638477,23.9283070285344,3.5178720737191287,Poor
EV_5,176.6126923747967,98.66385131409574,379.0925960152272,Medium,1,29.340196258140875,43.67590196890318,4.04371024782827,Average
EV_5,154.63688533973453,60.85534512735626,462.85721455387056,High,0,23.00087521074884,33.98346524356049,4.5503565993475785,Average
EV_37,81.4820005047812,88.36051539302872,581.0612412626335,Low,0,10.234952524922251,12.217330597720734,6.669378376319168,Good
EV_19,140.9031612265679,22.13997280237959,168.80190417745715,Medium,0,17.466426670822326,20.663121208306347,6.819064738870447,Good
EV_15,121.82857958888249,98.05641311139031,236.21801178234446,Low,1,19.526216843430795,24.855163895933554,4.901539981750607,Average
EV_29,36.130878455211295,65.56858816044273,156.1039156617558,High,0,7.112367313956687,9.577544673793444,3.7724573140415005,Poor
EV_18,112.02375460075372,69.38196848729942,559.0488735889624,Medium,0,17.335132313145746,23.03339103617701,4.8635372197174735,Average
EV_24,168.07461176345473,82.35373929718514,432.55191097847273,Medium,0,20.318884666204326,26.038367185574188,6.454882925860714,Good
EV_17,92.64427837179707,37.94106805154614,246.31890191134778,Low,0,20.11755509733414,21.7693331242396,4.255724226510183,Average
EV_7,99.42117112151051,47.98870807985662,60.370838130078255,Medium,1,17.916213406049703,24.154555900292838,4.116042188144936,Average
EV_8,49.61125361115789,90.60134018570784,149.40800578161338,Low,1,10.436399827661658,12.928269259718352,3.8374242224158857,Poor
EV_21,134.70659745019347,93.23960223483118,55.823118987284325,Low,0,26.375116824380978,26.865897252644626,5.014036798526549,Average
EV_11,92.8181777326359,71.1120379708908,473.95807748767965,Low,1,14.440318894824117,19.731591236694396,4.704039153214568,Average
EV_33,55.01405609302421,84.1495302893958,296.00304874673526,Medium,1,8.819528890782198,12.805948979705686,4.295976516867911,Average
EV_40,173.09009123819104,34.7785180416368,801.6455403227894,Medium,0,35.04175557055088,49.73409794821666,3.4803102575302187,Poor
EV_24,6.28296949200597,58.18051248467175,373.1108482723573,Medium,1,0.859798575053335,1.2776329675173839,4.917663876672376,Average
EV_23,48.24599965235518,91.63822331666259,629.599207419817,Low,0,9.176967747951341,11.102904954827137,4.345349244062437,Average
EV_22,35.546773368741256,79.76022800265518,852.7859979104458,High,0,7.169766474933553,11.786059043375671,3.016001637012012,Poor
EV_27,67.12509892685361,45.1405199810441,473.1748464760276,Medium,0,10.104283483983917,13.101738808941478,5.123373309887927,Average
EV_13,18.777069509270717,61.96583083316352,623.0302994679079,High,0,3.68976313146824,5.70373274588545,3.292066852679255,Poor
EV_3,93.22683216786577,50.25556235006203,822.8059083021762,High,0,16.823351562451737,27.43996064016433,3.3974841797479876,Poor
EV_18,8.064955245684288,24.675612548430532,147.20764161151806,Low,0,1.737668127891624,1.8229341368950998,4.424161620792767,Average
EV_2,146.771520060062,22.548615113966022,384.87619316817165,High,0,22.508425292730607,32.50697937880242,4.515077157730955,Average
EV_26,86.88819510392983,63.26632148703423,207.203772699105,Low,1,14.182390115105983,17.89108726600297,4.85650725481825,Average
EV_3,161.09964939738066,96.94053737201583,176.53535931840727,Medium,0,27.79841050271664,32.96631665403163,4.886795546134478,Average
EV_17,168.5744023767768,76.9695162674922,807.3030922600768,Medium,0,31.247133537087514,44.41446170560629,3.795484531460576,Poor
EV_3,166.7086668903856,71.8456587375088,798.4814805112586,High,0,36.13367179851006,58.56131547712529,2.846737057255892,Poor
EV_25,114.05438429829832,35.771944153887496,853.3286950208548,High,1,13.966399776315141,27.095130559387908,4.209405230519578,Average
EV_16,19.50177243858967,73.80324889260798,452.1010178146183,High,1,4.047213564202051,7.034129184370403,2.772450139517191,Poor
EV_30,69.71961537723118,62.20157001707903,593.0338819357486,Low,1,13.744693576257038,19.424825555084357,3.5892016213747873,Poor
EV_7,150.8921151029229,61.06522739522404,752.608259100267,Medium,0,32.782265573122174,45.927093535574215,3.2854705901658,Poor
EV_29,120.23755842270928,58.57228692525151,599.4782197616131,Medium,1,21.81802366538745,34.59662496585142,3.475412949713728,Poor
EV_23,46.93967380552496,67.45144843070406,177.48260630771418,High,1,9.636113951110685,15.415436662196434,3.0449785389885196,Poor
EV_21,30.632286571394282,90.69938132348793,727.8437216697228,High,1,6.1939329108675345,11.625052338679804,2.635023540450832,Poor
EV_26,91.30332813206422,88.26435591455312,780.3545991083372,Medium,0,17.508890471679056,24.710864124761198,3.6948658562115972,Poor
EV_34,133.25935083822185,31.25489720352399,482.2094788300881,Low,1,26.45571314213073,36.2355717952767,3.6775837729595917,Poor
EV_8,20.14776857354104,72.5367630036659,499.82138135624194,Low,1,3.195427283135943,4.398813726381381,4.580273188816136,Average
EV_9,150.97764722490467,40.36676369324502,55.1374889547413,High,0,28.23701778082995,36.80766788202462,4.101798780319795,Average
EV_17,92.64353093184715,80.82870034500824,645.4812836211453,Medium,1,12.442847470146429,19.982665819012734,4.636194778561547,Average
EV_30,83.67244365015678,62.12566993015517,78.37157779278505,Low,0,11.53693688714799,11.838326202728512,7.067928541356789,Good
EV_1,176.41953339283674,77.79633238831376,186.61358391236848,Medium,1,23.00388410526833,32.293071139713355,5.463076974920469,Average
EV_40,47.09798392038248,34.030782201967334,860.402328736254,Low,0,8.607384206260027,11.075988678057955,4.252260027466962,Average
EV_17,116.83073334025718,87.71361560092289,411.1328303279946,Medium,0,17.42584000563201,22.191625843988284,5.264631539915164,Average
EV_39,46.078649459449615,86.63987574271029,422.29616075965436,High,0,9.154627100947813,13.367400610457596,3.447091233534314,Poor
EV_40,154.89779871422718,78.19578776542303,387.5203815149464,Low,1,33.392551182281636,44.49305943683229,3.4813923941134854,Poor
EV_40,142.30707311066925,32.29739622274497,451.28858442825174,Medium,1,28.670594415885343,43.59099149262838,3.264598217150776,Poor
EV_36,23.016998120965937,81.96255820785831,845.3466326146689,Medium,0,4.482517018100261,6.435083842577522,3.5767984822007635,Poor
EV_26,119.13609955886251,97.14530737136124,843.3277060868967,Medium,0,17.20253193032388,24.682921230859087,4.826661254743063,Average
EV_32,100.3491812642715,90.67239259491008,697.231421572514,High,0,15.476452832690388,24.413878488536678,4.110333444617969,Average
EV_12,164.7381550820189,39.42145993404775,637.7453545395772,Medium,1,20.23579278710851,32.428831016937885,5.079990549026408,Average
EV_9,119.47109899384232,84.00952795459938,791.3899170147582,Low,1,19.084078420553528,28.45970511635419,4.197903615142836,Average
EV_12,155.50064178342322,98.46911010161286,572.6616215898308,Low,1,19.203435775788172,26.98556867953726,5.762362973708127,Average
EV_13,73.09369197667573,74.52940393888663,278.6073639803428,High,0,10.269153029173426,14.365235517136657,5.08823484929853,Average
EV_16,60.061300892261976,34.18940785002814,244.5514775121536,Low,1,12.651402345024538,16.1455962939857,3.719980346259187,Poor
EV_23,29.510036833582145,77.44511379713852,365.5357824156352,Medium,0,4.083602252470259,5.1309102140209175,5.751423354269953,Average
EV_38,43.639921612010816,46.787658198332,342.7326244871224,Low,0,7.503256311208407,8.360459887121749,5.219799173874717,Average
EV_3,114.3887557493859,57.48021799204334,487.12965187484394,Medium,0,18.953632682824097,24.675009161234154,4.6358141146750675,Average
EV_39,79.01158917643502,86.3703386404447,455.9072905330141,Medium,0,16.631159114226097,21.457611105604265,3.6822174093647777,Poor
EV_2,175.50162229025727,95.66252882683523,485.7918959276925,High,0,30.382405105038227,45.18687637074535,3.883906930196211,Poor
EV_35,8.165841950580662,20.35348877620189,65.5301845680425,Medium,0,0.9981033045592143,1.1422939014455291,7.148634813025879,Good
EV_38,40.79149501722918,38.3277968464796,471.11425932270413,Medium,0,7.0412589934596586,9.124645411758634,4.470474541910693,Average
EV_36,150.71206571405344,32.88806408246682,432.3571094880828,Medium,0,26.544779267833377,34.01483375350285,4.430774726292264,Average
EV_38,100.60379737824313,70.51382976328532,201.61242105035984,Low,0,12.980803979190865,13.853167751665804,7.262151096535001,Good
EV_32,134.31021814425068,76.35297242906918,12.681745988495718,Medium,0,26.195523679856315,29.46300971298067,4.558604821865057,Average
EV_16,88.7699197282845,37.42582319402132,752.5638002666119,Medium,1,19.422539997413654,32.107972659152814,2.7647313852741626,Poor
EV_22,80.75397994369989,31.197420070658968,232.8931637471285,Low,0,13.496970440108877,14.544754489041686,5.55210333763568,Average
EV_4,156.22318537442496,34.03270872594389,105.40362006856925,Medium,1,19.997479243848613,27.357227682247082,5.710490375302276,Average
EV_10,123.22749195239805,45.31092053765224,535.8926045942635,Medium,0,16.740515116327508,22.09859440951714,5.576259271011735,Average
EV_30,177.37515424093738,99.83650071239745,739.4489717524382,High,0,21.461989394710592,34.242566047493234,5.179960929181659,Average
EV_31,160.3928850134312,99.40077404041699,801.7689800132067,Medium,1,19.720881705249926,33.02865024260644,4.856174376951284,Average
EV_36,174.14707715784544,98.7466248547093,662.3654623016231,Low,0,31.704210553459298,38.704135246842654,4.499443691150592,Average
EV_25,61.94364732081795,29.114130748407216,758.1477265231682,Medium,0,11.954468963224564,16.772619866215422,3.6931408339843887,Poor
EV_31,75.07724225165606,39.281212111856505,335.57224968613093,High,0,9.81952913616769,13.974932860409758,5.372279280449775,Average
EV_40,57.525296915584626,47.65221962912872,271.5541145147273,Low,1,7.258366427443038,9.340147829807021,6.158927884632118,Good
EV_23,96.2394522723611,89.67739682102385,796.0382343760757,Low,0,14.851250416939418,18.791971470331887,5.1213068529984,Average
EV_18,83.77944921324155,92.87805267308003,265.78222865723166,Medium,1,16.6086360698573,23.894611048980767,3.506206861518057,Poor
EV_5,143.92449424950672,48.42589437996749,118.08792012313761,Low,0,18.10304968123389,18.81563350948147,7.649197364360924,Good
EV_18,83.11127082424638,31.50967001361507,499.9147687096186,Low,1,12.435440886319126,17.119040063954536,4.854902524543043,Average
EV_19,21.98330954819403,59.40519793205822,768.1880753217292,High,0,4.7398029089623535,7.620466688395599,2.884772081173202,Poor
EV_20,124.45154036213808,76.5021974457402,737.2217902786302,Low,0,26.85285051102575,33.45168602030003,3.7203368549679414,Poor
EV_19,37.25633313933833,83.64485749979447,516.0696462349865,Low,0,5.83669287809776,6.8407395543584855,5.446243471672731,Average
EV_8,61.13010105974743,28.86742072808986,289.7254217586426,Low,0,9.243798325434998,10.136519448264496,6.030679600798646,Good
EV_4,87.34352017429535,44.2153291999719,112.00527895685556,Low,1,15.613541454020831,19.11183988172898,4.570126200031438,Average
EV_35,162.94755769577912,56.51401119917839,544.9819826215239,Medium,1,27.129545089596373,42.3677420231961,3.8460288397377007,Poor
EV_13,144.21223205534125,75.06521114359882,400.7967711229425,Low,0,19.906059843301822,22.565488013626968,6.390831519719564,Good
EV_31,15.198714094517799,72.72245961563365,43.196569509035044,High,1,2.7059780959998423,4.1459590167542215,3.6659103558665977,Poor
EV_21,167.8699472777136,76.38299727478338,401.22120707514983,Medium,1,29.270075120722556,43.85685556943617,3.8276785943290954,Poor
EV_6,171.1341324429524,93.75754983626112,215.24797956194902,Medium,1,23.305822199729427,33.01092380426694,5.18416671577158,Average
EV_10,136.39267515602606,99.18641146393819,170.86816921287868,Medium,0,19.737949552701192,23.36560275921752,5.837327483547171,Average
EV_35,64.63585600150812,36.78593566935809,514.7655025733065,High,0,7.90408420079256,11.853227724108967,5.453017313591428,Average
EV_6,113.87096625018599,56.41247638188305,810.1491195081608,High,0,18.205073295043697,29.595325433895372,3.847599733428515,Poor
EV_26,167.02829833565778,73.09163928364454,558.1358338955741,High,1,33.1579840068485,59.399304988976944,2.811957115771879,Poor
EV_15,125.4868363122131,99.94123227690562,290.4349479177594,Medium,0,25.3134974988256,31.095835614354773,4.03548686931843,Average
EV_29,33.10479444529641,21.219969683448994,366.2217070657092,Medium,1,5.689081073273441,8.43652531996941,3.923984482917008,Poor
EV_11,82.11049292428879,59.16437238036703,644.4317058084507,Low,0,14.298841415229436,17.37038366999638,4.727039683419147,Average
