inverter_id,timestamp,temperature_c,heatsink_temp_c,voltage_v,current_a,vibration_mms,dc_input_kw,ac_output_kw,pf_power_factor,frequency_hz,mppt_voltage_v,mppt_current_a,total_energy_generated_kwh,lifetime_hours,ambient_temperature_c,fan_speed_rpm,fault_code,string_count_active,grid_status,failure_within_7_days
INV_69,2025-10-26 15:28:39.269033,54.8101077135273,85.34564466823133,376.2477390582263,10.6079169915686,2.480627823820249,53.613250079697615,52.77987079506026,0.84,49.87963707974758,513.1586320706308,8.450185385491322,17587.094843140065,15882,32.28811938410685,2094,OVR_VOLT,12,Disconnected,1
INV_273,2025-09-10 06:19:25.485701,44.79879719360905,58.409597431572855,370.82136989942325,14.374251116477028,1.4205559299062303,67.03214314242048,50.776928270153476,0.96,50.27232299675684,417.4251256026017,4.143997616639708,67290.87105154485,6618,42.91020700407549,2606,PH_IMB,5,Connected,1
INV_459,2025-09-22 13:27:45.399173,36.40188240362707,48.94185501070305,482.7082373305424,11.957719364493718,2.8702154593083087,55.078571754732955,57.80316032766263,0.88,50.087246595560195,416.4626382608285,5.979864612860587,87265.4724115302,15706,33.36477561670115,2311,NONE,1,Disconnected,0
INV_69,2025-10-19 20:40:12.885101,44.43766040688941,77.14853749252809,559.2985722534803,3.808272753728227,2.371810854084484,42.75532882705406,18.435932899098226,0.81,50.30995856124631,385.7725196746734,11.488815812872836,59086.73278269053,12062,34.19497275799549,1119,PH_IMB,16,Connected,1
INV_152,2025-10-04 02:54:58.076877,75.42178575052023,30.27739928974559,531.1554211524929,10.454379706825236,1.3018149721708292,50.09472588684534,21.683748704944705,0.84,49.56210089606244,444.8018178588283,8.792178591363792,82547.05313337817,9421,28.6221149569366,1334,OVR_TEMP,14,Disconnected,1
INV_247,2025-09-03 06:40:08.375254,61.76914709082554,77.20312976008559,397.9864938527894,8.264748317329918,0.1453715183389508,34.958614255535295,37.05932271262878,0.81,49.5253735814581,341.00670551990464,2.9842353177699046,65433.146166183666,5390,36.142774430732544,3286,PH_IMB,13,Disconnected,1
INV_436,2025-09-12 02:53:12.965226,35.23769956594893,37.03760905838207,499.7655097023301,3.9907145349253854,2.1352913706453758,45.81858528084425,38.4628555268631,0.82,49.9382571205141,435.87185781310995,11.18715284263752,33425.89850353236,3921,41.311755099775425,2199,NONE,10,Disconnected,0
INV_125,2025-11-16 00:34:26.284259,58.76660248247167,72.17415777700549,507.74602768275463,6.239452080293278,2.609196754183366,41.66772074809275,55.19680103227562,0.92,49.571055387672295,456.1743368546735,4.270178979090152,35629.303512303595,1641,23.999470303617176,1725,NONE,11,Disconnected,0
INV_26,2025-10-26 10:43:18.815934,46.83929114636142,55.521576770245034,364.31829777213494,11.265428637218712,1.780852415092194,66.6642591574834,48.454988926545596,0.85,50.20891625855053,378.4881068581451,6.049218472644328,45281.72301633698,2147,23.55073354595318,2140,NONE,2,Disconnected,1
INV_103,2025-11-01 14:29:30.424503,46.09369857345262,61.91414140492623,351.12753442240324,7.9214661886997595,0.46414817395654884,57.717051580303526,32.1970391565368,0.85,49.71979368963536,535.6636398822484,4.945000451474312,20766.595557999666,9116,22.8681153529011,1458,NONE,2,Connected,0
INV_146,2025-10-04 00:01:54.588488,76.3737700888953,53.181243886976745,359.6975282572874,2.0970320580404502,2.6304838265212016,52.66383338424095,43.03507581731687,0.84,50.26310120069035,504.9467479841609,2.0546132388644804,35334.920859739635,6387,28.930316752072777,3295,OVR_VOLT,12,Disconnected,1
INV_346,2025-11-15 07:44:55.364423,84.08324490635673,50.94235484769055,480.64838286372213,12.859959710510415,0.18712015375532515,10.059601907551448,13.848298765158598,0.95,49.77348486674683,456.6414573413422,4.401116315425771,60523.19398702169,3579,35.488014453257726,3078,LOW_VOLT,6,Disconnected,1
INV_459,2025-09-15 07:55:19.774637,66.36760352855433,33.99621061844842,511.57675644676203,9.626837753906496,1.3146372039474907,47.153380665180045,12.82470456395087,0.84,49.98831703497568,490.5738802454424,6.043378679274311,59183.53987630912,8139,42.51360233277835,1291,NONE,5,Disconnected,0
INV_211,2025-09-13 07:36:36.828303,51.40509473059323,41.72986781874485,351.6109052517554,11.987477667131039,2.770764520713306,59.80422489903585,53.810578389173436,0.83,49.84577978159824,479.9381614800336,8.44636835918196,6688.565153200178,15452,38.4541707929675,3409,NONE,2,Connected,1
INV_385,2025-09-16 09:14:27.499228,42.204516200411305,49.6417640184051,372.4233972833409,12.274335177275127,0.7705566916868828,61.42450624726796,31.13731721936816,1.0,49.56744456013413,382.6769310860964,9.318971267304086,88204.47488666206,7539,40.26436544921577,1625,OVR_VOLT,11,Connected,0
INV_400,2025-10-12 09:39:50.783252,81.06324760008695,77.01395603992412,449.71027249019323,8.174566873700183,2.6586745340389326,26.34767144480883,30.420916275662897,0.89,49.56128006436507,388.8271138748587,11.46313367468326,39919.649142172726,17415,30.995099863727553,1811,LOW_VOLT,13,Disconnected,1
INV_164,2025-10-11 01:29:53.269192,63.71895590466397,43.68238608595246,355.6373965850349,10.015268155108112,0.6066026016913062,20.619693152679396,35.53713512111236,0.95,49.78464330513099,422.60840057810856,10.719964757294095,24206.157963895985,16581,34.51074226983273,1625,NONE,12,Connected,0
INV_145,2025-09-18 02:50:39.029704,80.03205127196695,58.64947636537831,482.81222442438195,8.685602767565076,0.24813985312383485,12.916378466861023,21.343981889600634,0.85,50.016194030686684,376.9970465000433,4.949783330325017,42477.77757765687,8727,39.95732915521258,1917,LOW_VOLT,3,Connected,1
INV_74,2025-11-22 11:01:06.288405,43.1777393884236,84.9592700256546,406.24176125473053,14.057571407820916,1.5133770363788384,31.567465951897635,43.942784393209685,0.85,49.83830989874976,449.3895138216964,10.999389557320693,41572.38553360991,18372,39.83445983140436,3402,NONE,9,Disconnected,1
INV_403,2025-09-27 14:34:28.634891,41.31221868459113,74.64051143726266,423.3521132217376,11.633547141049398,1.2706953582178742,43.597850261102444,21.204683335000126,0.81,50.21612889444164,455.8271572508932,2.1459797319593017,25092.226711989013,2201,41.54628950390673,1077,OVR_TEMP,8,Disconnected,0
INV_335,2025-08-31 14:07:33.943199,48.06856146747929,85.60278487387453,454.8609321933902,4.958055431205734,1.41898225960561,37.254504685598505,43.11110925858471,0.87,50.468867695736186,358.7901503678057,2.9400122088942284,46556.831663939956,18949,23.860392206780915,2639,NONE,12,Connected,0
INV_41,2025-09-15 10:18:57.221162,57.75893916547015,50.176722171688326,357.06535976759994,14.475704630081497,0.31144194336040887,23.046812221266364,50.19991695201915,0.9,50.02994163612716,443.677193205055,11.842246885439646,73598.0557578066,9212,27.8876413664511,1506,OVR_VOLT,14,Disconnected,1
INV_47,2025-09-05 18:04:05.226869,44.61993275545025,65.81978310520873,515.0210293977267,5.631334224304427,2.7107839175131647,11.669994325491293,47.471925956071765,0.98,50.25987943701977,423.7517838823746,2.249520992032297,87630.48971031414,19552,33.000358464037596,2660,LOW_VOLT,9,Disconnected,1
INV_441,2025-10-05 04:11:25.540823,59.08550872816909,38.87786197165062,504.0726529365164,11.523146239571853,1.2024940527445895,33.21083719773442,44.168279203396175,0.84,50.20333946077997,427.17560144063975,9.411707640722693,40794.70743619263,4945,34.3390511464456,3381,OVR_VOLT,1,Connected,1
INV_410,2025-10-08 17:57:47.661888,43.46484674940831,37.216415305155465,490.3175126695965,3.7154459200054855,2.3162783421035713,26.460299179775447,17.550556927190783,0.9,49.546374239960784,428.45685670370506,4.561006935857413,86171.27998327643,17896,42.82673355945629,1560,NONE,1,Connected,0
INV_82,2025-11-15 16:55:26.618804,62.28858771980284,49.29157306724464,424.13768691840875,6.375213072724483,1.7334551019711855,28.80334137971168,27.647704490250828,0.84,49.780660061627266,507.89055435599926,3.3790721318088064,36837.04110855306,19488,44.16803210218619,2897,OVR_VOLT,10,Connected,0
INV_389,2025-09-16 20:19:45.057274,34.25683912118932,65.65078928726153,356.6003072322167,11.750442744927096,2.9368259690533205,60.671054828071,20.140831572557214,0.87,49.683051766996655,593.5933454964637,10.146522085128074,44098.24813691167,11712,43.56826384217972,966,OVR_VOLT,10,Disconnected,0
INV_62,2025-10-27 21:29:27.727429,42.44765642264034,64.8328539067007,420.24699276392363,11.163205142085024,1.0898921829417314,13.890346626505018,24.21512296075572,0.94,50.3182078278491,507.86128831553185,9.034474826153307,50551.450186767644,8491,21.46715523089743,3014,NONE,9,Connected,0
INV_437,2025-10-01 20:04:16.643056,61.83479165283318,37.64994173586509,426.16854134731807,5.105566251314041,2.5552647444360845,11.972663787063265,48.19751740356282,0.92,49.96938897684399,509.50931318729886,7.012374263775813,13685.593705007888,14627,25.22611783870957,1749,NONE,15,Disconnected,1
INV_458,2025-10-23 07:50:30.964657,65.92120940641152,72.39614349161491,533.2204952780028,4.511955705466426,1.1561519891263516,45.491278868136185,28.195816523968656,0.83,49.93400953314077,592.5200543828444,5.789623657532654,24585.318147545713,7923,39.72388900205145,851,OVR_VOLT,12,Disconnected,0
INV_434,2025-10-19 11:58:48.957141,57.01192239072752,39.315544477792855,480.5425992171859,7.4427924321770496,1.3909656697311878,18.333212967177715,50.18141433206749,0.83,49.8099604369851,395.54676864373306,4.679991807570463,33521.22488496026,9991,28.534268357284372,1082,LOW_VOLT,3,Connected,0
INV_432,2025-10-17 22:14:01.922479,61.62408552430228,70.96161056258063,492.8439156943771,12.793104779285724,1.6422161813261176,33.749330325674414,33.26524385216801,0.94,50.33773404400738,519.8284203053109,7.217145751336475,54213.06209781143,5851,43.74529177192085,2420,OVR_VOLT,9,Connected,0
INV_181,2025-10-31 22:22:34.553249,30.016930402557335,35.07270664805762,370.55566124965964,6.150060578572125,2.713253128651128,17.196928045004245,57.13768433037948,0.81,49.97873436813642,313.8275433327841,8.08044761107791,16240.359105268275,19450,37.6811436243592,2121,LOW_VOLT,9,Connected,1
INV_22,2025-08-29 00:49:23.611366,83.86120071808008,48.233529783354484,542.9265147086462,9.717503674188826,2.933794511885371,60.936010375068136,29.056964049218173,0.94,49.72346255098108,311.4758948450391,3.359635383240134,34558.05942157989,1408,23.903873192218,1096,NONE,8,Disconnected,1
INV_275,2025-09-12 16:00:23.745808,76.66493022301094,89.14320066003738,421.15503913005307,4.141158953025848,2.5085278636390718,28.047743518526257,50.254718839170756,0.85,49.544855792142855,304.078952741294,10.581318934931607,55866.70545679645,16335,35.20603648663672,2338,NONE,14,Disconnected,1
INV_14,2025-08-29 13:52:23.386636,56.34856690457932,62.67443749269847,489.14265611001474,4.7900149664087035,1.014637848187241,32.37000575092192,19.50290993661596,0.88,49.81590135602943,469.86009617598927,2.003909772614618,40757.67692888037,3881,32.191626052164494,2370,PH_IMB,1,Connected,1
INV_29,2025-09-02 06:05:14.832918,78.37515508956315,37.660608525959546,424.6914363466314,14.815367781701568,2.046680946836305,34.90131260318139,51.708335962619024,0.84,49.653626457010034,386.55322700616745,4.475314985974608,58474.099440790815,3944,22.24655513411494,3341,OVR_TEMP,2,Disconnected,1
INV_351,2025-10-19 14:05:42.735623,74.43604774349043,44.16593846073596,521.9921663736021,12.757225451586793,1.775634277092762,33.98930632047039,48.196609803832025,0.91,49.59630417449141,357.32147765265904,3.2792886102874013,82292.88137964455,5715,41.64660388229253,1492,NONE,1,Disconnected,0
INV_310,2025-11-18 16:26:09.171275,34.87556837781749,88.7382787084334,538.0980530395086,13.474363318918757,1.2092231855127145,16.97749357883463,36.465128460835246,0.83,49.691264929342815,437.26961049817936,7.777412767378653,88989.54821017954,18799,20.557472015804763,2532,NONE,7,Connected,0
INV_327,2025-11-07 05:26:48.135039,83.79224624217329,65.31097822146944,516.8615404911794,14.766135385664501,2.1339048122502557,33.88947722972569,11.24734642692442,0.89,49.77067288366307,577.1253086343772,5.621540810679315,26155.59509692422,19868,44.82445530695897,2819,OVR_VOLT,13,Disconnected,1
INV_399,2025-11-09 10:35:46.578946,65.3436671420867,40.46162287980644,559.4480270415013,11.584923383151894,1.7230194152522698,45.97735062414996,40.0952413184203,0.86,49.8999473239602,378.40925481773905,5.04736445491021,77975.91797042642,3009,27.88432799486068,2484,OVR_VOLT,7,Disconnected,1
INV_108,2025-11-04 08:46:18.887967,33.72733704502596,36.153182074410296,539.8228536255956,9.867436163237087,1.3966245287398082,38.48794969243143,34.433722242354385,0.8,49.699558652080384,368.818511938909,11.936963651141133,15578.566220439834,14930,43.859379551738556,2741,OVR_TEMP,9,Disconnected,0
INV_277,2025-09-08 16:46:51.368965,51.208517488506715,49.19026006049812,383.1509459507848,3.9765077102959476,0.6314285898764846,62.24641961165979,59.54109359011027,0.99,50.408492590939744,374.6830009232439,9.086465314935586,27543.977638871213,15090,42.502660502045146,3209,OVR_VOLT,6,Disconnected,0
INV_102,2025-09-06 17:14:22.068753,40.58566733818226,87.36588366206558,473.28064123643554,12.878759653197994,2.498256326686622,51.78177481051908,16.736765260081384,0.8,49.86521297123786,461.162990467995,4.070269274596965,65639.89677364148,10068,28.902009257830727,2875,NONE,12,Disconnected,1
INV_119,2025-10-18 05:29:50.691718,56.89046622720585,30.96465335810692,526.3802947982764,8.982986022753403,2.4871569284135617,69.67537825281117,29.639228284581836,0.94,49.8139016575848,553.4588248941758,5.644385194095148,13640.015076657814,8895,25.60317685364856,1428,LOW_VOLT,12,Disconnected,0
INV_467,2025-09-04 11:56:23.978179,80.85166716260875,86.03383612831179,374.3087669833241,11.489099839505066,2.6189212131865913,53.16746869558594,53.7867862486527,0.82,50.01996022837839,431.99707043630525,3.73967250323836,31822.058723099282,14567,26.60336285039758,914,LOW_VOLT,13,Connected,1
INV_211,2025-08-28 19:47:06.807548,68.03490645942907,61.987831410029855,537.0082204887565,13.952250083076636,2.075729308728295,64.85353458412455,57.701688588942055,0.99,49.566628778294515,405.1492461906854,2.2038051731946897,28536.608253855375,8059,39.845581153241724,2942,NONE,11,Disconnected,1
INV_152,2025-09-06 21:48:52.233613,84.30269541619816,53.76901259530527,500.43112797026424,4.475518262457058,0.992231143681375,50.00987971293418,43.59042057276478,0.83,49.537373671153055,355.8424709992154,7.560062721794443,16476.774440493777,13478,41.81753567957864,2587,OVR_TEMP,13,Disconnected,1
INV_221,2025-11-24 09:42:12.161338,58.95174457694735,53.14825479885871,391.29971097765014,14.02969782217399,2.985524566880341,31.2542631332005,58.09520700694337,0.82,49.70830235579372,372.7944478499411,8.478851651980332,48636.50524232598,13644,44.77791955762987,1659,LOW_VOLT,8,Connected,1
INV_88,2025-11-18 04:19:10.018287,50.7817143055253,52.97619424518993,390.49829108669684,2.1976651144165054,0.8282111614636624,67.7246569044166,54.786049606058675,0.83,49.91171779977949,558.1619328363735,4.78834536642942,64610.880325063416,9233,23.840492303525505,1437,NONE,4,Connected,0
INV_395,2025-11-05 04:17:32.569656,72.0928429207789,75.69857804932411,460.3713950362148,14.724422105705834,2.7438326177028074,69.28150149769075,57.20848563861421,0.95,50.4692870206684,337.90228602236994,11.86147693098307,62862.159837073865,6163,20.59235132738188,3018,LOW_VOLT,5,Disconnected,1
INV_295,2025-10-30 09:54:04.755879,42.51598369615106,36.23771929042998,359.66385145832703,10.21827876019861,1.8773476131495528,44.28137814024815,42.170759785210095,0.94,49.93449788703925,547.2075402788537,3.673487186741036,76408.26426474938,15535,40.915649534459405,1763,NONE,16,Connected,0
INV_367,2025-10-14 20:28:30.224728,74.68211344363651,40.210122889479436,406.69574936719283,10.870096548383392,2.7112402842876833,26.433851810876696,18.433682813119294,0.84,50.2122726152874,554.6243114746571,3.6620518931970265,40227.00179268627,4390,39.58701526665293,1036,NONE,11,Connected,0
INV_204,2025-11-02 15:50:30.078849,46.89377006776695,81.68504090680793,474.42117640706095,13.778951358116267,0.6456881432193979,16.99897397883466,11.526587627785275,0.95,50.369612375969574,526.65623484896,9.610640636755992,59408.37592072054,19900,33.292191110030714,2657,OVR_VOLT,6,Connected,0
INV_57,2025-10-11 01:34:36.467019,81.88502766219415,51.83248301130995,509.5228385171182,13.44989074555122,2.3476733100209346,13.872592716261638,11.937560450055644,0.96,49.90389672135285,464.1882132069262,3.3820250281387034,86645.79061567593,7464,39.13199697719522,1906,NONE,16,Disconnected,1
INV_328,2025-11-09 23:19:52.018614,48.07256028520361,60.26103934066181,468.9833526256692,10.25137139720693,1.091493743417217,48.63771770295589,19.62941389368487,0.96,49.83565884424812,516.7802830913179,8.791241257434807,62065.867705910496,14801,37.67405682453906,1350,LOW_VOLT,5,Connected,0
INV_191,2025-09-29 16:33:15.934618,74.42064838213074,81.7303217621223,415.807636355848,13.257911816640416,2.2296213986379576,13.886120154392467,23.38324725114789,0.99,49.91157147583425,440.8010036555065,7.799654175842842,56966.97750631373,13577,33.291490317132556,2638,OVR_VOLT,6,Disconnected,0
INV_208,2025-09-19 17:51:24.679395,64.0294350703475,59.16518002789017,532.8802063511367,3.859332503176811,0.6803157897141877,31.96379411392301,23.490819415170364,0.87,49.96655833937227,582.4337949472786,8.96706813737492,25489.83383189288,11816,38.152963464625856,3071,NONE,10,Disconnected,0
INV_240,2025-09-26 20:50:31.596866,68.50212236516123,89.77171113273519,484.71258725752597,11.490709315418423,1.9809858666359672,56.31191183214666,19.47558696686861,0.89,50.46167373555033,584.3525676041345,3.070918856858516,86738.75356443471,18322,41.671800126964406,3416,OVR_VOLT,11,Connected,1
INV_170,2025-10-01 16:55:52.760063,63.350537531175526,48.723634624241306,380.5979232380868,7.282679385598063,0.6073262328263913,20.179900867290158,48.819081483201145,0.82,50.10569508643895,322.82647016588334,4.852625752702926,9665.484044109271,17918,39.99442445730265,3152,PH_IMB,2,Disconnected,0
INV_338,2025-10-24 22:49:45.008358,77.02808668620688,42.333146595447616,379.5792179264661,12.75778360412358,2.6883761196550298,24.47365885991689,16.512656252826396,0.99,50.00933060125912,542.8999770262155,5.377025330594378,74892.84874494729,1107,32.237622206649675,1659,OVR_TEMP,2,Connected,1
INV_190,2025-09-29 01:38:11.482762,39.71251124398142,65.14589530351597,553.4381001146968,9.55422005011322,0.26504974257261205,57.608603789615664,39.19898287828944,0.98,50.21003858305851,534.2835515420148,7.966692188392122,59649.16038897376,1837,43.53452570423431,1272,OVR_VOLT,6,Disconnected,1
INV_461,2025-09-26 15:32:30.987611,71.16244364090835,57.79707204058289,461.1134703677393,3.6213468972337433,1.6266558897902474,17.591667842804696,40.38913491576222,0.96,50.00640035865611,527.5080643452062,2.282976562167212,54717.72385908888,10936,37.942715999021004,1003,OVR_VOLT,5,Connected,0
INV_160,2025-11-02 19:27:14.833887,50.14382361454585,79.98426626845955,531.35828161876,7.870449355112456,1.6835416824544256,39.940179704188424,57.70033485744149,0.9,49.60722303070314,313.8243649832448,11.579361903908021,7337.632967821019,7573,27.71244253556213,1038,NONE,9,Disconnected,0
INV_146,2025-09-28 01:06:39.020090,33.71529780061551,76.63316788762414,397.49178910691967,11.574694216814214,1.7727285778062039,50.58400236508497,47.380191672839715,0.98,49.977753637122774,520.0346961750362,11.711221284097745,37453.8020781778,8419,34.10750057278798,1912,NONE,2,Disconnected,0
INV_227,2025-11-08 04:41:03.131157,36.65501899821278,85.39719828536798,550.7166542090401,11.25779733666859,1.3841760647505534,69.60454932812857,48.558071726061115,0.97,49.70456154818474,585.0091470734022,6.2917564556536805,84305.65879325324,9427,24.11673460877847,1364,LOW_VOLT,11,Connected,1
INV_28,2025-09-25 18:28:31.948451,42.07692609098322,32.049061918377774,360.0536455583328,3.802468121629716,1.5230802567946538,44.99902403518449,54.40488552925323,0.9,50.45194996683865,414.9072487498914,8.770937216987784,32124.310357579034,14821,40.05715619668488,2114,NONE,10,Connected,1
INV_261,2025-09-04 04:37:10.396858,84.10079530396587,39.641359393028246,523.6387149618707,13.571917981725734,1.9972870753546585,38.305195366565485,58.29193682496527,0.8,49.941270518360916,481.16226725272145,11.115292028417327,51767.67730096774,18215,24.36204894781489,1301,OVR_TEMP,11,Disconnected,1
INV_218,2025-11-12 11:48:14.360972,74.6720770063608,36.61570712210124,444.93858439837544,10.49053422017916,1.211822672081792,44.63769460026641,49.23066863386026,0.9,50.12674887386285,358.53215210661125,8.335564081716287,64119.51038961769,6488,34.794682898075166,2373,OVR_TEMP,15,Disconnected,0
INV_486,2025-11-25 06:45:41.104666,43.211363971987986,67.81603587918357,546.760882115212,14.987027104874269,2.2884046680735035,30.20855041960618,47.02428867760115,0.89,49.65627050102191,474.0831920980278,11.29124707549825,57686.19085877573,8210,36.38769025810799,2786,NONE,16,Disconnected,1
INV_59,2025-09-02 15:02:44.579792,79.86039136974215,52.952155403941916,516.0407651312942,2.79680840899651,1.1757923175690173,15.739964279008763,53.0489277093744,0.89,50.40476450971931,458.16008503767443,4.797017605517817,34124.46301698407,5581,27.602474695498586,3107,LOW_VOLT,12,Disconnected,1
INV_118,2025-09-06 03:49:00.771450,76.70669118218544,33.50574903574987,520.0696501196879,11.026078332516827,2.662749224126135,27.535993230644383,31.790732450206264,0.88,50.07632977017659,477.0526197559009,6.055175330583312,42588.235122836275,19880,22.537702870600352,2687,PH_IMB,4,Disconnected,1
INV_152,2025-10-23 09:36:37.282590,61.54306081322311,73.00819836001723,555.1793147862729,5.817774748101897,2.605453859291301,31.778887678411696,23.71677103686852,0.99,49.86041565779958,469.2683612435562,10.940629832358017,17601.098402176198,11961,20.898589005747592,1196,NONE,1,Disconnected,1
INV_396,2025-10-12 11:15:23.734620,39.02707885122508,69.39214254074167,441.73233063572303,6.143234000823046,2.158669006458355,42.21201287690424,18.376501099387326,0.99,50.03116833942984,437.8143647702481,3.956334177687599,75989.09755859173,11689,24.898515494216092,1350,OVR_TEMP,5,Connected,0
INV_347,2025-09-05 15:18:14.252938,78.31603411514925,56.061965187814295,454.01986003541083,6.520655147517188,2.2422079590935224,60.66299877333071,48.37740780395709,0.92,49.75498924286201,542.6824282118234,8.096261593084877,49903.88729804626,6940,34.76581035767608,1937,LOW_VOLT,10,Connected,1
INV_334,2025-11-26 03:27:23.065443,49.122491710598396,47.886498489659274,447.10070081427534,12.175389295066804,1.9726271816241647,23.595194636136675,34.63128495650015,0.83,49.996090477550055,524.7615504851866,3.4702701143546895,32069.658701462515,2836,22.478294354092796,1026,NONE,8,Connected,0
INV_430,2025-10-26 07:36:24.547969,81.8265270649957,50.12358661305603,492.29166991495043,13.173545311558142,1.8474087106970007,28.756712445545226,10.57514001846444,0.9,50.11743917552082,457.68173513367185,7.5695389083613565,77808.85932287967,16355,20.825140549527763,1375,OVR_TEMP,3,Connected,1
INV_148,2025-09-23 01:44:14.819597,83.12173269064417,61.8035666224699,411.58262377804317,9.370040143388838,1.0111464217670139,37.01707222671445,34.73889060993539,0.92,49.60556871576957,565.9054780679269,10.76382437917741,67671.08412027865,4265,29.281705365316682,3126,NONE,2,Disconnected,1
INV_18,2025-11-01 13:39:25.305603,66.11373139305347,48.035250929049226,397.080939745636,10.535674006471071,2.251651620555725,65.65839847318748,10.643625529592192,0.85,49.71288389943604,328.86032036007634,7.951249921474206,7219.923468317365,8492,20.974532943535575,1649,NONE,14,Connected,1
INV_11,2025-09-22 09:53:03.899262,65.60128444068496,40.68939121510863,479.4655820326261,10.249916641293485,0.5265812835582351,66.26896229690318,21.327653722946906,0.8,49.7178761775318,591.0476285567656,5.355710041839678,46644.492385867656,4047,34.670429036572656,3073,LOW_VOLT,10,Disconnected,0
INV_249,2025-10-02 05:25:42.060910,53.368993191614706,59.36946586719276,489.39809334667336,5.380740185197652,2.152917976025912,65.20346494942453,50.248916230217986,0.88,50.177807743613464,345.3815627321658,2.8209435691636093,29120.246160288854,9549,35.95116978913522,3415,OVR_TEMP,13,Connected,0
INV_273,2025-09-27 17:09:44.624694,39.30211936714471,62.161921570916476,357.07893333846886,6.8786306473043375,0.4017472984006667,63.06210205741035,44.181516240886126,0.91,50.492505512872256,523.942086681293,8.945540195907547,19757.63929519111,1570,32.97507262993176,1880,OVR_TEMP,14,Disconnected,0
INV_18,2025-09-04 13:32:39.141815,44.276199309363044,56.49867797319692,379.5348592141185,6.009717069011204,2.40969139934628,38.73358559743262,57.27778226282964,0.98,50.4749069385566,560.504884098412,6.827815229710319,60598.98062057232,6582,20.8364956410315,2585,NONE,16,Disconnected,0
INV_100,2025-10-12 13:50:08.122646,66.35571878503336,44.45998858484689,402.842616046172,10.271996956668055,2.861834900935417,43.79951262745113,56.63194044420271,0.83,49.71855563150344,448.4392794042195,3.6110495788905164,51618.56534667496,3035,43.02613537233165,1878,NONE,2,Connected,1
INV_194,2025-11-03 03:21:54.627751,32.744194591398596,45.34285147421875,446.3400325883847,9.51329664688365,0.9675252436197698,35.11759601406328,22.54195587856492,0.8,49.86049574952148,521.8842129998617,8.141019291549833,54933.24706675384,2570,41.966011764459836,2193,NONE,6,Disconnected,0
