panel_id,string_id,timestamp,irradiation_wm2,temperature_c,panel_voltage_v,panel_current_a,panel_efficiency_pct,baseline_efficiency_pct,degradation_pct,performance_ratio,soiling_factor_pct,shading_loss_pct,module_age_years,installation_angle_deg,panel_serial_number,manufacturer,underperformance_flag,hotspot_detected_flag,last_cleaned_date,region
PNL_1499,STR_192,2025-11-10 16:19:43.964544,557.820499668737,40.88435121317113,38.32737672510979,7.455141406903531,19.660031766905846,20.410257033259178,0.7502252663533314,0.71,2.7163894804057143,0.6165977449771942,6.55940261550583,12,305bb18e-567e-4fd0-9735-98176946df0d,Canadian,0,0,2025-10-14,South
PNL_288,STR_191,2025-06-25 18:48:45.473022,761.5486546141805,24.605117351764807,31.96441820425333,5.636450715588048,15.669669491468824,17.465783726802425,1.7961142353336004,0.76,11.087962452000507,9.39448427694009,10.133175828425275,22,012ef90e-ced1-4df4-a9c7-041cc9039062,Jinko,1,0,2025-10-19,North
PNL_412,STR_190,2025-05-21 11:14:37.078981,998.1791896662046,52.630456193266305,30.326753900631672,6.4324339796032985,16.43727027234452,16.58292927076795,0.14565899842342717,0.81,7.009784360476737,4.606295418829271,13.473252925220475,28,ff92d30f-bed6-4576-9126-5ec1309f2759,REC,0,0,2025-11-07,Central
PNL_1628,STR_247,2025-05-23 00:38:55.367045,1000.428765467902,25.451906487910403,38.13919352767148,8.609978472858007,19.36655305691219,20.069269290195464,0.7027162332832769,0.7,14.236627217830941,5.52541286232006,1.945793417235484,27,e7f95b06-336f-434f-92d0-748b8c791b80,Waaree,0,0,2025-11-18,North
PNL_1873,STR_290,2025-10-23 05:24:38.504066,273.23449210598443,30.376794355581993,28.160299315941657,8.187775722241238,16.633152874437855,16.98475252952129,0.35159965508343816,0.76,4.752164428863621,2.8528615267689816,6.6874656332535825,26,9bfd6b65-4cb6-4b19-9842-232e37a29067,Waaree,0,0,2025-10-13,West
PNL_1052,STR_265,2025-05-18 16:08:14.278076,934.4514766370716,50.051410950699655,29.302873077613047,6.594844566646907,16.916043527685655,17.604125706177918,0.6880821784922636,0.76,12.877537626043834,3.245905933240878,2.0762857804223045,14,4a4e8a56-631e-4e87-829d-4a09c49f2a8f,Canadian,0,0,2025-10-01,West
PNL_1323,STR_24,2025-07-16 22:31:55.027396,400.6458509059487,49.103570146449655,29.838951596028195,11.107540839165006,17.687675411952323,18.126693237731686,0.4390178257793631,0.76,5.968685427983135,8.546520345695484,11.182833610324064,22,6943a547-3d7d-4cbf-ad8d-0b691587ebea,REC,0,1,2025-11-24,South
PNL_106,STR_113,2025-09-29 06:07:58.959843,692.9164007340389,23.23281645411537,31.107471561181807,11.862425378221612,16.29945586345047,17.445420760016997,1.1459648965665294,0.87,12.972222443754506,0.6439594025783169,4.884253841548368,25,4cdd3078-eca6-4c1c-bf1f-971b6ce85f2c,Canadian,0,1,2025-09-28,North
PNL_1032,STR_161,2025-10-06 02:11:12.810126,550.2918463540576,22.279344138773542,30.580887003269265,8.602273999110963,17.545812742071867,18.64688881491647,1.1010760728446038,0.77,3.294048059527753,0.6110639487387504,2.8473890302259712,10,71e47dbc-815e-4283-8e88-942b61c97bf5,REC,0,0,2025-10-25,South
PNL_1210,STR_130,2025-06-24 21:05:53.767644,377.36770778963717,54.23807087595384,37.98719779600448,7.32470455908895,15.13630274510404,16.707222745519946,1.5709200004159072,0.76,14.080799712194763,6.085256455101801,12.239670693385275,29,21ac166f-9633-4c4c-910d-0bf191274a1e,Longi,1,1,2025-10-07,East
PNL_423,STR_239,2025-07-17 04:37:48.880414,447.63776028642076,52.61901615789506,39.12855798485505,7.308103342522981,18.750392587030387,19.395864487682182,0.645471900651796,0.66,11.640496081639025,3.379583068450296,7.537151567823225,29,85cc9227-aba0-4743-a88d-d9f54e22ea08,REC,0,0,2025-10-10,South
PNL_359,STR_285,2025-06-11 05:54:06.822963,658.1539514648377,23.88414051913632,38.83254306313757,6.646057852739197,20.016044724126424,20.631640986000427,0.6155962618740035,0.79,9.904904865372366,4.062022416617727,9.520761388411984,35,fc8b6e74-06cf-4153-89f7-625f3bf204a3,REC,0,0,2025-10-13,Central
PNL_1982,STR_90,2025-11-05 20:51:20.165227,675.3657331390918,50.795513851957665,33.829888611630665,7.051379367254353,17.308242033990485,18.17903978193362,0.8707977479431352,0.91,2.5499418087000283,7.197513313277717,10.830613376014051,10,e589f18b-2536-4d29-b711-e05f93498716,Jinko,0,1,2025-10-27,South
PNL_760,STR_261,2025-10-13 23:29:31.391837,1015.053399466401,48.394816643236425,39.076065665559625,9.45414207937942,18.159169697327783,18.718417941291772,0.5592482439639895,0.76,11.130713586643736,6.893808513435053,10.027099456136737,18,50f14068-c232-472e-b6ec-c3521f0849c6,REC,0,0,2025-10-29,East
PNL_36,STR_230,2025-08-01 05:29:34.056810,752.8469143614896,41.09014664197004,35.186208100174504,8.536314194064907,16.384150205966435,17.59283733306938,1.2086871271029436,0.72,9.821465363724165,3.0009565519598356,0.25538267951250027,12,6174d8ad-2ffe-461f-ba16-f1c93e311b3f,Longi,1,0,2025-10-26,East
PNL_1576,STR_55,2025-08-22 19:57:00.157735,799.0325508851273,43.80312933370779,30.26464964598562,11.484621306963264,18.638878060620453,18.86719981111519,0.22832175049473755,0.67,4.128957676481686,4.8976366015898085,5.567925690069256,34,58225c45-4a78-44f7-bd11-95a29a0e88e6,Adani,0,1,2025-09-29,North
PNL_160,STR_282,2025-11-15 20:30:47.704767,779.6454968970544,29.347645388404246,36.784682341700744,6.576980590248169,14.396630289779583,16.12327954360334,1.726649253823755,0.91,4.730983534342092,6.152655080792258,4.8018540276793615,19,a35d81cf-e2d3-43f0-b715-6048ec5bbda0,Canadian,1,0,2025-11-06,South
PNL_276,STR_164,2025-05-13 08:37:41.757785,284.7407394531368,25.808187890380857,33.291274455742176,6.877793771659233,16.754686773550578,17.17712268253173,0.42243590898115213,0.82,12.054282625692833,4.725537620338345,13.311027982522878,21,3119ea7e-42b5-4f3b-84a9-3b8943b6ca77,Jinko,0,0,2025-11-25,West
PNL_726,STR_196,2025-05-23 09:10:18.771024,317.9104767053826,52.68227708557864,31.337342167241086,5.519504408379591,16.126510814174328,17.166358510106004,1.0398476959316774,0.81,1.0704272895200262,1.7272160335206588,10.020758016299485,32,1d1668b5-285d-4f95-9950-57fe0919bf54,REC,0,0,2025-11-21,West
PNL_522,STR_22,2025-05-12 02:16:57.919574,731.1449674057533,42.34842179389331,39.15190667628889,6.500751952482904,18.681933384845664,20.204725069189863,1.5227916843441986,0.75,10.403124096548549,2.5844959680795387,13.037756720637473,29,82391f3a-5f6b-4869-8fb4-47afa7dee0c6,Canadian,1,0,2025-10-04,North
PNL_135,STR_69,2025-07-05 15:22:58.597297,589.7366551480975,29.50024695193862,30.91180864934482,7.414598158726136,15.550703544363474,16.95542263025071,1.4047190858872345,0.89,12.29080614601462,9.68882772660319,9.973716022765698,15,d59a5ea2-e125-424d-9e79-254a666a1b49,Canadian,1,1,2025-10-12,West
PNL_564,STR_198,2025-05-19 18:45:12.828417,1002.4935158888617,28.988620429483294,28.619900101067344,6.71377319445024,16.58103627583812,17.802387918462898,1.2213516426247772,0.88,13.084402546601797,4.238303208568088,2.896276718088054,22,507c2677-3c94-495f-8eaf-4df819fc4ebc,Canadian,1,0,2025-09-30,East
PNL_1755,STR_44,2025-09-02 16:47:57.004164,926.2817240741595,48.550034243375066,29.157803863657314,8.664073824993967,20.178261360743683,20.351382849974577,0.173121489230895,0.68,12.573332845728725,0.2226152245867119,7.419634614213843,22,76e9470b-ea54-41bf-8915-50085dcd2020,Waaree,0,0,2025-10-30,West
PNL_1197,STR_252,2025-05-29 05:38:46.767489,313.8151251486796,40.169599927213966,39.61781905894786,11.766117585489383,17.869002012418733,19.242059330827296,1.373057318408561,0.73,13.316630131700396,6.161376214640896,6.199083270808001,23,083714e9-05ad-4b46-9e2d-17153946fb5b,Canadian,1,1,2025-11-09,East
PNL_678,STR_251,2025-09-14 20:40:15.960414,647.6996933300668,42.49967084698966,32.08846276332101,9.362883978071341,17.96582869727839,19.08154670480078,1.1157180075223905,0.75,1.0743060333088907,5.510672337522228,6.287278730811717,34,3ff95895-d75f-4e1d-85c4-30ffbc19aae4,Adani,0,0,2025-11-09,West
PNL_1240,STR_100,2025-10-15 16:15:35.393882,382.00096948293924,34.48961959234602,29.064021944942517,10.001827999787164,17.17143279513865,18.483228958405732,1.3117961632670816,0.84,8.1965622231256,9.69609595272357,6.307503524293672,16,2d37c18b-8ecb-43da-b80f-5e871c935b84,Longi,1,1,2025-09-30,East
PNL_737,STR_25,2025-09-11 01:12:36.180257,1094.328056297527,28.559194479176227,38.165521536461156,7.843404140994078,15.460208082268618,16.20209050386637,0.7418824215977502,0.92,14.699239195847792,6.312074692335731,12.650408179850233,34,1e641eb5-8ffe-4b66-9ef7-aee894e5babe,Longi,0,0,2025-10-20,Central
PNL_1743,STR_222,2025-06-21 04:34:14.001661,990.2907398052416,25.434389743385974,33.480716378192405,11.292384709195638,20.138602667157553,20.622631201831112,0.48402853467355933,0.91,6.42434190864622,1.8664691940484923,12.926306694802898,12,a02592a5-049a-4898-b08f-c649de3ebe4e,Canadian,0,0,2025-11-03,North
PNL_1106,STR_184,2025-09-15 01:09:37.929196,898.6254991402755,39.375351087089754,32.70656474226175,11.592398332269521,18.64969802185356,20.0993513557925,1.4496533339389417,0.87,14.00359717761927,7.577648953446046,4.2020392141463985,20,36345307-e35d-498f-b87b-9b192b8e9eea,Longi,1,0,2025-11-11,South
PNL_1236,STR_147,2025-11-13 10:30:28.159248,304.6412165339848,20.537145438799417,30.489924128042496,9.984035956481343,16.630476173857215,17.71150325189211,1.0810270780348974,0.86,6.926927121666292,7.027727817152446,9.97465963500778,14,7acd845f-0132-40c9-9211-0acac9f716d2,Adani,0,1,2025-11-12,West
PNL_1265,STR_201,2025-09-23 10:44:45.894393,764.9004303774925,21.166986926757588,35.576709142729925,11.206584548833632,17.347976282684858,17.600226512732142,0.25225023004728386,0.69,6.831350718304856,9.277878845046324,5.5500637391431855,34,0723fb5c-7f22-4446-a03c-cf43e36beb44,REC,0,0,2025-11-22,South
PNL_1899,STR_230,2025-08-12 07:24:58.404721,896.703659596071,28.360102737793685,33.065679056290236,7.57726241430978,17.41792402484446,17.762523393312055,0.3445993684675949,0.94,6.50988671212577,9.177259221063558,11.368815199755392,32,13c4e76a-5c1c-4a2b-8c73-00488931f6c4,Waaree,0,0,2025-10-11,West
PNL_9,STR_251,2025-10-13 21:39:51.604037,493.9010261507024,31.081884547399806,36.34103513357764,10.695399775693447,18.234962726341028,20.025004783886715,1.7900420575456866,0.74,9.915273277142402,5.493483632932677,5.175197808612909,19,e7c09ffd-07ed-4381-998e-3075d345b67e,REC,1,0,2025-10-09,Central
PNL_1200,STR_54,2025-09-28 05:46:34.598239,329.51458190856795,37.518832559464826,28.369927319396105,10.394088191864405,15.9653711820616,17.085969102606967,1.1205979205453669,0.66,7.128197172245068,2.726657087517872,9.367391084670594,22,48e104f6-77ba-4b37-b179-485e16421186,Waaree,0,0,2025-11-17,Central
PNL_1933,STR_36,2025-11-04 06:26:23.382160,670.9360831123004,41.42293555383549,35.70660049185996,10.101644220590192,17.134128639267285,18.378635831662386,1.2445071923951019,0.88,4.542744731698663,3.3950773262857625,11.503925258527563,16,4934f43f-0f2e-4845-8e07-768677bdb9c4,Jinko,1,1,2025-10-10,North
PNL_1202,STR_111,2025-10-31 11:27:05.578169,988.5593205963078,24.53070452148504,31.795719898779318,8.532174982532549,17.47809218253381,17.578236068887406,0.10014388635359685,0.9,7.1472410530687025,1.3741856952142661,8.90764194889384,19,78f2d3ed-10f6-4255-a59c-f5369c9fef62,REC,0,0,2025-11-01,South
PNL_77,STR_286,2025-11-01 08:55:30.007082,325.1422085332008,25.959715069117102,28.3621030305311,10.444409976729307,15.315760166189836,16.014000482075488,0.6982403158856524,0.92,8.808438328372446,0.8915449144522669,13.068905999599668,23,9399babb-6668-4e7a-9e14-f318b1d63b5a,Canadian,0,0,2025-11-10,Central
PNL_299,STR_104,2025-07-17 18:22:36.761423,953.9575206835909,54.173252203051796,31.424548168842346,8.810199222897722,19.50005889074381,20.705614852255543,1.2055559615117342,0.71,5.498198399728066,8.253762257013912,9.289958895485922,30,b11335f4-b9b2-4168-b5d4-bcd696a44e59,Waaree,1,0,2025-10-10,South
PNL_710,STR_10,2025-08-16 22:08:06.432694,340.56637793531496,37.38678383963424,32.51159155711814,7.558960081557133,18.41915696208498,19.55135723694906,1.1322002748640796,0.66,6.94427695403834,4.026889615028669,3.1762832513890253,34,dea5ed86-8e85-4c12-b9c0-9fd35fb48c91,Jinko,0,0,2025-11-10,North
PNL_1532,STR_104,2025-08-22 02:25:30.589187,632.4872578838982,50.360629085959516,30.23823127434701,7.608805800862796,16.58925255017364,16.95538256236739,0.3661300121937515,0.83,4.404522828240966,3.303029569125192,8.909174710739462,35,85cf78f1-bf7a-4102-86d7-cfe37866c927,Jinko,0,0,2025-10-10,West
PNL_855,STR_200,2025-06-02 09:58:17.623412,222.81829713941977,49.18053432681374,39.55254765004592,8.055409267724617,15.016696454614356,16.656527467641695,1.6398310130273388,0.82,6.746716777280751,1.0255983790358258,2.5421244834728745,15,d5fbf167-a82c-414b-b8eb-a85f229224dc,Jinko,1,0,2025-10-15,Central
PNL_1614,STR_293,2025-05-31 11:09:38.584492,400.4120037721329,41.48899886732533,34.618672463618424,5.764660430636462,19.21088304110013,20.54096847621455,1.3300854351144242,0.68,1.569405643978539,1.560683062040854,3.5657539066005466,26,2c79c68c-601c-4cfe-9b0d-ca299f30f715,Waaree,1,1,2025-10-25,West
PNL_469,STR_174,2025-09-06 10:39:58.375623,466.19364748304906,51.472911661648325,28.49416664177016,7.814484800386083,18.477980403509097,19.615794378431538,1.1378139749224414,0.89,1.4066694406374507,5.93872611972739,14.825826618094682,11,018572d9-29c8-4201-8a28-fb8dce5b0de6,Adani,0,1,2025-11-22,North
PNL_1888,STR_172,2025-09-04 09:38:05.121033,722.602999876913,46.768771632685215,30.613890300451402,11.893145624444692,15.385734837985513,16.460031616597682,1.0742967786121695,0.83,11.129334129487685,2.949688420175214,5.849236145782763,29,0935d480-f997-4b91-98cc-3343bea2e889,Longi,0,1,2025-11-03,North
PNL_615,STR_223,2025-11-26 01:33:31.786098,212.38300977518674,33.73767006292619,28.02455429485892,6.655213503605561,19.0511518422463,19.6277006007631,0.5765487585168001,0.93,8.880774198714683,9.058957879137598,8.849352493684165,20,e313f9ef-77d2-42e4-ac4e-71d4311be9b6,Longi,0,1,2025-10-04,East
PNL_829,STR_226,2025-11-24 02:40:30.706871,378.4792792257758,29.681445821935817,33.27373539351823,8.907337029032863,17.85055858088187,19.577746603850063,1.7271880229681924,0.72,12.218375296725755,8.443687221826167,7.612145914887454,23,4145da05-957d-4cb8-8b44-b4ad65a07d86,Waaree,1,0,2025-10-21,West
PNL_1942,STR_260,2025-09-24 21:05:39.145901,454.6157845192216,39.96606117104842,37.35683790436065,10.34105122698268,19.02802669529815,19.47594237721653,0.4479156819183816,0.85,5.5711249258070685,6.291650864628723,7.8485039038973055,31,f6b4dbb7-f8f9-4945-a469-d7ca1224a385,Longi,0,0,2025-11-11,South
PNL_1794,STR_44,2025-07-01 11:08:59.439513,456.3198218683429,21.553899853519166,35.16216066748186,11.929462757570374,15.60217771865471,16.757198109800317,1.1550203911456072,0.92,4.896539256320529,6.976720910249763,0.43094250474390305,28,3ebb11e8-5182-4af4-b0b8-b782f7bce30b,Waaree,0,1,2025-10-30,West
PNL_1549,STR_159,2025-07-20 04:43:01.870872,558.4328784671379,44.35135815750673,28.98013144507788,9.06776320215625,17.77257270161525,18.249810056221968,0.4772373546067181,0.68,6.705780879136668,5.259500431355445,7.8939001657423775,11,1636b9bb-27b2-4aaa-bd28-bdabe2112867,Longi,0,1,2025-09-29,South
PNL_1625,STR_119,2025-07-25 01:39:05.440516,512.8804484666643,31.868883003105353,31.9142115300033,7.002660249124267,15.280534932914787,16.43099454253913,1.1504596096243411,0.84,14.71681440599673,7.397437761851412,13.602236070966851,10,3cad5e2c-7c33-47cb-8d43-a004997392ce,Adani,0,0,2025-11-14,Central
PNL_120,STR_271,2025-07-09 01:23:44.666033,573.9222453388281,46.88165575644904,36.25865956781097,11.738349782586164,15.56985111025624,16.638446230592663,1.0685951203364237,0.7,13.922880346675488,3.8349519275394273,5.292841702499837,24,0454cbf2-d935-4628-9116-16d0e4c90c30,REC,0,0,2025-10-16,West
PNL_637,STR_148,2025-11-01 06:10:42.274677,592.2160447902596,48.31586297989834,30.986596064584738,8.121121451438572,17.4974159905645,18.047533716118217,0.5501177255537162,0.77,11.048548484504725,5.961090652862772,2.4729217835440656,33,6b109f72-02ad-4e6f-afe7-da970992ae9f,Jinko,0,0,2025-10-03,West
PNL_481,STR_278,2025-11-16 07:51:37.019073,327.0815222403841,49.896118770892485,28.604702802268722,10.453877499014148,18.261123521765946,18.869874569258855,0.6087510474929078,0.89,7.224597889951456,0.039652165335287703,12.847568533681,25,9906ed91-24bd-4795-8537-64dfa7ff5d1c,REC,0,0,2025-11-17,East
PNL_1351,STR_226,2025-07-25 10:16:15.482225,516.1035860736076,34.961494003493826,38.990995605250255,11.571255847327208,18.53959039761901,19.595004004417294,1.055413606798286,0.74,6.309358822394746,3.2893999439361044,13.63822134727188,23,c7a4c41b-2556-41e0-bf40-555dc90a6f33,REC,0,0,2025-11-03,South
PNL_1716,STR_257,2025-09-09 05:43:09.849387,392.08078282490266,41.33493558515019,33.778925386604634,5.180497641378574,16.138482791694248,17.907095284244825,1.768612492550577,0.7,7.309364438192864,2.42649796047269,7.826545972231052,14,9f733d7f-a33a-4a17-a31e-591cf296f549,Canadian,1,0,2025-10-05,West
PNL_1773,STR_279,2025-05-11 12:52:09.584072,930.8211111477037,38.83868048968979,32.92179145201752,11.256820705332288,17.294626140335335,18.793572112233413,1.498945971898078,0.82,1.2840654818220059,0.10374339186574377,13.969225191325915,19,2a3e4821-e0db-42c7-a2fc-ae87db1e7538,Jinko,1,0,2025-11-15,Central
PNL_140,STR_71,2025-09-18 03:30:49.808853,697.801226183496,47.74148141202214,29.580286542107785,5.635828339797727,15.513692917822485,16.55695167102685,1.0432587532043665,0.65,5.300993655567233,3.362004392373792,13.092033706380173,25,727b062b-8ae3-43b8-96d5-94050662f4aa,Canadian,0,0,2025-10-30,Central
PNL_1012,STR_228,2025-06-16 17:16:22.470157,1039.707020174475,36.915419285140956,30.5320363747047,7.402858646093183,15.747317843857218,16.61330951877364,0.8659916749164229,0.79,4.713083067739427,9.596339183387496,9.068034860495636,32,977936b8-c9dd-4ee0-9b3c-b13703538d13,REC,0,0,2025-10-12,North
