Order_ID,Warehouse,Zone,Aisle,Bin,Order_Timestamp,Shift,Picker_ID,SKU,SKU_Weight_KG,SKU_Cube_M3,SKU_Class,Pick_Qty,Travel_Distance_M,Travel_Time_Sec,Pick_Time_Sec,Pack_Time_Sec,Heatmap_Level,Slotting_Score,Equipment_Type,Picker_Productivity_Items_Hour,Congestion_Factor,Delay_Reason,Delay_Minutes
ORD-500032,WH-West,A,16,29,2023-06-01 17:48:00,Shift-2,PICK-087,SKU-10032,1.1627635761821369,0.14174111702629202,B,32,18.086416804433266,16.20048387434413,116.99019416978744,77.76097435186576,5,0.6550093388321085,Manual,41.07030468813089,1.8480253608295738,Equipment Delay,9.453004912323976
ORD-500033,WH-North,E,36,30,2023-01-21 14:32:00,Shift-2,PICK-002,SKU-10112,13.959525254670082,2.8567607261189125,B,35,57.55756922400306,44.91476712805719,121.20648531620898,54.14910690483812,1,0.413031174647697,Manual,42.820390450129196,1.3714458488498689,Location Error,11.48669439730851
ORD-500034,WH-North,A,15,9,2023-08-19 19:01:00,Shift-2,PICK-085,SKU-10016,4.702785195801159,1.2859635388013828,A,39,56.063561348434874,35.583940899915184,61.30134923218041,83.95734977683568,2,0.7734731256866006,AMR,26.050367024119986,1.0528231091819813,Stockout,3.1759479572802025
ORD-500035,WH-North,E,16,36,2023-09-27 15:09:00,Shift-2,PICK-055,SKU-10248,14.461575660920943,1.6088923326210005,B,29,102.03275341767399,89.13414902500548,59.794283614020785,79.80022359342315,2,0.16704190790094986,Manual,36.64603485764662,1.701521268705258,None,0.0
ORD-500036,WH-South,E,37,61,2023-06-14 16:48:00,Shift-2,PICK-122,SKU-10124,3.573440405620737,0.26692040404826844,B,28,73.60472620735561,59.74774911493043,25.47004255026531,118.60276293750196,1,0.2311309124276466,Pallet Jack,48.559573377870315,0.7090503745003655,Congestion,3.4168893475718622
ORD-500037,WH-West,B,7,13,2023-06-10 16:50:00,Shift-2,PICK-091,SKU-10220,9.932670806045081,1.822979074521192,C,14,56.724793788762106,47.91278604298075,129.75483775727747,16.824877969475363,3,0.9730977480703464,Manual,47.94143163208456,1.0493221170194738,Equipment Delay,10.515919821220786
ORD-500038,WH-West,D,30,94,2023-05-31 12:51:00,Shift-1,PICK-026,SKU-10027,7.810669688521452,1.8739901640796215,B,16,91.9543864258409,98.8857307225116,50.13585340249623,91.73709486144202,5,0.23456129333482867,Manual,61.31633499035417,0.7654785361466957,None,0.0
ORD-500039,WH-North,D,47,44,2023-04-24 17:16:00,Shift-2,PICK-064,SKU-10055,13.84373867834213,1.9630159067983153,A,26,74.91402339707712,90.88092514855353,168.95179128111644,87.40030885831392,4,0.21567515239771717,Manual,58.06857659658319,1.6500727558213193,Congestion,12.525524873648576
ORD-500040,WH-South,B,35,58,2023-07-11 05:08:00,Shift-3,PICK-109,SKU-10071,3.140992086705752,0.1528432943894942,C,33,106.42911228541222,74.63951628121302,110.72260175786684,92.53716697138928,3,0.404140321651033,Pallet Jack,40.743325395678944,1.9934764542122916,None,0.0
ORD-500041,WH-South,C,30,32,2023-10-06 18:44:00,Shift-2,PICK-114,SKU-10038,10.326648792379922,1.4751041043532431,A,11,46.171273828829484,34.997865001594604,72.54099646161296,81.17191857456014,3,0.5634389273484588,Pallet Jack,36.37872452573885,1.5367140693477808,None,0.0
ORD-500042,WH-North,A,42,70,2023-10-18 11:37:00,Shift-1,PICK-024,SKU-10007,13.019406957469041,1.0365737715296133,B,26,32.68666043998556,24.874542378804023,141.49509246765857,67.54675745872785,4,0.9514785596659912,AMR,48.9398013832419,1.422018230465555,Congestion,4.383869695523115
ORD-500043,WH-South,B,27,63,2023-10-31 04:14:00,Shift-3,PICK-055,SKU-10246,6.537125395096252,0.42931701737892414,A,36,95.31274246192346,65.71531454062989,134.8996921962391,115.32998807526815,1,0.1957779856835461,Pallet Jack,51.37188486804276,0.5309953905498148,Stockout,16.832552716740906
ORD-500044,WH-West,A,11,49,2023-09-28 03:20:00,Shift-3,PICK-100,SKU-10001,14.27057173486676,1.6409284315476291,A,13,25.649186987167734,21.57755777760846,61.08425083528127,44.9116547060019,3,0.8030258978326634,Manual,35.56831153817034,1.0223929403746872,None,0.0
ORD-500045,WH-East,D,19,55,2023-03-18 03:25:00,Shift-3,PICK-125,SKU-10284,8.758546086743374,1.9368624775185048,C,25,27.938378688077435,18.781691263620914,147.96497526784347,34.38143860138847,2,0.7934072581478373,AMR,39.66453319159426,1.001973091674527,Congestion,15.051978296068494
ORD-500046,WH-South,B,19,28,2023-06-21 23:44:00,Shift-3,PICK-149,SKU-10029,0.8874661082559663,0.8184198695533565,A,13,101.01483023981297,67.0141729454507,56.492763511829196,37.2647081903638,4,0.4110284698067047,AMR,41.4809089475993,1.538667681046686,Stockout,14.48840824390179
ORD-500047,WH-North,C,4,7,2023-02-19 23:18:00,Shift-3,PICK-123,SKU-10299,1.4631424819077663,0.21851898717278873,A,36,85.09273942560439,97.09036572239387,119.81749194825169,62.43560626740906,4,0.16801420774486342,Forklift,32.76299762767297,1.497234387398306,Congestion,2.3782173767413823
ORD-500048,WH-South,A,33,11,2023-05-23 02:27:00,Shift-3,PICK-018,SKU-10095,7.508174826192984,2.7991962442503375,B,7,39.354445092177414,35.36763556274401,115.1162136297877,67.16052018021279,4,0.13643975255673313,Manual,40.66544407193507,2.1792353843653087,None,0.0
ORD-500049,WH-North,B,26,16,2023-08-29 10:38:00,Shift-1,PICK-064,SKU-10291,0.7527531934883733,1.9585367599293224,C,24,25.931513185337465,18.79815681215494,112.54190672102546,43.786869988779614,5,0.08565824959643054,Manual,23.359894750616057,0.6350129272812772,Stockout,7.679940893310997
ORD-500050,WH-North,E,6,54,2023-07-15 12:48:00,Shift-1,PICK-145,SKU-10298,9.418779042121203,0.6576381545451452,A,2,22.342818599490585,17.02784070781339,63.38358984002957,77.24525912360937,3,0.23082918915401207,Manual,38.406734693013355,1.6562242828758675,Equipment Delay,7.807108349535872
ORD-500051,WH-East,C,14,86,2023-10-18 01:22:00,Shift-3,PICK-062,SKU-10160,5.643190364244949,0.4408261156536042,A,30,75.94987570525083,87.19708649005192,173.8665177527701,81.67080478705849,3,0.17047793817391754,Manual,37.63475081824609,1.7832242938994414,Congestion,6.813649733652081
ORD-500052,WH-East,D,9,86,2023-05-16 19:02:00,Shift-2,PICK-118,SKU-10153,7.443900852107933,2.728427716774734,B,16,27.582045211852865,17.464377597919448,23.204216948131915,92.40392362576053,4,0.24365671606386663,Manual,31.87045645406737,1.8066196681404645,None,0.0
ORD-500053,WH-East,A,1,59,2023-10-15 00:52:00,Shift-3,PICK-026,SKU-10288,4.4408105314986095,0.4713329329775401,A,16,31.72692216499293,37.30440761224207,38.823844555769384,38.87251651009037,3,0.3809095255109872,Manual,40.430189198421154,1.0808466532247656,None,0.0
ORD-500054,WH-North,E,14,65,2023-07-09 22:25:00,Shift-3,PICK-034,SKU-10135,4.983403393907178,2.132810481231448,C,4,31.98524219197151,22.382629396495453,111.93398117084266,74.49041302799895,3,0.5011529991820097,Pallet Jack,57.744962442428495,1.1647726971988965,None,0.0
ORD-500055,WH-East,A,16,48,2023-06-07 13:05:00,Shift-1,PICK-041,SKU-10145,0.7459268208470855,2.8470208744131904,C,3,46.99130960529428,54.341834702779295,84.47682860242583,33.22007407358341,5,0.34609972653778553,Pallet Jack,58.25737332757496,1.681416851134185,Congestion,15.792231716361961
ORD-500056,WH-West,E,46,39,2023-06-13 13:00:00,Shift-1,PICK-003,SKU-10270,12.178545101082001,1.5905695185634514,B,16,33.35805586234332,27.750905920937484,83.7860844435701,30.36926917703616,1,0.06817230938549357,Manual,59.964432549468164,1.1248085178956035,None,0.0
ORD-500057,WH-East,A,9,34,2023-10-15 12:30:00,Shift-1,PICK-028,SKU-10059,5.014888895296313,1.768875115840049,B,14,44.16402549367242,29.81720947987245,20.053200979278305,16.85722000939201,3,0.3647982191445295,Pallet Jack,48.25797149096397,1.5243403785328704,Stockout,9.753625392301835
ORD-500058,WH-South,C,19,78,2023-06-27 23:14:00,Shift-3,PICK-088,SKU-10107,11.38215685043712,0.13142918929286523,C,9,32.919799647749834,38.29202299311952,145.23136651906387,42.86567796476044,4,0.6916180555693193,Pallet Jack,33.177976250205774,0.802202859347122,Stockout,5.532842076570226
ORD-500059,WH-South,C,33,63,2023-08-09 19:35:00,Shift-2,PICK-014,SKU-10128,0.30289153186162243,1.1176535364010283,A,38,28.724589557720947,19.03193932097445,91.9655438114116,35.43536374118033,4,0.41412975252892703,Pallet Jack,41.033715950840595,1.1251908964913924,Congestion,8.658463970876184
ORD-500060,WH-North,D,18,6,2023-08-07 20:53:00,Shift-2,PICK-086,SKU-10001,14.27057173486676,1.6409284315476291,A,38,94.83043142782418,104.24503342778671,105.64962103241467,37.59619656180994,5,0.24120145759954148,Forklift,35.979606826374805,0.5206053168946185,None,0.0
ORD-500061,WH-South,C,11,95,2023-07-07 10:20:00,Shift-1,PICK-142,SKU-10226,14.600556210336194,1.302976556779229,B,26,105.78934117474385,106.34420538874761,124.27370366575494,100.12202243855796,3,0.8595652316469458,AMR,21.40652864637474,1.5439382290140515,Congestion,12.539074339319097
ORD-500062,WH-West,E,1,15,2023-05-09 01:59:00,Shift-3,PICK-039,SKU-10038,10.326648792379922,1.4751041043532431,A,29,112.68348290797148,112.4084479605093,144.9872678059071,101.6388805725139,3,0.3863489098483155,Manual,36.030367887473176,1.342268575883669,None,0.0
ORD-500063,WH-North,C,38,71,2023-06-22 18:04:00,Shift-2,PICK-111,SKU-10075,10.989306087006613,1.0250293278519078,C,32,61.54367418157992,73.41795185795401,26.083495717992786,93.35176203559305,2,0.8021305581275875,Manual,59.73530434924658,1.6203604081462575,Equipment Delay,9.391150986735292
ORD-500064,WH-South,A,20,47,2023-08-16 10:51:00,Shift-1,PICK-092,SKU-10020,9.255422841891216,1.6927573276477494,A,15,97.30348106060575,89.7738693943438,85.94094884204345,72.70968459048707,3,0.06871283251826776,Manual,58.030869389974804,1.911908575888228,None,0.0
ORD-500065,WH-South,B,43,14,2023-05-16 07:24:00,Shift-1,PICK-144,SKU-10181,1.8794081143607182,2.11767119805539,B,9,36.59716253053328,40.79454898183339,118.40207488621866,96.33654696696775,1,0.5303021332491583,AMR,39.492751770868495,1.5946372310199222,Stockout,17.67952526974161
ORD-500066,WH-West,E,48,20,2023-09-26 20:31:00,Shift-2,PICK-042,SKU-10121,13.4621512388677,2.3898926141042063,A,31,79.73247132398376,86.16831843816426,26.997700140795118,26.63483602887974,3,0.09501169899230466,Pallet Jack,39.01217085991169,1.5175036786634217,Congestion,6.380660920225704
ORD-500067,WH-South,D,2,23,2023-08-01 11:31:00,Shift-1,PICK-106,SKU-10170,10.22795255526578,0.1352479766004674,A,21,100.67442859170481,67.60774912322155,155.4422941904445,111.48728603215322,3,0.7550419287462783,Forklift,34.30942956091304,0.9288097342947148,None,0.0
ORD-500068,WH-South,C,11,90,2023-08-24 10:21:00,Shift-1,PICK-098,SKU-10055,13.84373867834213,1.9630159067983153,A,22,113.42574698219748,135.91425748408207,46.37037051670994,28.831521212729,2,0.8177853298569451,Pallet Jack,67.48009319462192,1.7341658469750025,None,0.0
ORD-500069,WH-North,D,15,26,2023-06-20 04:32:00,Shift-3,PICK-090,SKU-10235,10.892291305870279,2.839820616659041,B,3,74.32730925019669,55.01210558820428,159.73166653772924,81.81059216782104,3,0.160071634954573,Manual,28.669363984159148,1.7939066129733687,None,0.0
ORD-500070,WH-East,B,15,4,2023-04-14 02:31:00,Shift-3,PICK-103,SKU-10098,0.5762030758126089,2.2775260965953423,A,34,73.28391967674006,52.856971208157695,118.55767204162865,34.74259713461869,3,0.7837917844853972,Manual,31.101374111054476,1.104153766765757,Congestion,13.931740523699714
ORD-500071,WH-East,C,5,99,2023-01-14 01:52:00,Shift-3,PICK-090,SKU-10142,7.559277887207305,1.185385307692749,B,20,30.633245284906693,29.328609812856676,160.2641218925121,119.61510545086097,4,0.44861063095454257,Forklift,34.30832548008601,1.1261262018616423,Equipment Delay,8.60194945357798
ORD-500072,WH-West,E,22,4,2023-12-25 20:09:00,Shift-2,PICK-067,SKU-10059,5.014888895296313,1.768875115840049,B,38,34.03852439217805,30.661501127630697,84.37233994984895,106.79755941407497,2,0.7234047656122863,Manual,28.840844083073844,1.3671865112480028,Congestion,9.78556259590005
ORD-500073,WH-South,E,17,5,2023-06-07 17:18:00,Shift-2,PICK-112,SKU-10055,13.84373867834213,1.9630159067983153,A,31,48.821340444064475,37.291184960914016,43.83995778387895,88.01864307444559,2,0.9819691904461453,Forklift,21.087132387156718,1.7680728549832467,Equipment Delay,3.958028117202847
ORD-500074,WH-East,C,28,78,2023-04-23 22:32:00,Shift-3,PICK-030,SKU-10261,14.852796981543097,0.7175960683758411,B,18,21.566933824223685,14.965672481008651,142.65416383546295,92.0296621544428,4,0.17348007426595724,Manual,30.370834004719093,1.0090539678362074,None,0.0
ORD-500075,WH-West,E,13,33,2023-02-16 13:59:00,Shift-1,PICK-112,SKU-10022,4.523740798321229,2.0145723924814205,B,11,114.78283905771212,119.27359808016304,110.48799438743046,117.86290507855776,3,0.700251959444521,Pallet Jack,53.5211976621844,0.7809999886492968,None,0.0
ORD-500076,WH-North,E,35,88,2023-02-20 20:18:00,Shift-2,PICK-094,SKU-10100,0.665151948163667,0.39905921962420454,B,35,106.6366763008832,72.3673468898622,49.776226855404374,99.27754752854959,2,0.4829688720853552,Manual,40.57675778346384,1.2789177074544176,None,0.0
ORD-500077,WH-West,A,43,43,2023-05-09 23:56:00,Shift-3,PICK-032,SKU-10160,5.643190364244949,0.4408261156536042,A,36,31.685357605282125,24.59699317170093,41.656653164429684,93.8943840330498,1,0.956614621083458,Manual,46.210194894960516,1.6168237656541373,Stockout,5.951660785151997
ORD-500078,WH-East,E,20,86,2023-08-08 13:55:00,Shift-1,PICK-084,SKU-10209,2.5799591609789805,2.204586574326244,A,10,94.73681755388618,81.68432602513498,144.273689112829,21.86344654426045,1,0.03361360018328263,AMR,26.42223805369871,1.3288710292447534,None,0.0
ORD-500079,WH-West,C,36,17,2023-01-07 05:14:00,Shift-3,PICK-108,SKU-10098,0.5762030758126089,2.2775260965953423,A,18,72.57366129127455,80.4237809648983,161.14169828512962,56.31202388917711,4,0.7877130155277087,Manual,58.75429847480977,1.907376238047694,Congestion,13.602491640817837
ORD-500080,WH-West,B,40,73,2023-11-01 18:50:00,Shift-2,PICK-104,SKU-10154,14.78762672083689,0.4224726986878389,A,25,116.5723986677689,123.17294676484298,23.52562564760067,90.60084416462688,4,0.08884024508756438,Pallet Jack,69.00664165594,1.2105828875798235,Stockout,8.463646021224772
ORD-500081,WH-North,C,19,27,2023-02-12 08:38:00,Shift-1,PICK-149,SKU-10220,9.932670806045081,1.822979074521192,C,22,79.35451689050467,80.89824624583765,155.50699649416958,60.00620743189995,2,0.6641879145054174,Manual,48.02820007297809,0.7396313667870078,None,0.0
ORD-500082,WH-East,D,29,57,2023-06-16 21:11:00,Shift-2,PICK-131,SKU-10109,1.3393026654661362,0.36473136267978734,B,24,26.753272337260682,24.662424106445087,176.48989087576456,98.36892021864064,5,0.3397774715618851,Pallet Jack,56.80016987851642,1.3453350815349698,None,0.0
ORD-500083,WH-West,B,43,11,2023-05-23 23:39:00,Shift-3,PICK-132,SKU-10145,0.7459268208470855,2.8470208744131904,C,21,31.970080185016503,31.830196791869728,171.46207267193714,73.81913712936574,3,0.5579807387826399,Manual,43.484490609407565,1.7762401618988903,Stockout,8.251653849817812
ORD-500084,WH-East,A,49,31,2023-08-15 05:38:00,Shift-3,PICK-058,SKU-10158,3.7170356510875155,0.2632794994773283,C,23,54.944100788294044,38.67969564946087,174.31626462412987,36.395478208407354,4,0.28713795808457554,Pallet Jack,55.731035857680624,1.3896603730310604,None,0.0
ORD-500085,WH-South,B,2,6,2023-02-16 14:47:00,Shift-2,PICK-122,SKU-10125,6.521195271668594,1.693633758738833,C,18,88.06940740772426,61.38913284042577,70.68186833080426,105.00382198486906,5,0.2769044873778089,Manual,23.18122926375073,2.0404435331018034,Congestion,16.303835360125927
ORD-500086,WH-North,D,27,81,2023-06-25 10:36:00,Shift-1,PICK-050,SKU-10294,2.0804955872478947,2.7006863887274344,B,4,116.61436709585583,78.50180673973591,38.82303810549203,92.67168486898177,3,0.9884159894120765,Manual,56.622521898609136,1.043433615148926,Equipment Delay,17.953250513306585
ORD-500087,WH-West,D,26,32,2023-08-11 22:26:00,Shift-3,PICK-002,SKU-10075,10.989306087006613,1.0250293278519078,C,5,70.37696032288102,51.16527470502701,162.44128848284834,23.3376913875181,5,0.18741194409758222,Forklift,43.081929964781416,1.743544033578616,None,0.0
ORD-500088,WH-North,D,15,23,2023-12-30 11:08:00,Shift-1,PICK-119,SKU-10265,11.163375542762225,1.810761291878436,B,21,101.02178601150342,67.17510396978176,104.06958600731086,40.65569378257895,4,0.08717946783183117,Manual,35.06522906242029,0.692003454298995,None,0.0
ORD-500089,WH-North,E,16,16,2023-12-04 10:56:00,Shift-1,PICK-035,SKU-10233,7.489261868519186,1.7107519462476197,A,23,51.99936939401371,35.2978892250456,95.40594678370633,117.80601849159123,4,0.12626474156450274,Manual,48.178894341755154,1.5780416351027529,Congestion,4.79810299481535
ORD-500090,WH-West,E,36,77,2023-07-20 19:59:00,Shift-2,PICK-114,SKU-10162,9.576239719261242,2.2635301498697276,A,1,44.3239892877131,33.72426604153277,131.06409176157297,68.82874908023055,1,0.21264437637109612,Manual,56.758204206474325,1.0190281503844432,None,0.0
ORD-500091,WH-West,E,29,21,2023-02-08 08:34:00,Shift-1,PICK-116,SKU-10243,5.678348763780577,2.0479319847769846,C,13,83.33069749366847,55.57671893456389,20.030143929053104,32.75351238737922,2,0.3795029033747186,Manual,47.64695136979905,1.1625909586250365,Location Error,14.837669266548227
ORD-500092,WH-East,B,41,36,2023-03-25 16:24:00,Shift-2,PICK-125,SKU-10266,10.515832966729965,1.2375077307892237,A,24,116.45555812421381,129.1134298111673,133.23013221289898,117.14151390366901,4,0.6993153751262037,AMR,22.1105172403084,1.9042663878331723,None,0.0
