Timestamp,Vehicle_ID,Vehicle_Type,Route_ID,Start_City,End_City,Route_Distance_km,Traffic_Level,Weather_Condition,Predicted_Travel_Hours,Actual_Travel_Hours,Predicted_Fuel_Liters,Actual_Fuel_Liters,Vehicle_Capacity_kg,Load_Weight_kg,Delay_Hours,Efficiency_Score
2023-01-09 00:00:00,VH-023,Bike,RT-004,Pune,Bangalore,16.19,Medium,Clear,0.32,2.01,0.46,0.48,80,38.21,1.69,0.151
2023-01-09 06:00:00,VH-029,Mini-Truck,RT-024,Hyderabad,Delhi,116.68,High,Fog,4.79,5.84,11.67,14.35,2500,1396.41,1.05,0.667
2023-01-09 12:00:00,VH-013,Mini-Truck,RT-001,Chennai,Kolkata,471.72,Low,Storm,15.72,18.13,47.17,48.46,2500,2693.56,2.4,0.844
2023-01-09 18:00:00,VH-007,Van,RT-022,Bangalore,Hyderabad,866.58,Severe,Clear,35.01,35.74,72.21,77.56,1200,648.84,0.73,0.912
2023-01-10 00:00:00,VH-012,Truck,RT-005,Pune,Mumbai,263.51,Low,Fog,7.81,7.74,43.92,48.9,5000,3510.72,-0.06,0.906
2023-01-10 06:00:00,VH-027,Mini-Truck,RT-005,Pune,Delhi,55.82,Severe,Clear,2.48,3.31,5.58,6.8,2500,1229.12,0.83,0.615
2023-01-10 12:00:00,VH-005,Mini-Truck,RT-027,Delhi,Pune,138.96,Medium,Storm,5.45,7.06,13.9,17.3,2500,1234.11,1.61,0.62
2023-01-10 18:00:00,VH-025,Van,RT-028,Bangalore,Kolkata,608.2,High,Fog,22.68,25.3,50.68,49.83,1200,1059.09,2.62,0.912
2023-01-11 00:00:00,VH-022,Truck,RT-032,Pune,Bangalore,337.33,Medium,Storm,14.7,16.84,56.22,63.07,5000,3643.1,2.14,0.778
2023-01-11 06:00:00,VH-017,Mini-Truck,RT-029,Mumbai,Kolkata,90.36,Severe,Fog,5.35,8.25,9.04,9.15,2500,1123.04,2.89,0.642
2023-01-11 12:00:00,VH-010,Bike,RT-020,Hyderabad,Pune,46.29,Severe,Clear,1.71,3.7,1.32,1.5,80,25.06,1.99,0.407
2023-01-11 18:00:00,VH-027,Bike,RT-026,Pune,Delhi,465.76,Low,Rain,8.63,9.26,13.31,14.98,80,35.16,0.64,0.827
2023-01-12 00:00:00,VH-010,Bike,RT-019,Kolkata,Bangalore,624.93,Severe,Rain,25.72,26.95,17.86,21.92,80,32.8,1.23,0.777
2023-01-12 06:00:00,VH-005,Truck,RT-005,Chennai,Kolkata,313.55,Severe,Fog,20.65,20.87,52.26,63.95,5000,5009.36,0.22,0.809
2023-01-12 12:00:00,VH-001,Van,RT-026,Delhi,Mumbai,239.57,High,Rain,7.45,9.69,19.96,23.68,1200,892.99,2.24,0.648
2023-01-12 18:00:00,VH-026,Truck,RT-036,Pune,Mumbai,481.39,Low,Storm,17.83,18.52,80.23,74.82,5000,5088.86,0.69,1.032
2023-01-13 00:00:00,VH-007,Mini-Truck,RT-019,Hyderabad,Delhi,811.37,Severe,Fog,48.08,50.22,81.14,82.65,2500,1448.42,2.14,0.94
2023-01-13 06:00:00,VH-003,Bike,RT-032,Delhi,Bangalore,656.1,High,Fog,22.43,25.55,18.75,22.69,80,73.91,3.12,0.725
2023-01-13 12:00:00,VH-017,Truck,RT-013,Hyderabad,Bangalore,581.41,Medium,Clear,15.2,15.31,96.9,92.69,5000,5094.22,0.11,1.038
2023-01-13 18:00:00,VH-020,Van,RT-035,Delhi,Hyderabad,549.72,Low,Storm,16.66,16.49,45.81,42.86,1200,996.96,-0.17,1.08
2023-01-14 00:00:00,VH-025,Van,RT-020,Chennai,Delhi,14.5,Low,Fog,0.35,0.75,1.21,1.32,1200,1024.22,0.39,0.431
2023-01-14 06:00:00,VH-005,Van,RT-030,Pune,Chennai,590.25,High,Storm,27.52,28.15,49.19,56.53,1200,587.76,0.63,0.851
2023-01-14 12:00:00,VH-026,Truck,RT-011,Pune,Bangalore,299.61,Severe,Clear,14.8,17.36,49.93,56.29,5000,4896.89,2.56,0.756
2023-01-14 18:00:00,VH-024,Bike,RT-023,Hyderabad,Mumbai,595.28,Low,Rain,11.02,12.93,17.01,15.86,80,47.53,1.9,0.914
2023-01-15 00:00:00,VH-008,Truck,RT-040,Delhi,Pune,246.03,Low,Rain,6.07,6.78,41.01,50.87,5000,3072.39,0.7,0.723
2023-01-15 06:00:00,VH-030,Bike,RT-005,Pune,Chennai,803.92,Medium,Clear,15.76,17.9,22.97,27.06,80,56.17,2.14,0.748
2023-01-15 12:00:00,VH-022,Mini-Truck,RT-015,Hyderabad,Mumbai,523.44,Severe,Clear,23.26,24.89,52.34,50.69,2500,2194.9,1.62,0.965
2023-01-15 18:00:00,VH-002,Van,RT-018,Pune,Kolkata,259.89,Severe,Rain,11.67,11.56,21.66,24.38,1200,530.03,-0.11,0.897
2023-01-16 00:00:00,VH-027,Van,RT-023,Chennai,Kolkata,847.01,High,Rain,26.33,29.65,70.58,86.13,1200,715.35,3.33,0.728
2023-01-16 06:00:00,VH-014,Truck,RT-040,Pune,Kolkata,23.76,Medium,Fog,0.83,4.06,3.96,4.16,5000,5366.62,3.23,0.194
2023-01-16 12:00:00,VH-027,Van,RT-023,Delhi,Hyderabad,867.62,Low,Fog,21.03,23.99,72.3,72.52,1200,729.69,2.96,0.874
2023-01-16 18:00:00,VH-012,Van,RT-039,Hyderabad,Kolkata,767.51,High,Rain,23.85,24.83,63.96,61.36,1200,894.53,0.97,1.002
2023-01-17 00:00:00,VH-002,Truck,RT-028,Delhi,Mumbai,843.18,High,Fog,38.44,40.81,140.53,154.52,5000,1888.71,2.38,0.857
2023-01-17 06:00:00,VH-002,Truck,RT-001,Delhi,Pune,557.36,Medium,Storm,24.29,27.75,92.89,88.16,5000,3573.32,3.46,0.922
2023-01-17 12:00:00,VH-014,Mini-Truck,RT-006,Bangalore,Delhi,790.86,Medium,Storm,31.01,33.56,79.09,90.47,2500,2154.97,2.54,0.808
2023-01-17 18:00:00,VH-016,Mini-Truck,RT-021,Hyderabad,Delhi,329.95,Severe,Fog,19.55,20.44,32.99,39.04,2500,2370.23,0.89,0.808
2023-01-18 00:00:00,VH-023,Truck,RT-012,Kolkata,Chennai,781.69,Medium,Rain,22.71,25.89,130.28,140.57,5000,3506.07,3.18,0.813
2023-01-18 06:00:00,VH-013,Truck,RT-001,Kolkata,Delhi,720.48,Low,Clear,16.01,18.22,120.08,137.57,5000,4683.17,2.2,0.767
2023-01-18 12:00:00,VH-026,Truck,RT-015,Pune,Hyderabad,802.1,High,Clear,27.42,28.47,133.68,137.89,5000,1875.93,1.05,0.934
2023-01-18 18:00:00,VH-016,Truck,RT-008,Mumbai,Delhi,524.67,High,Storm,29.9,29.83,87.44,92.95,5000,3670.58,-0.07,0.943
2023-01-19 00:00:00,VH-025,Van,RT-026,Pune,Chennai,265.02,High,Fog,9.88,11.87,22.09,20.11,1200,395.85,1.99,0.914
2023-01-19 06:00:00,VH-001,Mini-Truck,RT-036,Delhi,Mumbai,742.11,Medium,Storm,29.1,30.24,74.21,70.09,2500,1794.49,1.13,1.019
2023-01-19 12:00:00,VH-026,Van,RT-018,Mumbai,Delhi,695.29,Severe,Clear,28.09,28.69,57.94,64.78,1200,441.93,0.6,0.876
2023-01-19 18:00:00,VH-020,Truck,RT-036,Chennai,Bangalore,56.0,Medium,Rain,1.63,3.39,9.33,10.17,5000,4049.72,1.77,0.44
2023-01-20 00:00:00,VH-003,Van,RT-002,Chennai,Kolkata,656.22,Severe,Clear,26.51,29.92,54.69,59.1,1200,670.04,3.41,0.82
2023-01-20 06:00:00,VH-010,Van,RT-024,Pune,Hyderabad,717.72,Severe,Rain,32.22,33.02,59.81,63.02,1200,435.32,0.8,0.926
2023-01-20 12:00:00,VH-026,Truck,RT-007,Pune,Mumbai,32.56,Medium,Clear,0.85,4.21,5.43,6.47,5000,4283.9,3.36,0.169
2023-01-20 18:00:00,VH-012,Truck,RT-023,Delhi,Mumbai,373.97,Low,Storm,13.85,14.29,62.33,59.51,5000,2500.97,0.44,1.015
2023-01-21 00:00:00,VH-016,Van,RT-021,Kolkata,Bangalore,498.81,Medium,Rain,11.86,14.3,41.57,47.02,1200,628.74,2.44,0.733
2023-01-21 06:00:00,VH-022,Bike,RT-016,Delhi,Pune,859.83,Severe,Rain,35.38,37.91,24.57,26.88,80,63.15,2.53,0.853
2023-01-21 12:00:00,VH-005,Mini-Truck,RT-037,Mumbai,Hyderabad,383.44,Medium,Fog,12.03,12.75,38.34,39.29,2500,2265.69,0.72,0.921
2023-01-21 18:00:00,VH-008,Bike,RT-021,Pune,Delhi,22.81,Medium,Clear,0.45,0.68,0.65,0.6,80,26.61,0.23,0.721
2023-01-22 00:00:00,VH-021,Truck,RT-003,Delhi,Chennai,771.36,Severe,Fog,50.79,53.19,128.56,137.04,5000,1891.34,2.4,0.896
2023-01-22 06:00:00,VH-029,Bike,RT-017,Bangalore,Kolkata,447.54,Low,Fog,9.95,11.5,12.79,12.28,80,51.77,1.55,0.9
2023-01-22 12:00:00,VH-007,Mini-Truck,RT-005,Bangalore,Hyderabad,364.67,Low,Fog,9.72,11.8,36.47,40.93,2500,840.61,2.08,0.734
2023-01-22 18:00:00,VH-016,Truck,RT-006,Mumbai,Bangalore,343.41,Medium,Fog,11.97,14.09,57.23,61.59,5000,4925.96,2.12,0.79
2023-01-23 00:00:00,VH-021,Van,RT-001,Chennai,Kolkata,596.24,High,Rain,18.53,18.93,49.69,45.95,1200,976.72,0.4,1.058
2023-01-23 06:00:00,VH-007,Truck,RT-034,Mumbai,Pune,33.6,High,Fog,1.53,3.5,5.6,6.88,5000,3801.9,1.97,0.356
2023-01-23 12:00:00,VH-029,Bike,RT-026,Pune,Chennai,355.47,Low,Rain,6.58,8.76,10.16,10.77,80,58.92,2.18,0.708
2023-01-23 18:00:00,VH-028,Bike,RT-016,Delhi,Mumbai,847.9,High,Storm,36.24,37.46,24.23,29.95,80,81.94,1.23,0.782
2023-01-24 00:00:00,VH-012,Mini-Truck,RT-018,Pune,Kolkata,184.25,Low,Fog,4.91,4.97,18.43,17.23,2500,786.44,0.06,1.057
2023-01-24 06:00:00,VH-003,Van,RT-021,Kolkata,Chennai,94.05,High,Fog,3.51,5.83,7.84,7.25,1200,666.22,2.33,0.65
2023-01-24 12:00:00,VH-002,Van,RT-008,Chennai,Bangalore,761.94,Low,Clear,13.85,13.74,63.49,75.25,1200,630.58,-0.11,0.851
2023-01-24 18:00:00,VH-011,Truck,RT-029,Bangalore,Pune,115.17,Severe,Fog,7.58,9.96,19.19,21.5,5000,5009.89,2.38,0.68
2023-01-25 00:00:00,VH-030,Mini-Truck,RT-027,Delhi,Hyderabad,664.21,High,Fog,27.25,30.02,66.42,66.34,2500,1104.88,2.77,0.909
2023-01-25 06:00:00,VH-028,Mini-Truck,RT-009,Chennai,Mumbai,678.05,Severe,Fog,40.18,42.97,67.8,84.53,2500,1575.24,2.79,0.75
2023-01-25 12:00:00,VH-022,Van,RT-035,Hyderabad,Bangalore,341.1,High,Fog,12.72,15.39,28.42,28.97,1200,1253.53,2.67,0.811
2023-01-25 18:00:00,VH-018,Bike,RT-008,Pune,Bangalore,773.99,Medium,Clear,15.18,16.56,22.11,25.71,80,72.29,1.39,0.788
2023-01-26 00:00:00,VH-009,Bike,RT-024,Hyderabad,Mumbai,101.78,Low,Storm,2.83,5.97,2.91,3.13,80,76.89,3.14,0.44
2023-01-26 06:00:00,VH-029,Van,RT-020,Pune,Kolkata,294.84,Low,Fog,7.15,10.26,24.57,25.46,1200,370.4,3.11,0.672
2023-01-26 12:00:00,VH-028,Mini-Truck,RT-001,Pune,Mumbai,815.79,Severe,Clear,36.26,36.4,81.58,82.54,2500,2650.12,0.14,0.985
2023-01-26 18:00:00,VH-013,Bike,RT-003,Hyderabad,Bangalore,856.04,Severe,Rain,35.23,37.15,24.46,27.42,80,52.7,1.92,0.846
2023-01-27 00:00:00,VH-024,Bike,RT-004,Mumbai,Kolkata,270.96,Low,Rain,5.02,6.03,7.74,8.79,80,72.15,1.02,0.732
2023-01-27 06:00:00,VH-001,Bike,RT-028,Mumbai,Pune,714.51,Severe,Clear,26.46,29.18,20.41,19.02,80,55.64,2.72,0.973
2023-01-27 12:00:00,VH-018,Truck,RT-023,Chennai,Bangalore,61.23,Severe,Storm,5.04,6.87,10.2,10.76,5000,5050.82,1.83,0.695
2023-01-27 18:00:00,VH-016,Truck,RT-003,Bangalore,Mumbai,322.31,Medium,Rain,9.36,9.6,53.72,51.04,5000,4546.04,0.23,1.027
2023-01-28 00:00:00,VH-014,Bike,RT-020,Delhi,Pune,560.21,High,Fog,19.15,19.33,16.01,14.88,80,68.86,0.17,1.066
2023-01-28 06:00:00,VH-006,Bike,RT-019,Bangalore,Delhi,74.76,High,Clear,1.92,4.76,2.14,2.45,80,29.21,2.84,0.351
2023-01-28 12:00:00,VH-016,Truck,RT-028,Kolkata,Bangalore,85.51,Medium,Fog,2.98,6.43,14.25,14.69,5000,2982.57,3.45,0.45
2023-01-28 18:00:00,VH-024,Mini-Truck,RT-034,Hyderabad,Pune,733.39,Medium,Rain,19.17,22.48,73.34,91.31,2500,2256.76,3.3,0.685
2023-01-29 00:00:00,VH-025,Mini-Truck,RT-015,Delhi,Pune,344.87,Severe,Fog,20.44,20.55,34.49,40.42,2500,1866.81,0.11,0.849
2023-01-29 06:00:00,VH-006,Bike,RT-026,Pune,Delhi,387.56,Low,Fog,8.61,11.77,11.07,10.4,80,55.53,3.15,0.78
2023-01-29 12:00:00,VH-025,Van,RT-032,Mumbai,Delhi,20.1,High,Fog,0.75,2.28,1.68,1.54,1200,474.07,1.53,0.357
2023-01-29 18:00:00,VH-028,Bike,RT-032,Delhi,Hyderabad,114.6,High,Clear,2.94,5.14,3.27,3.8,80,61.34,2.2,0.492
2023-01-30 00:00:00,VH-021,Mini-Truck,RT-037,Kolkata,Pune,866.33,Medium,Rain,22.65,23.84,86.63,86.63,2500,2487.2,1.19,0.95
2023-01-30 06:00:00,VH-007,Bike,RT-020,Bangalore,Delhi,209.0,Medium,Rain,4.55,7.92,5.97,5.4,80,86.07,3.36,0.636
2023-01-30 12:00:00,VH-027,Van,RT-039,Delhi,Chennai,48.41,High,Clear,1.35,4.45,4.03,4.38,1200,1313.25,3.1,0.28
2023-01-30 18:00:00,VH-011,Van,RT-024,Mumbai,Delhi,75.68,Severe,Storm,5.1,6.95,6.31,7.82,1200,862.17,1.85,0.592
2023-01-31 00:00:00,VH-010,Truck,RT-005,Hyderabad,Delhi,570.16,Medium,Rain,16.56,18.94,95.03,100.64,5000,4010.23,2.37,0.826
2023-01-31 06:00:00,VH-024,Mini-Truck,RT-012,Delhi,Mumbai,530.04,High,Storm,27.18,30.32,53.0,48.55,2500,1311.93,3.13,0.979
2023-01-31 12:00:00,VH-003,Bike,RT-017,Kolkata,Bangalore,855.87,Severe,Fog,42.26,45.36,24.45,25.91,80,63.69,3.09,0.879
2023-01-31 18:00:00,VH-001,Bike,RT-016,Mumbai,Pune,256.87,Low,Storm,7.14,7.63,7.34,7.8,80,46.61,0.5,0.88
2023-02-01 00:00:00,VH-007,Truck,RT-011,Kolkata,Pune,529.45,Severe,Storm,43.58,43.66,88.24,109.51,5000,5444.84,0.09,0.804
2023-02-01 06:00:00,VH-003,Truck,RT-023,Kolkata,Bangalore,631.36,Medium,Fog,22.01,23.79,105.23,106.1,5000,4755.18,1.78,0.917
2023-02-01 12:00:00,VH-012,Mini-Truck,RT-038,Delhi,Pune,619.41,Medium,Rain,16.19,16.6,61.94,75.5,2500,2395.07,0.4,0.801
2023-02-01 18:00:00,VH-029,Van,RT-014,Mumbai,Hyderabad,855.32,High,Rain,26.58,29.07,71.28,79.45,1200,761.51,2.49,0.82
2023-02-02 00:00:00,VH-011,Bike,RT-010,Hyderabad,Mumbai,840.13,High,Rain,23.94,26.94,24.0,21.98,80,25.69,3.0,0.97
2023-02-02 06:00:00,VH-023,Truck,RT-028,Kolkata,Pune,345.05,Low,Storm,12.78,15.58,57.51,71.63,5000,2101.67,2.8,0.659
2023-02-02 12:00:00,VH-024,Van,RT-037,Mumbai,Hyderabad,538.78,Severe,Fog,29.02,30.23,44.9,55.65,1200,1168.43,1.21,0.775
2023-02-02 18:00:00,VH-006,Mini-Truck,RT-006,Chennai,Hyderabad,756.11,Severe,Clear,33.61,35.14,75.61,79.03,2500,1296.81,1.53,0.915
2023-02-03 00:00:00,VH-012,Truck,RT-023,Hyderabad,Delhi,60.17,Severe,Rain,3.3,6.3,10.03,11.88,5000,5498.87,3.0,0.442
2023-02-03 06:00:00,VH-024,Truck,RT-038,Kolkata,Pune,897.01,Low,Fog,26.58,28.43,149.5,174.79,5000,5279.06,1.86,0.8
2023-02-03 12:00:00,VH-013,Bike,RT-007,Hyderabad,Mumbai,766.19,High,Fog,26.19,26.91,21.89,23.15,80,32.27,0.72,0.92
2023-02-03 18:00:00,VH-020,Bike,RT-029,Kolkata,Mumbai,859.11,High,Rain,24.48,26.52,24.55,24.06,80,66.99,2.04,0.942
2023-02-04 00:00:00,VH-006,Mini-Truck,RT-033,Hyderabad,Chennai,560.13,Severe,Clear,24.89,26.02,56.01,52.64,2500,2093.15,1.13,1.018
2023-02-04 06:00:00,VH-030,Truck,RT-015,Pune,Delhi,473.07,Medium,Fog,16.49,19.15,78.85,85.32,5000,4908.73,2.66,0.796
2023-02-04 12:00:00,VH-024,Mini-Truck,RT-010,Hyderabad,Kolkata,501.2,Medium,Fog,15.72,17.6,50.12,60.49,2500,1556.97,1.88,0.74
2023-02-04 18:00:00,VH-003,Van,RT-019,Hyderabad,Chennai,129.27,High,Fog,4.82,4.73,10.77,12.54,1200,955.5,-0.09,0.876
2023-02-05 00:00:00,VH-022,Mini-Truck,RT-023,Pune,Delhi,636.63,High,Storm,32.65,33.24,63.66,60.34,2500,779.09,0.59,1.036
2023-02-05 06:00:00,VH-005,Bike,RT-022,Pune,Delhi,322.02,Medium,Storm,10.52,12.51,9.2,9.54,80,52.0,1.98,0.811
2023-02-05 12:00:00,VH-025,Van,RT-017,Pune,Hyderabad,814.7,High,Rain,25.32,26.41,67.89,73.32,1200,1112.31,1.09,0.888
2023-02-05 18:00:00,VH-021,Mini-Truck,RT-007,Hyderabad,Kolkata,362.92,Severe,Rain,17.92,20.02,36.29,43.62,2500,2649.04,2.1,0.745
2023-02-06 00:00:00,VH-008,Truck,RT-001,Kolkata,Pune,140.9,Low,Rain,3.48,6.71,23.48,25.18,5000,2532.98,3.23,0.484
2023-02-06 06:00:00,VH-010,Van,RT-004,Pune,Delhi,418.63,Severe,Storm,28.19,31.62,34.89,37.41,1200,675.6,3.43,0.831
2023-02-06 12:00:00,VH-005,Van,RT-036,Chennai,Bangalore,573.73,Medium,Fog,16.36,17.05,47.81,44.3,1200,483.72,0.69,1.036
2023-02-06 18:00:00,VH-007,Mini-Truck,RT-029,Chennai,Pune,123.96,High,Storm,6.36,6.72,12.4,11.76,2500,2031.75,0.36,0.997
2023-02-07 00:00:00,VH-012,Truck,RT-014,Pune,Delhi,171.87,Medium,Storm,7.49,8.57,28.65,34.77,5000,3395.85,1.08,0.72
2023-02-07 06:00:00,VH-025,Mini-Truck,RT-018,Delhi,Kolkata,604.13,Low,Fog,16.11,16.55,60.41,58.44,2500,831.74,0.44,1.006
2023-02-07 12:00:00,VH-009,Van,RT-001,Kolkata,Bangalore,160.35,Low,Clear,2.92,3.75,13.36,12.85,1200,445.15,0.83,0.809
2023-02-07 18:00:00,VH-017,Truck,RT-032,Bangalore,Kolkata,117.37,Low,Storm,4.35,5.85,19.56,19.02,5000,2957.08,1.5,0.764
2023-02-08 00:00:00,VH-018,Bike,RT-036,Bangalore,Kolkata,458.04,High,Clear,11.74,14.1,13.09,11.96,80,75.16,2.35,0.912
2023-02-08 06:00:00,VH-025,Bike,RT-019,Mumbai,Pune,568.83,Medium,Clear,11.15,11.26,16.25,19.6,80,82.94,0.1,0.822
2023-02-08 12:00:00,VH-009,Truck,RT-022,Pune,Hyderabad,64.36,Medium,Storm,2.8,3.63,10.73,12.68,5000,4493.04,0.82,0.654
2023-02-08 18:00:00,VH-005,Truck,RT-015,Mumbai,Pune,174.22,Severe,Storm,14.34,14.91,29.04,29.9,5000,3438.09,0.57,0.934
2023-02-09 00:00:00,VH-007,Van,RT-016,Chennai,Kolkata,560.25,Severe,Clear,22.64,23.8,46.69,49.58,1200,1077.57,1.16,0.896
2023-02-09 06:00:00,VH-018,Truck,RT-035,Mumbai,Delhi,42.65,High,Clear,1.46,2.19,7.11,8.17,5000,5080.83,0.73,0.579
2023-02-09 12:00:00,VH-013,Mini-Truck,RT-004,Delhi,Hyderabad,465.39,Severe,Rain,22.98,24.75,46.54,43.63,2500,1644.82,1.77,0.99
2023-02-09 18:00:00,VH-029,Van,RT-030,Mumbai,Pune,484.03,Severe,Fog,26.08,26.77,40.34,40.1,1200,722.19,0.7,0.98
2023-02-10 00:00:00,VH-028,Truck,RT-013,Hyderabad,Mumbai,27.86,Medium,Rain,0.81,1.8,4.64,4.52,5000,2809.99,0.99,0.461
2023-02-10 06:00:00,VH-002,Bike,RT-038,Mumbai,Bangalore,116.59,Low,Fog,2.59,5.69,3.33,3.69,80,67.46,3.09,0.411
2023-02-10 12:00:00,VH-007,Mini-Truck,RT-004,Bangalore,Chennai,712.36,Severe,Fog,42.21,43.86,71.24,66.28,2500,1824.21,1.64,1.034
2023-02-10 18:00:00,VH-028,Bike,RT-038,Mumbai,Hyderabad,532.29,Medium,Clear,10.44,13.0,15.21,15.99,80,32.17,2.56,0.764
2023-02-11 00:00:00,VH-009,Truck,RT-021,Hyderabad,Mumbai,262.56,Medium,Fog,9.15,10.3,43.76,49.28,5000,3783.11,1.14,0.789
2023-02-11 06:00:00,VH-002,Truck,RT-004,Chennai,Pune,326.93,Low,Fog,9.69,13.14,54.49,60.59,5000,2448.91,3.45,0.663
2023-02-11 12:00:00,VH-025,Mini-Truck,RT-027,Pune,Kolkata,100.59,Severe,Rain,4.97,5.33,10.06,9.92,2500,1071.36,0.37,0.945
2023-02-11 18:00:00,VH-019,Truck,RT-036,Chennai,Mumbai,176.04,Severe,Fog,11.59,12.45,29.34,28.19,5000,5087.06,0.85,0.969
